trade_id,symbol,date,regime_group,sample_type,entry_price,current_sl,adaptive_sl,current_r,adaptive_r,delta_r,current_exit_reason,adaptive_exit_reason,current_mfe,adaptive_mfe,current_mae,adaptive_mae
416,ELLEN,2026-04-21,BULL,IS,1563.4731458533292,1485.3,1508.75,0.8289,0.9698,0.1409,TIMEOUT,TIMEOUT,1.1,1.57,0.31,0.44
417,ELLEN,2026-04-24,BULL,IS,1600.654054106254,1520.62,1544.63,0.9998,-1.0,-1.9998,TIMEOUT,SL_HIT,1.05,0.0,0.77,1.1
418,ELLEN,2026-05-04,BULL,IS,1633.4221549117997,1551.75,1576.25,1.3078,1.75,0.4422,TIMEOUT,FULL_TARGET,1.79,2.55,0.35,0.5
419,ELLEN,2026-05-05,BULL,IS,1643.58763607689,1561.41,1586.06,1.2663,1.5946,0.3283,TIMEOUT,TIMEOUT,1.66,2.37,0.47,0.68
420,ELLEN,2026-05-08,BULL,IS,1638.0058091076426,1556.11,1580.68,0.8988,1.0697,0.1709,TIMEOUT,TIMEOUT,1.73,2.47,0.41,0.58
421,ELLEN,2026-07-07,BULL,IS,1884.5502899214061,1790.32,1818.59,0.9275,1.1107,0.1832,TIMEOUT,TIMEOUT,1.25,1.78,0.11,0.15
422,EMBDL,2025-08-05,BEAR,IS,1245.3863321003587,1183.12,1201.8,-0.1281,-0.183,-0.0549,TIMEOUT,TIMEOUT,0.51,0.72,0.67,0.96
423,EMBDL,2026-05-11,BULL,IS,1408.6913560142655,1338.26,1359.39,1.1229,1.3898,0.2669,TIMEOUT,TIMEOUT,1.37,1.95,0.33,0.47
424,EMBDL,2026-05-25,BULL,IS,1464.2641749149352,1391.05,1413.01,0.3786,0.7704,0.3918,TIMEOUT,TIMEOUT,0.72,1.03,0.08,0.12
425,EMBDL,2026-06-12,BULL,IS,1512.2519286821607,1436.64,1459.32,1.2951,1.75,0.4549,TIMEOUT,FULL_TARGET,1.76,2.51,0.49,0.7
426,EMBDL,2026-07-13,BULL,IS,1651.5282299386517,1568.95,1593.72,-0.245,0.4482,0.6932,TIMEOUT,BE_EXIT,0.8,1.14,0.49,0.28
427,EMCURE,2026-05-04,BULL,IS,1793.199951171875,1703.54,1664.23,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.41,0.29,1.32,1.29
428,EMMVEE,2025-03-17,BULL,IS,1326.4245510651067,1260.1,1280.0,-0.1966,0.3781,0.5747,TIMEOUT,BE_EXIT,0.73,1.04,0.44,0.63
429,EMMVEE,2025-11-25,SIDEWAYS,IS,1629.2712658254613,1547.81,1572.25,1.0971,1.353,0.2559,TIMEOUT,TIMEOUT,1.38,1.97,0.57,0.82
430,EMMVEE,2025-12-01,SIDEWAYS,IS,1660.2596840894093,1577.25,1602.15,1.4778,1.75,0.2722,TIMEOUT,FULL_TARGET,1.98,2.83,0.09,0.13
431,EMMVEE,2025-12-04,SIDEWAYS,IS,1694.7912907637358,1610.05,1635.47,1.3758,1.75,0.3742,TIMEOUT,FULL_TARGET,2.0,2.8,0.26,0.37
432,EMMVEE,2025-12-11,SIDEWAYS,IS,1720.894772638324,1634.85,1660.66,1.5204,1.75,0.2296,TIMEOUT,FULL_TARGET,2.16,3.09,0.01,0.02
433,EMMVEE,2025-12-12,SIDEWAYS,IS,1740.870758850147,1653.83,1679.94,1.1278,1.75,0.6222,TIMEOUT,FULL_TARGET,1.91,2.72,0.24,0.35
434,ENGINERSIN,2025-04-18,BULL,IS,785.4833497447777,746.21,757.99,1.2103,1.5147,0.3044,TIMEOUT,TIMEOUT,1.58,2.25,0.29,0.41
435,ENGINERSIN,2025-04-21,BULL,IS,790.4869728152796,750.96,762.82,1.2776,1.611,0.3334,TIMEOUT,TIMEOUT,1.62,2.32,0.41,0.59
436,ENGINERSIN,2025-04-24,BULL,IS,804.8277888089574,764.59,776.66,1.0787,1.3266,0.2479,TIMEOUT,TIMEOUT,1.31,1.87,0.3,0.43
437,ENGINERSIN,2025-05-28,BULL,IS,863.947285739957,820.75,833.71,-0.3506,-1.0,-0.6494,TIMEOUT,SL_HIT,0.38,0.55,0.75,1.07
438,ENGINERSIN,2025-06-09,BULL,IS,873.2236701908145,829.56,842.66,-0.6412,-1.2401,-0.5989,TIMEOUT,SL_HIT,0.38,0.24,0.95,1.36
439,ENGINERSIN,2025-06-10,BULL,IS,878.3024985035813,834.39,847.56,-1.0,-1.3981,-0.3981,SL_HIT,SL_HIT,0.0,0.0,1.06,1.52
440,ENGINERSIN,2025-06-12,BULL,IS,874.9429142740978,831.2,844.32,0.0036,-1.2939,-1.2975,TIMEOUT,SL_HIT,0.34,0.0,0.99,1.41
441,ENGINERSIN,2025-07-02,BEAR,IS,872.8440183748012,829.2,842.29,-0.8149,0.4861,1.301,TIMEOUT,BE_EXIT,0.79,1.12,0.96,0.06
442,ENGINERSIN,2025-07-04,BEAR,IS,893.7784460055041,849.09,862.5,-1.0414,-1.1082,-0.0668,SL_HIT,SL_HIT,0.3,0.43,1.1,1.18
443,ENRIN,2026-05-27,BULL,IS,3766.10009765625,3577.8,3464.81,0.5,-1.0,-1.5,BE_EXIT,SL_HIT,1.07,0.67,0.34,1.05
444,ENTERO,2025-02-28,BULL,IS,2531.069407945984,2404.52,2442.48,-1.0,-1.0393,-0.0393,SL_HIT,SL_HIT,0.04,0.05,1.03,1.1
445,ENTERO,2025-03-04,BULL,IS,2508.454869440788,2383.03,2420.66,0.0866,-1.0728,-1.1594,TIMEOUT,SL_HIT,0.49,0.31,0.86,1.23
446,ENTERO,2025-08-04,BEAR,IS,2745.784401628697,2608.5,2649.68,1.3247,1.678,0.3533,TIMEOUT,TIMEOUT,1.74,2.48,0.26,0.37
447,ENTERO,2025-08-14,BEAR,IS,2865.916395448171,2722.62,2765.61,1.5532,1.75,0.1968,TIMEOUT,FULL_TARGET,2.3,2.94,0.16,0.22
448,ENTERO,2025-08-21,BEAR,IS,2941.4051078511757,2794.33,2838.46,1.3612,1.75,0.3888,TIMEOUT,FULL_TARGET,1.88,2.69,0.15,0.21
449,ENTERO,2025-09-17,BEAR,IS,3086.5923834148484,2932.26,2978.56,-0.519,0.5,1.019,TIMEOUT,BE_EXIT,0.79,1.12,0.68,0.04
450,ETERNAL,2025-04-22,BULL,IS,2376.945913403253,2258.1,2293.75,0.5055,0.861,0.3555,TIMEOUT,TIMEOUT,0.83,1.19,0.05,0.07
451,ETERNAL,2025-06-11,BULL,IS,2604.3541003792366,2474.14,2513.2,1.1222,1.3888,0.2666,TIMEOUT,TIMEOUT,1.3,1.85,0.37,0.53
452,ETERNAL,2025-06-24,BULL,IS,2663.575958845919,2530.4,2570.35,1.3976,1.75,0.3524,TIMEOUT,FULL_TARGET,2.06,2.64,0.31,0.44
453,ETERNAL,2026-03-12,BEAR,IS,3289.1835577715515,3124.72,3174.06,-1.0666,-1.1649,-0.0983,SL_HIT,SL_HIT,0.05,0.07,1.16,1.16
454,ETHOSLTD,2026-08-20,OOS,OOS,1873.6876486112635,1780.0,1808.11,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,10.57,15.1,0.0,0.0
455,EUREKAFORB,2025-10-14,BEAR,IS,1330.1721504530715,1263.66,1283.62,-0.2739,-0.3913,-0.1174,TIMEOUT,TIMEOUT,0.51,0.73,0.52,0.74
456,EUREKAFORB,2025-11-19,SIDEWAYS,IS,1414.052336730436,1343.35,1364.56,1.2862,1.75,0.4638,TIMEOUT,FULL_TARGET,2.15,2.81,0.0,0.0
457,EUREKAFORB,2025-11-25,SIDEWAYS,IS,1471.23677099766,1397.67,1419.74,0.7806,0.9009,0.1203,TIMEOUT,TIMEOUT,1.29,1.84,0.21,0.3
458,EUREKAFORB,2025-12-04,SIDEWAYS,IS,1561.2960843335293,1483.23,1506.65,-1.0,-1.407,-0.407,SL_HIT,SL_HIT,0.0,0.0,1.02,1.46
459,EXIDEIND,2026-06-24,BULL,IS,397.59466552734375,377.71,379.53,1.0433,1.098,0.0547,TIMEOUT,TIMEOUT,1.68,1.85,0.8,0.88
460,EXIDEIND,2026-07-17,BULL,IS,435.20001220703125,413.44,414.71,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,2.66,2.82,0.68,0.72
461,FACT,2026-05-01,BULL,IS,1642.596278640633,1560.47,1585.11,1.4635,1.75,0.2865,TIMEOUT,FULL_TARGET,2.06,2.66,0.0,0.0
462,FACT,2026-05-04,BULL,IS,1650.5527259269425,1568.03,1592.78,1.4571,1.75,0.2929,TIMEOUT,FULL_TARGET,1.97,2.51,0.0,0.0
463,FACT,2026-05-12,BULL,IS,1726.7653990482634,1640.43,1666.33,0.8277,0.5,-0.3277,TIMEOUT,BE_EXIT,1.38,1.13,0.08,0.0
464,FACT,2026-05-13,BULL,IS,1757.6722551053645,1669.79,1696.15,0.3938,0.7813,0.3875,TIMEOUT,TIMEOUT,1.0,1.43,0.43,0.61
465,FACT,2026-05-19,BULL,IS,1747.5358046894555,1660.16,1686.37,1.1939,1.4913,0.2974,TIMEOUT,TIMEOUT,1.49,2.13,0.05,0.07
466,FACT,2026-05-21,BULL,IS,1783.9100363751716,1694.71,1721.47,0.8803,1.0433,0.163,TIMEOUT,TIMEOUT,1.05,1.5,0.09,0.13
467,FACT,2026-08-14,OOS,OOS,2117.0793515524138,2011.23,2042.98,-12.665,-18.0916,-5.4266,SL_HIT,SL_HIT,0.2,0.29,12.72,18.16
468,FEDERALBNK,2025-09-04,BEAR,IS,2366.347382453,2248.03,2283.53,-0.2914,-0.4163,-0.1249,TIMEOUT,TIMEOUT,0.08,0.11,0.66,0.94
469,FEDFINA,2026-03-16,BEAR,IS,2101.954291841272,1996.86,2028.39,1.576,1.75,0.174,TIMEOUT,FULL_TARGET,2.42,3.0,0.0,0.0
470,FEDFINA,2026-05-20,BULL,IS,2459.6347259606973,2336.65,2373.55,0.5515,0.8939,0.3424,TIMEOUT,TIMEOUT,0.7,1.0,0.26,0.37
471,FEDFINA,2026-05-27,BULL,IS,2443.6551439818936,2321.47,2358.13,0.6902,0.993,0.3028,TIMEOUT,TIMEOUT,0.85,1.21,0.0,0.0
472,FEDFINA,2026-06-03,BULL,IS,2479.9974080046195,2356.0,2393.2,0.9175,1.0965,0.179,TIMEOUT,TIMEOUT,1.15,1.64,0.0,0.0
473,FIEMIND,2025-12-30,SIDEWAYS,IS,1654.1286970920878,1571.42,1596.23,-1.0449,-1.081,-0.0361,SL_HIT,SL_HIT,0.0,0.0,1.05,1.08
474,FINCABLES,2026-02-17,BEAR,IS,1701.1397797031184,1616.08,1641.6,0.2557,0.3654,0.1097,TIMEOUT,TIMEOUT,0.54,0.78,0.32,0.46
475,FINCABLES,2026-03-10,BEAR,IS,1722.8937951600346,1636.75,1662.59,-0.2207,-1.2554,-1.0347,TIMEOUT,SL_HIT,0.21,0.29,0.92,1.31
476,FINCABLES,2026-03-19,BEAR,IS,1701.0160763412164,1615.97,1641.48,0.5421,0.7744,0.2323,TIMEOUT,TIMEOUT,0.63,0.9,0.67,0.96
477,FORCEMOT,2025-12-29,SIDEWAYS,IS,18951.0,18003.45,17942.1,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,3.13,2.94,0.19,0.18
478,FORCEMOT,2025-12-31,SIDEWAYS,IS,20566.0,19537.7,19406.93,0.5,0.5,0.0,BE_EXIT,BE_EXIT,1.31,1.16,0.28,0.25
479,FORCEMOT,2026-02-16,BEAR,IS,24586.0,23356.7,22619.12,0.5,-1.0,-1.5,BE_EXIT,SL_HIT,1.52,0.95,0.64,1.72
480,FORCEMOT,2026-02-17,BEAR,IS,25776.0,24487.2,23713.92,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.52,0.33,1.53,1.19
481,GABRIEL,2026-07-15,BULL,IS,1354.5,1286.77,1267.29,0.5,0.5,0.0,BE_EXIT,BE_EXIT,2.44,1.9,0.48,0.37
482,GABRIEL,2026-07-16,BULL,IS,1363.199951171875,1295.04,1269.37,0.5,0.5,0.0,BE_EXIT,BE_EXIT,2.3,1.67,0.59,0.43
483,GABRIEL,2026-07-21,BULL,IS,1488.5,1414.08,1369.42,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.0,0.0,1.73,1.08
484,GALAPREC,2026-05-25,BULL,IS,876.0499877929688,832.25,805.97,0.5,0.5,0.0,BE_EXIT,BE_EXIT,2.3,1.43,0.39,0.24
485,GALAPREC,2026-05-26,BULL,IS,930.2000122070312,883.69,855.78,-1.0,1.2636,2.2636,SL_HIT,TIMEOUT,1.0,2.05,1.53,0.96
486,GALAPREC,2026-05-27,BULL,IS,944.3499755859375,897.13,868.8,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.68,0.43,1.09,1.13
487,GALAPREC,2026-06-15,BULL,IS,1034.050048828125,982.35,951.33,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,3.19,2.73,0.5,0.31
488,GALLANTT,2025-03-10,BULL,IS,1343.0400198440507,1275.89,1296.03,-1.2897,-1.0698,0.2199,SL_HIT,SL_HIT,0.16,0.24,1.29,1.26
489,GALLANTT,2025-03-13,BULL,IS,1348.005065319388,1280.6,1300.82,-1.0305,-1.0,0.0305,SL_HIT,SL_HIT,0.0,0.0,1.04,1.03
490,GALLANTT,2025-08-08,BEAR,IS,1426.6705420942303,1355.34,1376.74,0.1307,0.5,0.3693,TIMEOUT,BE_EXIT,0.93,1.33,0.24,0.35
491,GALLANTT,2025-08-25,BEAR,IS,1472.5424082596728,1398.92,1421.0,0.4464,0.6376,0.1912,TIMEOUT,TIMEOUT,0.45,0.65,0.64,0.91
492,GALLANTT,2025-09-01,BEAR,IS,1440.691436256401,1368.66,1390.27,1.184,1.4771,0.2931,TIMEOUT,TIMEOUT,1.51,2.16,0.02,0.02
493,GALLANTT,2025-09-09,BEAR,IS,1498.6074744022428,1423.68,1446.16,1.047,1.2815,0.2345,TIMEOUT,TIMEOUT,1.72,2.45,0.34,0.48
494,GALLANTT,2025-09-15,BEAR,IS,1505.4071102510734,1430.14,1452.72,1.0121,1.2316,0.2195,TIMEOUT,TIMEOUT,1.62,2.31,0.27,0.38
495,GALLANTT,2026-02-23,BEAR,IS,1997.133044143774,1897.28,1927.23,1.0642,1.3059,0.2417,TIMEOUT,TIMEOUT,1.27,1.82,0.3,0.43
496,GALLANTT,2026-03-23,BEAR,IS,2116.778333390422,2010.94,2042.69,0.1995,0.285,0.0855,TIMEOUT,TIMEOUT,0.66,0.95,0.43,0.62
497,GALLANTT,2026-05-11,BULL,IS,2305.0148827703515,2189.76,2224.34,0.4225,0.8018,0.3793,TIMEOUT,TIMEOUT,0.86,1.23,0.11,0.16
498,GALLANTT,2026-05-12,BULL,IS,2325.6047933636414,2209.32,2244.21,-0.0102,-0.0146,-0.0044,TIMEOUT,TIMEOUT,0.68,0.97,0.28,0.41
499,GALLANTT,2026-05-22,BULL,IS,2353.8691201771553,2236.18,2271.48,1.344,1.75,0.406,TIMEOUT,FULL_TARGET,2.13,2.5,0.38,0.54
500,GALLANTT,2026-06-10,BULL,IS,2550.4625654688944,2422.94,2461.2,1.0719,1.317,0.2451,TIMEOUT,TIMEOUT,1.59,2.27,0.03,0.04
501,GARUDA,2025-11-17,SIDEWAYS,IS,238.47999572753906,226.56,219.4,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.26,0.16,1.89,1.18
502,GESHIP,2026-03-04,BEAR,IS,1345.363525390625,1278.1,1272.05,0.5,0.5,0.0,BE_EXIT,BE_EXIT,1.23,1.13,0.33,0.3
503,GHCL,2026-07-01,BULL,IS,901.9594847200913,856.86,870.39,-0.715,-1.1348,-0.4198,TIMEOUT,SL_HIT,0.32,0.46,0.87,1.13
504,GIPCL,2026-08-26,OOS,OOS,201.47000122070312,191.4,188.29,0.5,-0.0129,-0.5129,BE_EXIT,TIMEOUT,1.02,0.78,0.54,0.42
505,GIPCL,2026-09-02,OOS,OOS,205.94000244140625,195.64,192.48,-0.4505,-0.3447,0.1058,TIMEOUT,TIMEOUT,0.56,0.43,0.75,0.58
506,GLAND,2026-06-24,BULL,IS,2326.199951171875,2209.89,2170.78,1.0971,0.9469,-0.1502,TIMEOUT,TIMEOUT,2.13,1.59,0.23,0.17
507,GLAND,2026-06-30,BULL,IS,2495.0,2370.25,2345.56,-0.101,-0.0843,0.0167,TIMEOUT,TIMEOUT,0.63,0.53,0.63,0.53
508,GLAND,2026-07-07,BULL,IS,2550.0,2422.5,2418.65,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.18,0.18,1.05,1.02
509,GLAND,2026-07-29,BULL,IS,2524.626708984375,2398.4,2379.49,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,3.67,3.2,0.4,0.35
510,GLAND,2026-08-06,OOS,OOS,2588.742431640625,2459.31,2451.93,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,3.09,2.92,0.29,0.28
511,GLAND,2026-08-10,OOS,OOS,2647.300048828125,2514.94,2509.8,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,2.58,2.85,0.0,0.0
512,GLAND,2026-08-11,OOS,OOS,2924.39990234375,2778.18,2762.19,-1.0,-0.3045,0.6955,SL_HIT,TIMEOUT,0.79,0.71,1.01,0.91
513,GLAND,2026-09-04,OOS,OOS,2932.39990234375,2785.78,2789.42,0.0989,0.1014,0.0025,TIMEOUT,TIMEOUT,0.75,0.77,0.21,0.21
514,GLAND,2026-09-09,OOS,OOS,3026.199951171875,2874.89,2868.98,-0.5241,-0.5044,0.0197,TIMEOUT,TIMEOUT,0.03,0.03,0.71,0.68
515,GLENMARK,2026-04-28,BULL,IS,2403.699951171875,2283.51,2286.92,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.58,0.6,1.33,1.37
516,GLENMARK,2026-05-05,BULL,IS,2417.89990234375,2297.0,2327.24,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.18,0.24,1.44,1.13
517,GMDCLTD,2025-11-07,SIDEWAYS,IS,600.2999877929688,570.28,560.19,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.59,0.44,1.46,1.09
518,GMRAIRPORT,2026-03-16,BEAR,IS,778.818228692271,739.88,751.56,-0.4062,-1.0138,-0.6076,TIMEOUT,SL_HIT,0.39,0.56,0.76,1.08
519,GNA,2026-07-14,BULL,IS,555.7000122070312,527.92,511.24,0.5,0.5,0.0,BE_EXIT,BE_EXIT,1.65,1.03,1.12,0.7
520,GNA,2026-07-16,BULL,IS,592.0,562.4,544.64,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.23,0.15,2.28,1.42
521,GNFC,2026-09-04,OOS,OOS,596.7000122070312,566.87,574.62,-1.0962,-1.481,-0.3848,SL_HIT,SL_HIT,0.3,0.41,1.35,1.82
522,GODREJIND,2026-04-06,BULL,IS,2187.7191076149875,2078.33,2111.15,0.6555,0.7222,0.0667,TIMEOUT,TIMEOUT,1.26,1.8,0.06,0.08
523,GOKEX,2025-03-19,BULL,IS,2072.2482505623307,1968.64,1999.72,-0.249,-0.3558,-0.1068,TIMEOUT,TIMEOUT,0.26,0.37,0.49,0.7
524,GOKEX,2025-03-24,BULL,IS,2094.889351652777,1990.14,2021.57,-0.5083,-1.0,-0.4917,TIMEOUT,SL_HIT,0.04,0.06,0.7,1.01
525,GOKEX,2026-07-03,BULL,IS,2903.6929393910123,2758.51,2802.06,-1.0613,-1.0047,0.0566,SL_HIT,SL_HIT,0.23,0.32,1.16,1.13
526,GOKEX,2026-07-09,BULL,IS,2930.2862311644753,2783.77,2827.73,-1.2332,-1.255,-0.0218,SL_HIT,SL_HIT,0.0,0.0,1.33,1.38
527,GOKULAGRO,2025-12-15,SIDEWAYS,IS,1699.7567660573013,1614.77,1640.27,-0.7659,-1.0012,-0.2353,TIMEOUT,SL_HIT,0.04,0.06,0.78,1.03
528,GOKULAGRO,2026-02-25,BEAR,IS,1855.4311076876374,1762.66,1790.49,-0.3772,-0.5389,-0.1617,TIMEOUT,TIMEOUT,0.28,0.4,0.52,0.74
529,GOLDIAM,2025-01-14,BULL,IS,513.7470092773438,488.06,472.65,0.5,0.5,0.0,BE_EXIT,BE_EXIT,1.89,1.18,0.27,0.17
530,GPPL,2025-12-09,SIDEWAYS,IS,188.88999938964844,179.45,178.4,0.5,0.5,0.0,BE_EXIT,BE_EXIT,1.15,1.04,0.75,0.67
531,GRANULES,2026-05-11,BULL,IS,755.5999755859375,717.82,714.81,0.8097,0.7868,-0.0229,TIMEOUT,TIMEOUT,1.29,1.19,0.91,0.84
532,GRANULES,2026-05-19,BULL,IS,766.4500122070312,728.13,724.84,-0.0365,-0.0336,0.0029,TIMEOUT,TIMEOUT,0.99,0.91,0.43,0.4
533,GRANULES,2026-05-27,BULL,IS,782.5999755859375,743.47,741.77,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.55,0.53,1.09,1.05
534,GRAPHITE,2025-08-08,BEAR,IS,711.0264833584937,675.48,686.14,0.53,0.8785,0.3485,TIMEOUT,TIMEOUT,0.78,1.11,0.16,0.24
535,GRAPHITE,2025-09-10,BEAR,IS,747.7360416106358,710.35,721.57,1.1814,0.4398,-0.7416,TIMEOUT,BE_EXIT,1.47,1.09,0.12,0.17
536,GRINDWELL,2026-06-25,BULL,IS,2207.05078125,2096.7,2068.72,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.14,0.11,1.5,1.2
537,GVT&D,2026-03-25,BEAR,IS,3763.39990234375,3575.23,3462.33,1.75,0.5,-1.25,FULL_TARGET,BE_EXIT,3.09,1.93,0.82,0.51
538,GVT&D,2026-05-05,BULL,IS,4578.89990234375,4349.95,4316.54,0.5,0.5,0.0,BE_EXIT,BE_EXIT,1.18,1.03,0.73,0.63
539,GVT&D,2026-05-07,BULL,IS,4768.2001953125,4529.79,4488.7,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.34,0.29,1.49,1.27
540,GVT&D,2026-05-27,BULL,IS,5097.7001953125,4842.82,4689.88,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.49,0.31,1.58,1.27
541,HAPPYFORGE,2025-12-02,SIDEWAYS,IS,1061.1326904296875,1008.08,1010.58,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.21,0.22,1.2,1.26
542,HAPPYFORGE,2025-12-23,SIDEWAYS,IS,1095.147216796875,1040.39,1037.56,0.5,0.5,0.0,BE_EXIT,BE_EXIT,1.74,1.66,0.47,0.45
543,HAPPYFORGE,2025-12-31,SIDEWAYS,IS,1146.21875,1088.91,1085.62,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.77,0.73,1.34,1.27
544,HAPPYFORGE,2026-02-20,BEAR,IS,1344.121337890625,1276.92,1236.59,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.33,0.21,1.13,1.08
545,HAPPYFORGE,2026-03-10,BEAR,IS,1307.8125,1242.42,1203.19,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.52,0.32,1.62,1.01
546,HAPPYFORGE,2026-03-17,BEAR,IS,1282.9749755859375,1218.83,1180.34,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.65,0.41,1.56,1.22
547,HAPPYFORGE,2026-08-04,OOS,OOS,1703.4000244140625,1618.23,1601.17,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,2.71,2.57,0.0,0.0
548,HAPPYFORGE,2026-08-05,OOS,OOS,1817.0,1726.15,1704.7,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,2.56,2.56,0.0,0.0
549,HAPPYFORGE,2026-08-10,OOS,OOS,1926.0,1829.7,1800.9,1.75,1.75,0.0,FULL_TARGET,FULL_TARGET,2.93,2.96,0.3,0.23
550,HAPPYFORGE,2026-08-12,OOS,OOS,2022.699951171875,1921.56,1882.83,1.75,0.959,-0.791,FULL_TARGET,TIMEOUT,2.71,2.27,0.36,0.26
551,HAPPYFORGE,2026-08-14,OOS,OOS,2089.60009765625,1985.12,1942.85,0.7943,0.7095,-0.0848,TIMEOUT,TIMEOUT,2.4,1.71,0.0,0.0
552,HAPPYFORGE,2026-08-17,OOS,OOS,2198.10009765625,2088.2,2050.51,0.2029,-0.3184,-0.5213,BE_EXIT,TIMEOUT,1.29,0.96,0.83,0.62
553,HAPPYFORGE,2026-08-19,OOS,OOS,2307.89990234375,2192.5,2143.83,-1.5173,-1.0672,0.4501,SL_HIT,SL_HIT,0.27,0.19,1.74,1.22
554,HBLENGINE,2025-10-27,BEAR,IS,989.8953247070312,940.4,928.26,1.75,0.5,-1.25,FULL_TARGET,BE_EXIT,2.61,2.1,0.69,0.56
555,HBLENGINE,2025-11-10,SIDEWAYS,IS,1095.9715576171875,1041.17,1027.93,-1.0,-1.0,0.0,SL_HIT,SL_HIT,0.17,0.13,2.02,1.62
556,HCG,2025-03-20,BULL,IS,1727.7820891581196,1641.39,1667.31,-0.3342,-0.4775,-0.1433,TIMEOUT,TIMEOUT,0.69,0.98,0.38,0.54
557,HCG,2025-03-26,BULL,IS,1779.4702973565602,1690.5,1717.19,-1.1483,-1.0,0.1483,SL_HIT,SL_HIT,0.09,0.12,1.19,1.07
558,HCG,2026-03-26,BEAR,IS,1971.8423598011316,1873.25,1902.83,0.9173,-1.1186,-2.0359,TIMEOUT,SL_HIT,1.05,0.3,0.99,1.12
559,HCLTECH,2025-11-19,SIDEWAYS,IS,1603.2666015625,1523.1,1547.15,0.0409,-1.0,-1.0409,TIMEOUT,SL_HIT,0.39,0.1,0.84,1.03
560,HCLTECH,2025-12-05,SIDEWAYS,IS,1622.9385986328125,1541.79,1566.14,-0.6203,-0.8862,-0.2659,TIMEOUT,TIMEOUT,0.15,0.21,0.68,0.98
561,HDBFS,2025-05-09,BULL,IS,1724.3236103703227,1638.11,1663.97,0.7901,0.9143,0.1242,TIMEOUT,TIMEOUT,1.04,1.49,0.0,0.0
562,HDBFS,2025-05-20,BULL,IS,1782.9418070603044,1693.79,1720.54,-1.0,-1.2924,-0.2924,SL_HIT,SL_HIT,0.35,0.5,1.0,1.43
563,HDBFS,2026-04-14,BULL,IS,2697.5344802915142,2562.66,2603.12,0.1799,0.6285,0.4486,TIMEOUT,TIMEOUT,0.89,1.27,0.5,0.72
564,HEMIPROP,2025-06-09,BULL,IS,2077.396121185283,1973.53,2004.69,0.0721,0.1029,0.0308,TIMEOUT,TIMEOUT,0.64,0.91,0.42,0.6
565,HEMIPROP,2025-06-13,BULL,IS,2074.022624742188,1970.32,2001.43,-0.3352,-1.0,-0.6648,TIMEOUT,SL_HIT,0.67,0.96,0.81,1.16
566,HEMIPROP,2025-06-24,BULL,IS,2138.0645002787383,2031.16,2063.23,-1.1165,-1.0407,0.0758,SL_HIT,SL_HIT,0.0,0.0,1.12,1.14
567,HEMIPROP,2025-06-27,BULL,IS,2085.209407371466,1980.95,2012.23,-1.0765,-1.1422,-0.0657,SL_HIT,SL_HIT,0.13,0.18,1.08,1.31
568,HEMIPROP,2025-08-07,BEAR,IS,2147.468786721123,2040.1,2072.31,-0.1821,-1.0163,-0.8342,TIMEOUT,SL_HIT,0.33,0.0,0.8,1.14
569,HEMIPROP,2026-03-24,BEAR,IS,2970.4909892191936,2821.97,2866.52,-0.1092,-1.0,-0.8908,TIMEOUT,SL_HIT,0.41,0.58,0.75,1.06
570,HERITGFOOD,2026-03-02,BEAR,IS,1728.8021914433464,1642.36,1668.29,-0.0482,-1.0,-0.9518,TIMEOUT,SL_HIT,0.08,0.03,0.94,1.0
571,HERITGFOOD,2026-03-30,BEAR,IS,1849.5803018275499,1757.1,1784.84,0.6259,0.8941,0.2682,TIMEOUT,TIMEOUT,0.63,0.91,0.67,0.96
572,HINDALCO,2025-10-24,BEAR,IS,820.17138671875,779.16,791.47,-1.0,-0.1317,0.8683,SL_HIT,BE_EXIT,0.96,1.37,1.32,1.88
