symbol,pattern,detector_source,signal_date,year,period,regime,score,entry,stop,target,risk_pct,clv,rvol,upper_wick_pct,pass_rvol_hard,pass_clv_hard,pass_wick_hard,pass_score_hard,pass_hardened,outcome,r_multiple,holding_bars,pnl_pct,mfe,mae,exit_date,exit_price,exit_reason
EDELWEISS,UNDERCUT_AND_RALLY,EXTENDED_LIBRARY,2026-07-29,2026,OOS_2026,SIDEWAYS,75.0,116.1,111.78,122.59,3.72,0.81,1.52,0.19,True,True,True,True,True,WIN,1.5,6,5.59,1.93,0.56,2026-08-05,122.58670618190004,TARGET_1
EDELWEISS,DOUBLE_BOTTOM,TECHNICAL_SCANNER,2026-08-13,2026,OOS_2026,BULL,92.0,124.88,119.37,133.14,4.41,0.86,3.11,0.14,True,True,True,True,True,WIN,1.5,15,6.61,1.88,0.88,2026-09-02,133.14,TARGET_1
EDELWEISS,FLAT_BASE_BREAKOUT,EXTENDED_LIBRARY,2026-08-13,2026,OOS_2026,BULL,75.0,124.88,118.4,134.61,5.19,0.86,3.11,0.14,True,True,True,True,True,WIN,1.5,15,7.79,1.6,0.74,2026-09-02,134.60679774259995,TARGET_1
EDELWEISS,PULLBACK_EMA_BOUNCE,EXTENDED_LIBRARY,2026-08-13,2026,OOS_2026,BULL,75.0,124.88,120.56,131.36,3.46,0.86,3.11,0.14,True,True,True,True,True,LOSS,-1.0,2,-3.46,0.26,1.12,2026-08-16,120.55697481378154,STOP_LOSS
EDELWEISS,WYCKOFF_SPRING_TYPE_2,EXTENDED_LIBRARY,2026-08-13,2026,OOS_2026,BULL,75.0,124.88,120.56,131.36,3.46,0.86,3.11,0.14,True,True,True,True,True,LOSS,-1.0,2,-3.46,0.26,1.12,2026-08-16,120.55697481378154,STOP_LOSS
EDELWEISS,MULTI_MONTH_BASE_BREAKOUT,EXTENDED_LIBRARY,2026-09-03,2026,OOS_2026,BULL,75.0,134.76,127.01,146.38,5.75,0.94,2.52,0.06,True,True,True,True,True,LOSS,-0.3,6,-1.73,0.79,0.94,2026-09-10,132.42999267578125,TIMEOUT_20D
EDELWEISS,MULTI_MONTH_BASE_BREAKOUT,TECHNICAL_SCANNER,2026-09-03,2026,OOS_2026,BULL,96.0,134.76,128.72,143.82,4.48,0.94,2.52,0.06,True,True,True,True,True,LOSS,-1.0,3,-4.48,0.83,1.21,2026-09-07,128.72,STOP_LOSS
EICHERMOT,PULLBACK_EMA_BOUNCE,EXTENDED_LIBRARY,2025-10-28,2025,VAL_2025,BULL,75.0,7002.5,6882.98,7181.79,1.71,0.83,1.39,0.17,True,True,True,True,True,LOSS,-1.0,2,-1.71,0.04,1.12,2025-10-29,6882.976417821733,STOP_LOSS
EICHERMOT,UNDERCUT_AND_RALLY,EXTENDED_LIBRARY,2025-10-28,2025,VAL_2025,BULL,75.0,7002.5,6882.98,7181.79,1.71,0.83,1.39,0.17,True,True,True,True,True,LOSS,-1.0,2,-1.71,0.04,1.12,2025-10-29,6882.976417821733,STOP_LOSS
EICHERMOT,DOUBLE_BOTTOM_SHAKEOUT,EXTENDED_LIBRARY,2025-11-17,2025,VAL_2025,BEAR,75.0,6799.0,6663.17,7002.74,2.0,0.93,1.78,0.07,True,True,True,True,True,WIN,1.5,3,3.0,2.5,0.33,2025-11-19,7002.742925223146,TARGET_1
EICHERMOT,UNDERCUT_AND_RALLY,EXTENDED_LIBRARY,2025-11-17,2025,VAL_2025,BEAR,75.0,6799.0,6663.17,7002.74,2.0,0.93,1.78,0.07,True,True,True,True,True,WIN,1.5,3,3.0,2.5,0.33,2025-11-19,7002.742925223146,TARGET_1
EICHERMOT,FLAT_BASE_BREAKOUT,EXTENDED_LIBRARY,2025-11-20,2025,VAL_2025,SIDEWAYS,75.0,7125.5,6911.11,7447.08,3.01,0.95,1.73,0.05,True,True,True,True,True,LOSS,-0.09,20,-0.27,0.95,0.79,2025-12-17,7106.5,TIMEOUT_20D
EICHERMOT,MULTI_MONTH_BASE_BREAKOUT,EXTENDED_LIBRARY,2025-11-20,2025,VAL_2025,SIDEWAYS,75.0,7125.5,6911.11,7447.08,3.01,0.95,1.73,0.05,True,True,True,True,True,LOSS,-0.09,20,-0.27,0.95,0.79,2025-12-17,7106.5,TIMEOUT_20D
EICHERMOT,MULTI_MONTH_BASE_BREAKOUT,TECHNICAL_SCANNER,2025-11-20,2025,VAL_2025,SIDEWAYS,91.0,7125.5,6908.82,7450.52,3.04,0.95,1.73,0.05,True,True,True,True,True,LOSS,-0.09,20,-0.27,0.94,0.78,2025-12-17,7106.5,TIMEOUT_20D
EICHERMOT,PULLBACK_EMA_BOUNCE,EXTENDED_LIBRARY,2025-11-20,2025,VAL_2025,SIDEWAYS,75.0,7125.5,6982.58,7339.89,2.01,0.95,1.73,0.05,True,True,True,True,True,LOSS,-1.0,5,-2.01,1.11,1.01,2025-11-26,6982.576358912718,STOP_LOSS
EICHERMOT,DOUBLE_BOTTOM_SHAKEOUT,EXTENDED_LIBRARY,2026-02-03,2026,OOS_2026,SIDEWAYS,75.0,7215.0,7028.36,7494.96,2.59,0.79,1.62,0.21,True,True,True,True,True,WIN,1.5,6,3.88,3.16,0.81,2026-02-10,7494.95999566945,TARGET_1
EICHERMOT,BULL_FLAG,TECHNICAL_SCANNER,2026-02-11,2026,OOS_2026,BULL,91.0,7771.0,7304.74,8470.39,6.0,0.89,4.55,0.11,True,True,True,True,True,LOSS,-1.0,17,-6.0,0.98,1.15,2026-03-08,7304.74,STOP_LOSS
EICHERMOT,FLAT_BASE_BREAKOUT,EXTENDED_LIBRARY,2026-02-11,2026,OOS_2026,BULL,75.0,7771.0,7478.96,8209.06,3.76,0.89,4.55,0.11,True,True,True,True,True,WIN,1.5,11,5.64,1.55,0.04,2026-02-25,8209.055081678458,TARGET_1
EICHERMOT,MULTI_MONTH_BASE_BREAKOUT,EXTENDED_LIBRARY,2026-02-11,2026,OOS_2026,BULL,75.0,7771.0,7478.96,8209.06,3.76,0.89,4.55,0.11,True,True,True,True,True,WIN,1.5,11,5.64,1.55,0.04,2026-02-25,8209.055081678458,TARGET_1
EICHERMOT,WYCKOFF_SPRING_TYPE_2,EXTENDED_LIBRARY,2026-02-13,2026,OOS_2026,BULL,75.0,8065.0,7866.73,8362.41,2.46,0.77,1.65,0.23,True,True,True,True,True,LOSS,-1.0,8,-2.46,0.38,1.48,2026-02-24,7866.725490241135,STOP_LOSS
EICHERMOT,DOUBLE_BOTTOM_SHAKEOUT,EXTENDED_LIBRARY,2026-03-16,2026,OOS_2026,BEAR,75.0,6827.5,6592.4,7180.16,3.44,0.84,1.59,0.16,True,True,True,True,True,LOSS,-1.0,9,-3.44,1.04,1.09,2026-03-29,6592.396244875347,STOP_LOSS
EICHERMOT,CUP_AND_HANDLE,EXTENDED_LIBRARY,2026-05-25,2026,OOS_2026,BULL,75.0,7414.0,7219.72,7705.43,2.62,0.92,2.79,0.08,True,True,True,True,True,LOSS,-1.0,4,-2.62,0.14,1.45,2026-05-28,7219.716586493853,STOP_LOSS
EICHERMOT,DOUBLE_BOTTOM,TECHNICAL_SCANNER,2026-05-25,2026,OOS_2026,BULL,93.0,7414.0,6969.16,8081.26,6.0,0.92,2.79,0.08,True,True,True,True,True,LOSS,-1.0,6,-6.0,0.06,1.04,2026-06-01,6969.16,STOP_LOSS
EICHERMOT,PULLBACK_EMA_BOUNCE,EXTENDED_LIBRARY,2026-05-25,2026,OOS_2026,BULL,75.0,7414.0,7219.72,7705.43,2.62,0.92,2.79,0.08,True,True,True,True,True,LOSS,-1.0,4,-2.62,0.14,1.45,2026-05-28,7219.716586493853,STOP_LOSS
EICHERMOT,VCP_CONTRACTION,EXTENDED_LIBRARY,2026-05-25,2026,OOS_2026,BULL,75.0,7414.0,7219.72,7705.43,2.62,0.92,2.79,0.08,True,True,True,True,True,LOSS,-1.0,4,-2.62,0.14,1.45,2026-05-28,7219.716586493853,STOP_LOSS
EICHERMOT,ASCENDING_TRIANGLE,EXTENDED_LIBRARY,2026-06-15,2026,OOS_2026,BULL,75.0,7624.5,7442.41,7897.63,2.39,0.95,1.48,0.05,True,True,True,True,True,LOSS,-1.0,10,-2.39,0.71,1.37,2026-06-28,7442.411354371226,STOP_LOSS
EICHERMOT,FLAT_BASE_BREAKOUT,EXTENDED_LIBRARY,2026-06-15,2026,OOS_2026,BULL,75.0,7624.5,7351.37,8034.2,3.58,0.95,1.48,0.05,True,True,True,True,True,LOSS,-1.0,11,-3.58,0.47,2.5,2026-06-29,7351.367031556838,STOP_LOSS
EICHERMOT,INVERSE_HEAD_AND_SHOULDERS,EXTENDED_LIBRARY,2026-06-15,2026,OOS_2026,BULL,75.0,7624.5,7442.41,7897.63,2.39,0.95,1.48,0.05,True,True,True,True,True,LOSS,-1.0,10,-2.39,0.71,1.37,2026-06-28,7442.411354371226,STOP_LOSS
EICHERMOT,MULTI_MONTH_BASE_BREAKOUT,TECHNICAL_SCANNER,2026-06-15,2026,OOS_2026,BULL,89.0,7624.5,7247.35,8190.22,4.95,0.95,1.48,0.05,True,True,True,True,True,LOSS,-1.0,11,-4.95,0.34,1.81,2026-06-29,7247.35,STOP_LOSS
EICHERMOT,ASCENDING_TRIANGLE,EXTENDED_LIBRARY,2026-07-30,2026,OOS_2026,BULL,75.0,7830.5,7667.99,8074.27,2.08,0.91,2.68,0.09,True,True,True,True,True,WIN,1.5,8,3.11,1.72,0.22,2026-08-10,8074.2657484237525,TARGET_1
EICHERMOT,DOUBLE_BOTTOM,TECHNICAL_SCANNER,2026-07-30,2026,OOS_2026,BULL,94.0,7830.5,7443.84,8410.49,4.94,0.91,2.68,0.09,True,True,True,True,True,WIN,0.7,20,3.45,0.87,0.09,2026-08-26,8101.0,TIMEOUT_20D
EIDPARRY,FLAT_BASE_BREAKOUT,EXTENDED_LIBRARY,2025-04-08,2025,VAL_2025,SIDEWAYS,75.0,1862.38,1827.12,1915.26,1.89,0.89,1.68,0.11,True,True,True,True,True,LOSS,-1.0,12,-1.89,0.74,1.59,2025-04-24,1827.1242308373498,STOP_LOSS
EIDPARRY,WYCKOFF_SPRING_TYPE_2,EXTENDED_LIBRARY,2025-04-08,2025,VAL_2025,SIDEWAYS,75.0,1862.38,1838.88,1897.63,1.26,0.89,1.68,0.11,True,True,True,True,True,LOSS,-1.0,10,-1.26,1.11,1.48,2025-04-22,1838.875353127371,STOP_LOSS
EIDPARRY,PULLBACK_EMA_BOUNCE,EXTENDED_LIBRARY,2025-05-06,2025,VAL_2025,BULL,75.0,1851.37,1828.67,1885.41,1.23,0.79,1.85,0.21,True,True,True,True,True,LOSS,-1.0,1,-1.23,0.0,1.65,2025-05-07,1828.6739978963806,STOP_LOSS
EIDPARRY,UNDERCUT_AND_RALLY,EXTENDED_LIBRARY,2025-05-20,2025,VAL_2025,BEAR,75.0,1712.96,1687.61,1750.97,1.48,0.79,1.78,0.21,True,True,True,True,True,WIN,1.5,5,2.22,2.15,0.0,2025-05-27,1750.9736576226983,TARGET_1
EIDPARRY,CUP_HANDLE,TECHNICAL_SCANNER,2025-07-02,2025,VAL_2025,SIDEWAYS,82.0,1779.29,1736.55,1843.4,2.4,0.77,1.94,0.23,True,True,True,True,True,WIN,1.5,7,3.6,1.69,0.08,2025-07-11,1843.4,TARGET_1
EIDPARRY,CUP_HANDLE,TECHNICAL_SCANNER,2025-07-18,2025,VAL_2025,BULL,91.0,1843.48,1806.97,1898.23,1.98,0.86,1.54,0.14,True,True,True,True,True,LOSS,-1.0,2,-1.98,0.0,1.33,2025-07-22,1806.97,STOP_LOSS
EIDPARRY,FALLING_WEDGE_REVERSAL,EXTENDED_LIBRARY,2025-07-18,2025,VAL_2025,BULL,75.0,1843.48,1820.34,1878.18,1.25,0.86,1.54,0.14,True,True,True,True,True,LOSS,-1.0,2,-1.25,0.0,2.1,2025-07-22,1820.3424992592254,STOP_LOSS
EIDPARRY,PULLBACK_EMA_BOUNCE,EXTENDED_LIBRARY,2025-07-23,2025,VAL_2025,BULL,75.0,1817.95,1794.51,1853.1,1.29,0.95,1.64,0.05,True,True,True,True,True,WIN,1.5,2,1.93,1.7,0.32,2025-07-25,1853.1012934913535,TARGET_1
EIDPARRY,DOUBLE_BOTTOM,TECHNICAL_SCANNER,2025-08-14,2025,VAL_2025,BULL,82.0,1907.64,1820.66,2038.12,4.56,0.79,1.41,0.21,True,True,True,True,True,LOSS,-1.0,6,-4.56,0.0,1.1,2025-08-22,1820.66,STOP_LOSS
EIDPARRY,BULL_FLAG,EXTENDED_LIBRARY,2025-09-19,2025,VAL_2025,BULL,75.0,2039.45,2010.66,2082.63,1.41,0.88,1.51,0.12,True,True,True,True,True,WIN,1.5,8,2.12,2.01,0.48,2025-10-01,2082.627682653437,TARGET_1
EIDPARRY,MULTI_MONTH_BASE_BREAKOUT,TECHNICAL_SCANNER,2025-09-19,2025,VAL_2025,BULL,94.0,2039.45,1956.89,2163.28,4.05,0.88,1.51,0.12,True,True,True,True,True,WIN,1.5,16,6.07,1.54,0.17,2025-10-13,2163.28,TARGET_1
EIDPARRY,WYCKOFF_SPRING_TYPE_2,EXTENDED_LIBRARY,2025-09-19,2025,VAL_2025,BULL,75.0,2039.45,2010.66,2082.63,1.41,0.88,1.51,0.12,True,True,True,True,True,WIN,1.5,8,2.12,2.01,0.48,2025-10-01,2082.627682653437,TARGET_1
EIDPARRY,PULLBACK_EMA_BOUNCE,EXTENDED_LIBRARY,2025-11-20,2025,VAL_2025,SIDEWAYS,75.0,2201.74,2170.23,2249.01,1.43,0.86,1.51,0.14,True,True,True,True,True,WIN,1.5,2,2.15,2.47,0.0,2025-11-24,2249.0128142801027,TARGET_1
EIDPARRY,CUP_HANDLE,TECHNICAL_SCANNER,2025-11-27,2025,VAL_2025,BULL,86.0,2301.41,2224.19,2417.25,3.36,1.0,1.43,0.0,True,True,True,True,True,WIN,0.13,20,0.43,0.82,0.43,2025-12-25,2311.248796758195,TIMEOUT_20D
EIDPARRY,FLAT_BASE_BREAKOUT,EXTENDED_LIBRARY,2026-02-18,2026,OOS_2026,BULL,75.0,2456.68,2405.61,2533.29,2.08,0.78,1.68,0.22,True,True,True,True,True,WIN,1.5,2,3.12,2.34,0.0,2026-02-20,2533.286478413139,TARGET_1
EIDPARRY,MULTI_MONTH_BASE_BREAKOUT,EXTENDED_LIBRARY,2026-02-18,2026,OOS_2026,BULL,75.0,2456.68,2405.61,2533.29,2.08,0.78,1.68,0.22,True,True,True,True,True,WIN,1.5,2,3.12,2.34,0.0,2026-02-20,2533.286478413139,TARGET_1
EIDPARRY,MULTI_MONTH_BASE_BREAKOUT,TECHNICAL_SCANNER,2026-02-18,2026,OOS_2026,BULL,93.0,2456.68,2382.29,2568.26,3.03,0.78,1.68,0.22,True,True,True,True,True,WIN,1.5,2,4.54,1.61,0.0,2026-02-20,2568.26,TARGET_1
EIDPARRY,BULL_FLAG,EXTENDED_LIBRARY,2026-03-17,2026,OOS_2026,BULL,75.0,2723.96,2688.4,2777.3,1.31,0.87,1.5,0.13,True,True,True,True,True,WIN,1.5,1,1.96,2.1,0.0,2026-03-18,2777.296490123153,TARGET_1
EIDPARRY,BULL_FLAG,EXTENDED_LIBRARY,2026-05-04,2026,OOS_2026,BULL,75.0,3479.86,3428.63,3556.7,1.47,0.78,1.39,0.22,True,True,True,True,True,LOSS,-1.0,11,-1.47,1.05,1.17,2026-05-19,3428.6303449009997,STOP_LOSS
EIDPARRY,BULL_FLAG,EXTENDED_LIBRARY,2026-07-08,2026,OOS_2026,BULL,75.0,3906.57,3855.81,3982.7,1.3,0.98,1.77,0.02,True,True,True,True,True,WIN,1.5,5,1.95,1.64,0.0,2026-07-15,3982.7041053599187,TARGET_1
EIEL,DOUBLE_BOTTOM_SHAKEOUT,EXTENDED_LIBRARY,2025-02-24,2025,VAL_2025,BEAR,75.0,1064.0,1048.45,1087.33,1.46,0.81,1.4,0.19,True,True,True,True,True,WIN,1.5,3,2.19,1.79,0.0,2025-02-27,1087.3261110099907,TARGET_1
EIEL,BULL_FLAG,EXTENDED_LIBRARY,2025-03-12,2025,VAL_2025,BULL,75.0,1183.09,1164.58,1210.85,1.56,0.78,1.67,0.22,True,True,True,True,True,LOSS,-1.0,4,-1.56,0.44,1.04,2025-03-18,1164.582600866528,STOP_LOSS
EIEL,CUP_HANDLE,TECHNICAL_SCANNER,2025-03-12,2025,VAL_2025,BULL,85.0,1183.09,1141.0,1246.22,3.56,0.78,1.67,0.22,True,True,True,True,True,WIN,1.5,12,5.34,1.67,0.46,2025-03-28,1246.22,TARGET_1
EIEL,BULL_FLAG,EXTENDED_LIBRARY,2025-03-24,2025,VAL_2025,BULL,75.0,1199.09,1181.34,1225.71,1.48,0.78,1.39,0.22,True,True,True,True,True,WIN,1.5,2,2.22,1.69,0.0,2025-03-26,1225.708997156821,TARGET_1
EIEL,CUP_HANDLE,TECHNICAL_SCANNER,2025-05-19,2025,VAL_2025,BULL,83.0,1239.9,1212.63,1280.8,2.2,0.82,1.54,0.18,True,True,True,True,True,WIN,1.5,4,3.3,2.1,0.0,2025-05-23,1280.8,TARGET_1
EIEL,PULLBACK_EMA_BOUNCE,EXTENDED_LIBRARY,2025-05-19,2025,VAL_2025,BULL,75.0,1239.9,1222.87,1265.44,1.37,0.82,1.54,0.18,True,True,True,True,True,WIN,1.5,2,2.06,1.61,0.0,2025-05-21,1265.4353279406748,TARGET_1
EIEL,CUP_HANDLE,TECHNICAL_SCANNER,2025-07-18,2025,VAL_2025,BEAR,80.0,1294.59,1260.81,1345.25,2.61,0.76,1.37,0.24,True,True,True,True,True,LOSS,-1.0,2,-2.61,0.0,1.02,2025-07-22,1260.81,STOP_LOSS
EIEL,UNDERCUT_AND_RALLY,EXTENDED_LIBRARY,2025-08-04,2025,VAL_2025,BEAR,75.0,1221.68,1203.95,1248.29,1.45,0.77,1.54,0.23,True,True,True,True,True,LOSS,-1.0,2,-1.45,0.0,3.13,2025-08-06,1203.9466172371863,STOP_LOSS
EIEL,DOUBLE_BOTTOM_SHAKEOUT,EXTENDED_LIBRARY,2025-10-17,2025,VAL_2025,BEAR,75.0,1201.74,1184.05,1228.26,1.47,0.78,1.84,0.22,True,True,True,True,True,LOSS,-1.0,2,-1.47,0.24,1.65,2025-10-21,1184.052669549146,STOP_LOSS
EIEL,UNDERCUT_AND_RALLY,EXTENDED_LIBRARY,2025-10-17,2025,VAL_2025,BEAR,75.0,1201.74,1184.05,1228.26,1.47,0.78,1.84,0.22,True,True,True,True,True,LOSS,-1.0,2,-1.47,0.24,1.65,2025-10-21,1184.052669549146,STOP_LOSS
EIEL,WYCKOFF_SPRING_TYPE_2,EXTENDED_LIBRARY,2025-10-30,2025,VAL_2025,SIDEWAYS,75.0,1212.78,1195.96,1238.01,1.39,0.79,1.84,0.21,True,True,True,True,True,LOSS,-1.0,3,-1.39,0.76,1.39,2025-11-04,1195.9584796269385,STOP_LOSS
EIEL,WYCKOFF_SPRING_TYPE_2,TECHNICAL_SCANNER,2025-10-30,2025,VAL_2025,SIDEWAYS,87.0,1212.78,1148.1,1309.8,5.33,0.79,1.84,0.21,True,True,True,True,True,WIN,1.5,16,8.0,1.62,0.37,2025-11-21,1309.8,TARGET_1
EIEL,V_REVERSAL,TECHNICAL_SCANNER,2025-11-05,2025,VAL_2025,BEAR,85.0,1198.49,1143.75,1280.61,4.57,0.85,1.58,0.15,True,True,True,True,True,WIN,1.5,8,6.85,1.58,0.14,2025-11-17,1280.61,TARGET_1
EIEL,CUP_HANDLE,TECHNICAL_SCANNER,2025-11-26,2025,VAL_2025,BULL,90.0,1306.02,1286.38,1335.48,1.5,0.86,1.36,0.14,True,True,True,True,True,LOSS,-1.0,1,-1.5,0.0,1.12,2025-11-27,1286.38,STOP_LOSS
EIEL,INVERSE_HEAD_AND_SHOULDERS,EXTENDED_LIBRARY,2026-01-16,2026,OOS_2026,BULL,75.0,1305.46,1283.19,1338.87,1.71,0.97,1.54,0.03,True,True,True,True,True,LOSS,-1.0,2,-1.71,0.19,1.53,2026-01-20,1283.1881045833197,STOP_LOSS
EIEL,PULLBACK_EMA_BOUNCE,EXTENDED_LIBRARY,2026-02-03,2026,OOS_2026,BULL,75.0,1296.36,1277.86,1324.12,1.43,0.8,1.58,0.2,True,True,True,True,True,LOSS,-1.0,3,-1.43,1.17,1.61,2026-02-06,1277.8557482586205,STOP_LOSS
EIEL,PULLBACK_EMA_BOUNCE,EXTENDED_LIBRARY,2026-04-08,2026,OOS_2026,BULL,75.0,1445.34,1425.52,1475.06,1.37,0.78,2.07,0.22,True,True,True,True,True,WIN,1.5,1,2.06,1.9,0.0,2026-04-09,1475.0645179320202,TARGET_1
EIEL,UNDERCUT_AND_RALLY,EXTENDED_LIBRARY,2026-06-19,2026,OOS_2026,BULL,75.0,1610.16,1587.64,1643.95,1.4,0.75,1.81,0.25,True,True,True,True,True,WIN,1.5,1,2.1,2.02,0.0,2026-06-22,1643.9530380564108,TARGET_1
EIHOTEL,SHAKEOUT_RECLAIM,TECHNICAL_SCANNER,2025-12-19,2025,VAL_2025,BEAR,95.0,365.19,354.6,381.08,2.9,0.86,4.75,0.14,True,True,True,True,True,LOSS,-1.0,11,-2.9,0.39,1.33,2026-01-05,354.6,STOP_LOSS
EIHOTEL,BULL_FLAG,EXTENDED_LIBRARY,2026-07-06,2026,OOS_2026,BULL,75.0,332.89,324.64,345.27,2.48,0.93,1.42,0.07,True,True,True,True,True,LOSS,-1.0,2,-2.48,0.45,1.71,2026-07-07,324.6360968286653,STOP_LOSS
EIHOTEL,BULL_FLAG,TECHNICAL_SCANNER,2026-07-06,2026,OOS_2026,BULL,86.0,332.89,316.96,356.78,4.79,0.93,1.42,0.07,True,True,True,True,True,LOSS,-1.0,14,-4.79,1.15,1.09,2026-07-23,316.96,STOP_LOSS
EIHOTEL,CUP_AND_HANDLE,EXTENDED_LIBRARY,2026-07-06,2026,OOS_2026,BULL,75.0,332.89,324.64,345.27,2.48,0.93,1.42,0.07,True,True,True,True,True,LOSS,-1.0,2,-2.48,0.45,1.71,2026-07-07,324.6360968286653,STOP_LOSS
EIHOTEL,INVERSE_HEAD_AND_SHOULDERS,EXTENDED_LIBRARY,2026-07-06,2026,OOS_2026,BULL,75.0,332.89,324.64,345.27,2.48,0.93,1.42,0.07,True,True,True,True,True,LOSS,-1.0,2,-2.48,0.45,1.71,2026-07-07,324.6360968286653,STOP_LOSS
ELECON,FLAT_BASE_BREAKOUT,EXTENDED_LIBRARY,2026-01-07,2026,OOS_2026,SIDEWAYS,75.0,516.38,489.32,556.97,5.24,0.85,12.79,0.15,True,True,True,True,True,LOSS,-1.0,2,-5.24,0.57,3.79,2026-01-08,489.3155256360204,STOP_LOSS
ELECON,PULLBACK_EMA_BOUNCE,EXTENDED_LIBRARY,2026-01-07,2026,OOS_2026,SIDEWAYS,75.0,516.38,498.34,543.44,3.49,0.85,12.79,0.15,True,True,True,True,True,LOSS,-1.0,1,-3.49,0.85,1.14,2026-01-07,498.3367135425032,STOP_LOSS
ELECON,SHAKEOUT_RECLAIM,TECHNICAL_SCANNER,2026-01-07,2026,OOS_2026,SIDEWAYS,94.0,516.38,485.4,562.85,6.0,0.85,12.79,0.15,True,True,True,True,True,LOSS,-1.0,2,-6.0,0.49,3.31,2026-01-08,485.4,STOP_LOSS
ELECON,BULL_FLAG,TECHNICAL_SCANNER,2026-02-09,2026,OOS_2026,SIDEWAYS,90.0,478.69,449.97,521.76,6.0,0.77,2.59,0.23,True,True,True,True,True,LOSS,-1.0,3,-6.0,0.48,1.3,2026-02-11,449.97,STOP_LOSS
ELECON,FALLING_WEDGE_REVERSAL,EXTENDED_LIBRARY,2026-02-09,2026,OOS_2026,SIDEWAYS,75.0,478.69,455.84,512.96,4.77,0.77,2.59,0.23,True,True,True,True,True,LOSS,-1.0,2,-4.77,0.61,1.18,2026-02-10,455.83561489503984,STOP_LOSS
ELECON,PULLBACK_EMA_BOUNCE,EXTENDED_LIBRARY,2026-02-09,2026,OOS_2026,SIDEWAYS,75.0,478.69,455.84,512.96,4.77,0.77,2.59,0.23,True,True,True,True,True,LOSS,-1.0,2,-4.77,0.61,1.18,2026-02-10,455.83561489503984,STOP_LOSS
ELECON,FALLING_WEDGE_REVERSAL,EXTENDED_LIBRARY,2026-04-08,2026,OOS_2026,SIDEWAYS,75.0,418.41,398.51,448.26,4.76,0.77,1.56,0.23,True,True,True,True,True,WIN,1.5,8,7.13,3.18,0.96,2026-04-20,448.2577287698173,TARGET_1
ELECON,PULLBACK_EMA_BOUNCE,EXTENDED_LIBRARY,2026-04-08,2026,OOS_2026,SIDEWAYS,75.0,418.41,398.51,448.26,4.76,0.77,1.56,0.23,True,True,True,True,True,WIN,1.5,8,7.13,3.18,0.96,2026-04-20,448.2577287698173,TARGET_1
ELECON,WYCKOFF_SPRING_TYPE_2,EXTENDED_LIBRARY,2026-04-08,2026,OOS_2026,SIDEWAYS,75.0,418.41,398.51,448.26,4.76,0.77,1.56,0.23,True,True,True,True,True,WIN,1.5,8,7.13,3.18,0.96,2026-04-20,448.2577287698173,TARGET_1
ELECON,WYCKOFF_SPRING_TYPE_2,TECHNICAL_SCANNER,2026-04-08,2026,OOS_2026,SIDEWAYS,88.0,418.41,393.3,456.07,6.0,0.77,1.56,0.23,True,True,True,True,True,WIN,1.5,8,9.0,2.52,0.76,2026-04-20,456.07,TARGET_1
ELECON,PULLBACK_EMA_BOUNCE,EXTENDED_LIBRARY,2026-04-20,2026,OOS_2026,SIDEWAYS,75.0,434.31,413.92,464.9,4.7,0.82,2.15,0.18,True,True,True,True,True,WIN,1.5,1,7.04,2.32,0.0,2026-04-20,464.8999988737896,TARGET_1
ELECON,WYCKOFF_SPRING_TYPE_2,EXTENDED_LIBRARY,2026-04-20,2026,OOS_2026,SIDEWAYS,75.0,434.31,413.92,464.9,4.7,0.82,2.15,0.18,True,True,True,True,True,WIN,1.5,1,7.04,2.32,0.0,2026-04-20,464.8999988737896,TARGET_1
ELECON,WYCKOFF_SPRING_TYPE_2,TECHNICAL_SCANNER,2026-04-20,2026,OOS_2026,SIDEWAYS,90.0,434.31,408.25,473.41,6.0,0.82,2.15,0.18,True,True,True,True,True,WIN,1.5,1,9.0,1.82,0.0,2026-04-20,473.41,TARGET_1
ELECON,PULLBACK_EMA_BOUNCE,EXTENDED_LIBRARY,2026-05-22,2026,OOS_2026,BULL,75.0,531.74,508.47,566.63,4.37,0.8,3.76,0.2,True,True,True,True,True,LOSS,-1.0,5,-4.37,0.72,1.15,2026-05-28,508.47379719387044,STOP_LOSS
ELECON,V_REVERSAL,TECHNICAL_SCANNER,2026-05-22,2026,OOS_2026,BULL,88.0,531.74,499.83,579.59,6.0,0.8,3.76,0.2,True,True,True,True,True,LOSS,-1.0,6,-6.0,0.52,1.01,2026-05-31,499.83,STOP_LOSS
ELECON,ASCENDING_TRIANGLE,EXTENDED_LIBRARY,2026-06-15,2026,OOS_2026,BULL,75.0,560.35,537.8,594.17,4.02,0.88,1.96,0.12,True,True,True,True,True,LOSS,-1.0,3,-4.02,0.69,1.21,2026-06-17,537.8044213714123,STOP_LOSS
ELECON,SHAKEOUT_RECLAIM,TECHNICAL_SCANNER,2026-08-20,2026,OOS_2026,SIDEWAYS,91.0,451.7,424.6,492.35,6.0,0.8,1.85,0.2,True,True,True,True,True,LOSS,-1.0,4,-6.0,0.27,1.03,2026-08-25,424.6,STOP_LOSS
ELECON,VCP_CONTRACTION,EXTENDED_LIBRARY,2026-08-20,2026,OOS_2026,SIDEWAYS,75.0,451.7,435.84,475.49,3.51,0.8,1.85,0.2,True,True,True,True,True,LOSS,-1.0,3,-3.51,0.46,1.68,2026-08-24,435.83724210300636,STOP_LOSS
