DATE,SYMBOL,EOD_SCORE,5M_DATA_STATUS,FIRST_FAILED_GATE,FINAL_STATUS,MAX_5M_SCORE
2026-09-15,BERGEPAINT,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-15,DIXON,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-15,DLF,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-15,HAVELLS,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-15,HDFCAMC,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-15,HEROMOTOCO,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-15,HINDUNILVR,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-15,JINDALSTEL,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-15,SHRIRAMFIN,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-15,AUBANK,75.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-15,CHOLAFIN,75.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-15,FEDERALBNK,75.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-15,INDUSTOWER,75.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-15,PAGEIND,75.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-15,TATAPOWER,75.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-15,ALKEM,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-15,AMBUJACEM,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-15,ASHOKLEY,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-15,BAJAJFINSV,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-15,BATAINDIA,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-15,BPCL,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-15,BSOFT,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-15,CIPLA,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-15,CUMMINSIND,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-15,DEEPAKNTR,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-15,EICHERMOT,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-16,PFC,100.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-16,APOLLOTYRE,90.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-16,BANKBARODA,90.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-16,COFORGE,90.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-16,ITC,90.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-16,ACC,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-16,ASIANPAINT,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-16,ASTRAL,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-16,BAJFINANCE,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-16,BERGEPAINT,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-16,DIXON,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-16,DLF,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-16,HAVELLS,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-16,HDFCAMC,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-16,HEROMOTOCO,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-16,HINDUNILVR,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-16,JINDALSTEL,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-16,SHRIRAMFIN,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-16,AUBANK,75.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-16,CHOLAFIN,75.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-16,FEDERALBNK,75.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-16,INDUSTOWER,75.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-16,PAGEIND,75.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-16,TATAPOWER,75.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-16,ALKEM,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-16,AMBUJACEM,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-16,ASHOKLEY,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-16,BAJAJFINSV,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-16,BATAINDIA,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-16,BPCL,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-16,BSOFT,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-16,CIPLA,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-16,CUMMINSIND,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-16,DEEPAKNTR,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-16,EICHERMOT,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-17,PFC,100.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-17,APOLLOTYRE,90.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-17,BANKBARODA,90.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-17,COFORGE,90.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-17,ITC,90.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-17,ACC,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-17,ASIANPAINT,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-17,ASTRAL,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-17,BAJFINANCE,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-17,BERGEPAINT,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-17,DIXON,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-17,DLF,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-17,HAVELLS,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-17,HDFCAMC,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-17,HEROMOTOCO,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-17,HINDUNILVR,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-17,JINDALSTEL,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-17,SHRIRAMFIN,80.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-17,AUBANK,75.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-17,CHOLAFIN,75.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-17,FEDERALBNK,75.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-17,INDUSTOWER,75.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-17,PAGEIND,75.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-17,TATAPOWER,75.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-17,ALKEM,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-17,AMBUJACEM,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-17,ASHOKLEY,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-17,BAJAJFINSV,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-17,BATAINDIA,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-17,BPCL,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-17,BSOFT,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-17,CIPLA,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-17,CUMMINSIND,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-17,DEEPAKNTR,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
2026-09-17,EICHERMOT,70.0,INSUFFICIENT,DATA_INSUFFICIENT,NO_ALERT,0.0
