event_id,session_date,symbol,regime,rvol_5m,clv_5m,oi_change_5m,max_mfe,s1_r,s2_r,s3_r,s4_r,s5_r
EVT_SC_002558,2022-06-10,COALINDIA,BULL,4.54,0.903,1.16,2.54,0.0,1.016,0.0,1.85,0.0
EVT_SC_002559,2022-06-10,BRITANNIA,BULL,4.88,0.363,-2.33,3.1,2.325,0.0,0.0,0.0,0.0
EVT_SC_002560,2022-06-10,HAL,BULL,5.49,0.615,-0.36,4.53,0.0,0.0,0.0,0.0,0.0
EVT_SC_002561,2022-06-10,TATASTEEL,BULL,0.82,0.89,-1.65,0.83,0.0,0.0,0.0,0.0,0.0
EVT_SC_002562,2022-06-10,GODREJPROP,BULL,1.29,0.576,-0.53,0.68,-0.91,0.0,0.0,0.0,0.0
EVT_SC_002563,2022-06-10,HDFCBANK,BULL,4.28,0.288,0.21,0.85,0.0,0.0,0.0,0.0,0.0
EVT_SC_002564,2022-06-10,RELIANCE,BULL,3.51,0.883,-0.88,2.85,2.138,1.14,0.0,1.85,0.0
EVT_SC_002565,2022-06-10,TITAN,BULL,0.87,0.364,-1.93,1.67,0.0,0.0,0.0,0.0,0.0
EVT_SC_002566,2022-06-10,TRENT,BULL,2.41,0.208,-1.23,1.51,0.0,0.0,0.0,0.0,0.0
EVT_SC_002567,2022-06-10,DRREDDY,BULL,3.56,0.624,1.01,1.77,0.0,0.0,0.0,0.0,0.0
EVT_SC_002568,2022-06-10,COFORGE,BULL,2.89,0.47,-0.42,3.1,0.0,0.0,0.0,0.0,0.0
EVT_SC_002569,2022-06-10,SBIN,BULL,2.37,0.295,0.69,3.12,0.0,0.0,0.0,0.0,0.0
EVT_SC_002570,2022-06-10,ITC,BULL,5.32,0.576,-2.25,5.0,3.2,0.0,4.1,0.0,0.0
EVT_SC_002571,2022-06-10,ABB,BULL,4.83,0.693,0.43,3.92,0.0,3.082,0.0,0.0,0.0
EVT_SC_002572,2022-06-10,DLF,BULL,1.67,0.256,-1.85,0.47,0.141,0.0,0.0,0.0,0.0
EVT_SC_002573,2022-06-10,LTIM,BULL,1.75,0.278,-1.46,0.51,0.153,0.0,0.0,0.0,0.0
EVT_SC_002574,2022-06-10,SIEMENS,BULL,4.41,0.742,-1.25,0.71,0.213,0.284,0.0,0.0,0.0
EVT_SC_002575,2022-06-13,COALINDIA,BEAR,4.96,0.571,-1.09,2.69,2.018,0.0,0.0,0.0,0.0
EVT_SC_002576,2022-06-13,TCS,BEAR,2.63,0.861,-1.45,0.96,-0.95,0.0,0.0,0.0,0.0
EVT_SC_002577,2022-06-13,ABB,BEAR,5.28,0.257,-1.14,3.06,2.295,0.0,0.0,0.0,0.0
EVT_SC_002578,2022-06-13,HINDALCO,BEAR,1.93,0.591,-2.33,0.72,0.216,0.0,0.0,0.0,0.0
EVT_SC_002579,2022-06-13,JSWSTEEL,BEAR,3.11,0.81,-1.15,0.91,0.0,0.0,0.0,0.0,0.0
EVT_SC_002580,2022-06-13,HINDUNILVR,BEAR,2.95,0.525,-2.06,3.56,2.67,0.0,0.0,0.0,0.0
EVT_SC_002581,2022-06-13,TATAMOTORS,BEAR,3.41,0.598,-1.81,2.55,1.912,0.0,0.892,0.0,0.0
EVT_SC_002582,2022-06-13,BRITANNIA,BEAR,3.57,0.28,-0.87,1.61,-0.99,0.0,0.0,0.0,0.0
EVT_SC_002583,2022-06-13,DLF,BEAR,2.68,0.495,-1.96,1.68,0.0,0.0,0.0,0.0,0.0
EVT_SC_002584,2022-06-13,TECHM,BEAR,3.68,0.966,0.36,4.84,0.0,3.523,0.0,1.85,0.0
EVT_SC_002585,2022-06-13,MARUTI,BEAR,1.43,0.451,-1.18,1.03,-1.01,0.0,0.0,0.0,0.0
EVT_SC_002586,2022-06-13,PERSISTENT,BEAR,3.39,0.278,-0.61,4.35,3.2,0.0,0.0,0.0,0.0
EVT_SC_002587,2022-06-13,ADANIPORTS,BEAR,5.23,0.513,0.19,1.3,0.0,0.0,0.0,0.0,0.0
EVT_SC_002588,2022-06-13,POLYCAB,BEAR,1.44,0.907,-1.75,1.47,-0.93,0.0,0.0,0.0,0.0
EVT_SC_002589,2022-06-13,ICICIBANK,BEAR,3.75,0.463,-0.36,4.07,0.0,0.0,0.0,0.0,0.0
EVT_SC_002590,2022-06-13,DRREDDY,BEAR,3.21,0.559,-0.37,1.2,0.0,0.0,0.0,0.0,0.0
EVT_SC_002591,2022-06-14,VEDL,BULL,2.75,0.431,-2.38,3.13,2.348,0.0,0.0,0.0,0.0
EVT_SC_002592,2022-06-14,COFORGE,BULL,1.49,0.471,-2.28,1.45,-0.93,0.0,0.0,0.0,0.0
EVT_SC_002593,2022-06-14,RELIANCE,BULL,2.26,0.43,-0.89,1.63,0.0,0.0,0.0,0.0,0.0
EVT_SC_002594,2022-06-14,BHARTIARTL,BULL,2.54,0.342,-1.98,1.63,0.0,0.0,0.0,0.0,0.0
EVT_SC_002595,2022-06-14,POWERGRID,BULL,3.29,0.268,-1.12,0.42,0.0,0.0,0.0,0.0,0.0
EVT_SC_002596,2022-06-14,VBL,BULL,4.45,0.92,0.86,1.69,0.0,0.676,0.0,0.0,0.0
EVT_SC_002597,2022-06-14,ADANIENT,BULL,3.01,0.636,-0.5,1.11,-0.96,0.0,0.0,0.0,0.0
EVT_SC_002598,2022-06-14,TATASTEEL,BULL,5.43,0.786,0.67,4.85,0.0,3.528,0.0,1.85,0.0
EVT_SC_002599,2022-06-14,TECHM,BULL,3.13,0.797,-1.96,5.16,3.2,3.677,0.0,3.322,0.0
EVT_SC_002600,2022-06-14,CHOLAFIN,BULL,1.39,0.439,-1.32,1.38,-0.9,0.0,0.0,0.0,0.0
EVT_SC_002601,2022-06-14,SIEMENS,BULL,4.08,0.53,-2.1,1.56,0.468,0.0,0.0,0.0,0.0
EVT_SC_002602,2022-06-14,COALINDIA,BULL,3.96,0.671,-1.04,0.95,0.285,0.38,0.0,0.0,0.0
EVT_SC_002603,2022-06-14,ITC,BULL,1.56,0.634,-0.86,0.46,0.138,0.0,0.0,0.0,0.0
EVT_SC_002604,2022-06-14,LTIM,BULL,0.87,0.818,1.05,1.59,0.0,0.0,0.0,0.0,0.0
EVT_SC_002605,2022-06-14,BAJFINANCE,BULL,5.14,0.692,-1.01,3.26,2.445,2.765,0.0,0.0,0.0
EVT_SC_002606,2022-06-14,TCS,BULL,0.99,0.448,-0.46,1.05,0.0,0.0,0.0,0.0,0.0
EVT_SC_002607,2022-06-15,BAJFINANCE,BULL,3.02,0.972,-0.57,1.7,-0.92,-1.0,0.0,0.0,0.0
EVT_SC_002608,2022-06-15,POLYCAB,BULL,3.25,0.576,-1.22,0.75,-1.02,0.0,0.0,0.0,0.0
EVT_SC_002609,2022-06-15,COFORGE,BULL,3.18,0.85,-1.2,8.64,3.2,5.347,5.338,4.888,5.51
EVT_SC_002610,2022-06-15,BRITANNIA,BULL,2.22,0.237,-0.09,0.57,0.0,0.0,0.0,0.0,0.0
EVT_SC_002611,2022-06-15,HDFCBANK,BULL,3.14,0.633,0.42,4.37,0.0,0.0,0.0,0.0,0.0
EVT_SC_002612,2022-06-15,SBIN,BULL,2.01,0.34,0.47,2.66,0.0,0.0,0.0,0.0,0.0
EVT_SC_002613,2022-06-15,SIEMENS,BULL,2.34,0.789,1.19,1.71,0.0,0.0,0.0,0.0,0.0
EVT_SC_002614,2022-06-15,TITAN,BULL,4.53,0.929,0.52,3.25,0.0,2.76,0.0,1.85,0.0
EVT_SC_002615,2022-06-15,ICICIBANK,BULL,4.4,0.681,0.19,3.02,0.0,2.65,0.0,0.0,0.0
EVT_SC_002616,2022-06-15,BEL,BULL,2.0,0.918,0.05,1.32,0.0,0.0,0.0,0.0,0.0
EVT_SC_002617,2022-06-15,CIPLA,BULL,3.14,0.94,-1.99,3.82,2.865,3.034,0.0,1.85,0.0
EVT_SC_002618,2022-06-15,PERSISTENT,BULL,2.94,0.377,-1.94,2.99,2.243,0.0,0.0,0.0,0.0
EVT_SC_002619,2022-06-15,INFY,BULL,2.19,0.269,-2.42,4.93,3.2,0.0,0.0,0.0,0.0
EVT_SC_002620,2022-06-15,TATASTEEL,BULL,1.16,0.756,-1.02,1.3,0.0,0.0,0.0,0.0,0.0
EVT_SC_002621,2022-06-15,MARUTI,BULL,1.39,0.545,0.63,1.46,0.0,0.0,0.0,0.0,0.0
EVT_SC_002622,2022-06-15,LTIM,BULL,3.2,0.452,-1.67,0.52,0.0,0.0,0.0,0.0,0.0
EVT_SC_002623,2022-06-15,TCS,BULL,4.72,0.907,-1.91,1.7,-0.97,-1.0,0.0,0.0,0.0
EVT_SC_002624,2022-06-15,HINDALCO,BULL,4.05,0.462,0.18,4.01,0.0,0.0,0.0,0.0,0.0
EVT_SC_002625,2022-06-15,RELIANCE,BULL,3.12,0.349,-0.47,0.55,0.0,0.0,0.0,0.0,0.0
EVT_SC_002626,2022-06-15,COALINDIA,BULL,4.81,0.215,-2.29,0.93,0.0,0.0,0.0,0.0,0.0
EVT_SC_002627,2022-06-15,ABB,BULL,0.88,0.699,-2.39,1.55,0.0,0.0,0.0,0.0,0.0
EVT_SC_002628,2022-06-15,CHOLAFIN,BULL,2.93,0.577,-0.81,4.59,3.2,0.0,2.877,0.0,0.0
EVT_SC_002629,2022-06-15,GODREJPROP,BULL,2.94,0.306,0.4,3.23,0.0,0.0,0.0,0.0,0.0
EVT_SC_002630,2022-06-15,SUNPHARMA,BULL,4.21,0.263,0.44,3.47,0.0,0.0,0.0,0.0,0.0
EVT_SC_002631,2022-06-15,BHARTIARTL,BULL,3.79,0.672,0.99,1.73,0.0,0.0,0.0,0.0,0.0
EVT_SC_002632,2022-06-15,TATAMOTORS,BULL,4.98,0.445,-1.45,4.65,3.2,0.0,0.0,0.0,0.0
EVT_SC_002633,2022-06-15,ITC,BULL,3.19,0.84,-2.01,1.33,0.0,0.0,0.0,0.0,0.0
EVT_SC_002634,2022-06-16,ONGC,BULL,4.72,0.406,-0.89,1.2,0.0,0.0,0.0,0.0,0.0
EVT_SC_002635,2022-06-16,TITAN,BULL,2.64,0.344,-1.38,3.01,2.257,0.0,0.0,0.0,0.0
EVT_SC_002636,2022-06-16,CIPLA,BULL,3.74,0.83,-0.51,1.21,0.363,0.484,0.0,0.0,0.0
EVT_SC_002637,2022-06-16,HAL,BULL,4.14,0.21,-0.29,1.0,0.0,0.0,0.0,0.0,0.0
EVT_SC_002638,2022-06-16,TRENT,BULL,0.88,0.369,0.93,0.8,0.0,0.0,0.0,0.0,0.0
EVT_SC_002639,2022-06-16,BHARTIARTL,BULL,1.2,0.536,-0.22,1.27,0.0,0.0,0.0,0.0,0.0
EVT_SC_002640,2022-06-16,BRITANNIA,BULL,3.65,0.631,-0.24,4.81,0.0,0.0,0.0,0.0,0.0
EVT_SC_002641,2022-06-16,NESTLEIND,BULL,4.54,0.78,0.98,3.96,0.0,3.101,2.688,0.0,0.0
EVT_SC_002642,2022-06-16,HDFCBANK,BULL,1.95,0.776,-0.45,1.55,0.0,0.0,0.0,0.0,0.0
EVT_SC_002643,2022-06-16,JSWSTEEL,BULL,3.89,0.589,-0.2,4.21,0.0,0.0,0.0,0.0,0.0
EVT_SC_002644,2022-06-16,NTPC,BULL,2.63,0.564,-0.91,2.9,2.175,0.0,0.0,0.0,0.0
EVT_SC_002645,2022-06-16,VBL,BULL,4.61,0.968,-0.69,6.33,3.2,4.238,4.552,3.849,4.679
EVT_SC_002646,2022-06-16,POWERGRID,BULL,2.92,0.771,0.99,0.57,0.0,0.0,0.0,0.0,0.0
EVT_SC_002647,2022-06-16,DRREDDY,BULL,2.65,0.859,0.48,3.72,0.0,0.0,0.0,1.85,0.0
EVT_SC_002648,2022-06-16,ABB,BULL,5.2,0.796,-1.61,0.48,0.0,0.0,0.0,0.0,0.0
EVT_SC_002649,2022-06-16,SBIN,BULL,3.97,0.712,-2.3,4.84,3.2,3.523,0.0,1.85,0.0
EVT_SC_002650,2022-06-16,BEL,BULL,1.1,0.938,-2.33,0.87,0.0,0.0,0.0,0.0,0.0
EVT_SC_002651,2022-06-16,GODREJPROP,BULL,3.68,0.46,0.27,1.03,0.0,0.0,0.0,0.0,0.0
EVT_SC_002652,2022-06-16,TATAMOTORS,BULL,4.87,0.745,-1.41,4.04,3.03,3.139,0.0,1.85,0.0
EVT_SC_002653,2022-06-16,PERSISTENT,BULL,4.04,0.479,-1.61,4.58,3.2,0.0,2.874,0.0,0.0
EVT_SC_002654,2022-06-16,M&M,BULL,1.81,0.829,-0.31,0.45,0.0,0.0,0.0,0.0,0.0
EVT_SC_002655,2022-06-16,VEDL,BULL,4.71,0.768,-1.15,3.41,2.558,2.837,0.0,0.0,0.0
EVT_SC_002656,2022-06-16,SIEMENS,BULL,3.84,0.557,-1.91,2.75,2.062,0.0,0.0,0.0,0.0
EVT_SC_002657,2022-06-16,DIXON,BULL,2.08,0.899,1.07,2.78,0.0,0.0,0.0,0.0,0.0
EVT_SC_002658,2022-06-16,SUNPHARMA,BULL,3.03,0.218,-1.43,3.24,2.43,0.0,0.0,0.0,0.0
EVT_SC_002659,2022-06-16,LTIM,BULL,1.91,0.488,-1.54,0.85,-0.98,0.0,0.0,0.0,0.0
EVT_SC_002660,2022-06-16,HINDALCO,BULL,4.6,0.368,0.13,4.39,0.0,0.0,0.0,0.0,0.0
EVT_SC_002661,2022-06-17,BAJFINANCE,BEAR,5.44,0.242,-0.32,4.7,0.0,0.0,0.0,0.0,0.0
EVT_SC_002662,2022-06-17,POWERGRID,BEAR,2.23,0.426,-1.1,0.51,-0.99,0.0,0.0,0.0,0.0
EVT_SC_002663,2022-06-17,DRREDDY,BEAR,1.25,0.589,1.02,1.44,0.0,0.0,0.0,0.0,0.0
EVT_SC_002664,2022-06-17,ADANIENT,BEAR,2.61,0.98,-2.4,4.54,3.2,0.0,0.0,1.85,0.0
EVT_SC_002665,2022-06-17,BEL,BEAR,2.79,0.604,0.11,0.94,0.0,0.0,0.0,0.0,0.0
EVT_SC_002666,2022-06-17,BRITANNIA,BEAR,5.1,0.603,-1.08,1.27,0.0,0.0,0.0,0.0,0.0
EVT_SC_002667,2022-06-17,VEDL,BEAR,1.36,0.418,-1.96,1.4,-0.92,0.0,0.0,0.0,0.0
EVT_SC_002668,2022-06-17,SIEMENS,BEAR,2.77,0.402,-1.01,3.62,2.715,0.0,0.0,0.0,0.0
EVT_SC_002669,2022-06-17,CHOLAFIN,BEAR,2.2,0.753,-0.74,2.54,1.905,0.0,0.0,0.0,0.0
EVT_SC_002670,2022-06-17,BHARTIARTL,BEAR,1.01,0.307,-2.5,1.27,0.0,0.0,0.0,0.0,0.0
EVT_SC_002671,2022-06-17,ONGC,BEAR,4.09,0.388,0.94,1.03,0.0,0.0,0.0,0.0,0.0
EVT_SC_002672,2022-06-17,HDFCBANK,BEAR,5.14,0.261,-1.62,2.89,2.167,0.0,0.0,0.0,0.0
EVT_SC_002673,2022-06-17,HINDALCO,BEAR,5.32,0.616,-1.87,3.62,2.715,0.0,0.0,0.0,0.0
EVT_SC_002674,2022-06-17,PERSISTENT,BEAR,1.33,0.692,-2.17,1.63,0.0,0.0,0.0,0.0,0.0
EVT_SC_002675,2022-06-17,HINDUNILVR,BEAR,2.93,0.397,0.68,3.71,0.0,0.0,0.0,0.0,0.0
EVT_SC_002676,2022-06-17,MARUTI,BEAR,4.7,0.701,-0.75,5.19,3.2,3.691,0.0,3.336,0.0
EVT_SC_002677,2022-06-17,TCS,BEAR,1.6,0.58,-2.49,1.13,0.0,0.0,0.0,0.0,0.0
EVT_SC_002678,2022-06-17,TRENT,BEAR,3.76,0.306,0.68,0.47,0.0,0.0,0.0,0.0,0.0
EVT_SC_002679,2022-06-17,DLF,BEAR,1.57,0.87,1.04,0.98,0.0,0.0,0.0,0.0,0.0
EVT_SC_002680,2022-06-17,COFORGE,BEAR,1.24,0.673,-0.32,0.49,0.0,0.0,0.0,0.0,0.0
EVT_SC_002681,2022-06-17,HAL,BEAR,0.95,0.598,-1.46,1.62,0.0,0.0,0.0,0.0,0.0
EVT_SC_002682,2022-06-17,ABB,BEAR,5.06,0.561,1.09,4.18,0.0,0.0,0.0,0.0,0.0
EVT_SC_002683,2022-06-20,BHARTIARTL,BEAR,4.54,0.299,-1.2,5.11,3.2,0.0,0.0,0.0,0.0
EVT_SC_002684,2022-06-20,COFORGE,BEAR,1.15,0.261,0.74,1.67,0.0,0.0,0.0,0.0,0.0
EVT_SC_002685,2022-06-20,TECHM,BEAR,4.41,0.831,-1.59,13.91,3.2,7.877,7.129,7.26,7.408
EVT_SC_002686,2022-06-20,CHOLAFIN,BEAR,4.78,0.31,0.29,2.72,0.0,0.0,0.0,0.0,0.0
EVT_SC_002687,2022-06-20,INFY,BEAR,5.03,0.724,-1.6,3.91,2.933,3.077,0.0,0.0,0.0
EVT_SC_002688,2022-06-20,VEDL,BEAR,1.21,0.61,-0.92,1.04,0.0,0.0,0.0,0.0,0.0
EVT_SC_002689,2022-06-20,DIXON,BEAR,4.87,0.662,-0.69,1.59,0.0,0.0,0.0,0.0,0.0
EVT_SC_002690,2022-06-20,JSWSTEEL,BEAR,4.26,0.497,-1.71,1.52,-0.96,0.0,0.0,0.0,0.0
EVT_SC_002691,2022-06-20,M&M,BEAR,1.68,0.569,0.17,1.42,0.0,0.0,0.0,0.0,0.0
EVT_SC_002692,2022-06-20,ONGC,BEAR,3.4,0.697,-2.11,2.59,1.942,1.036,0.0,0.0,0.0
EVT_SC_002693,2022-06-20,VBL,BEAR,4.83,0.295,0.66,3.49,0.0,0.0,0.0,0.0,0.0
EVT_SC_002694,2022-06-20,SBIN,BEAR,1.95,0.739,-0.32,1.55,0.0,0.0,0.0,0.0,0.0
EVT_SC_002695,2022-06-20,HINDUNILVR,BEAR,5.17,0.771,-2.36,6.24,3.2,4.195,4.522,0.0,0.0
EVT_SC_002696,2022-06-20,RELIANCE,BEAR,2.99,0.936,0.56,4.93,0.0,0.0,0.0,1.85,0.0
EVT_SC_002697,2022-06-20,TRENT,BEAR,3.06,0.975,-1.63,3.11,2.333,2.693,0.0,0.0,0.0
EVT_SC_002698,2022-06-20,CIPLA,BEAR,3.99,0.318,-0.58,2.74,2.055,0.0,0.0,0.0,0.0
EVT_SC_002699,2022-06-20,ADANIENT,BEAR,4.83,0.245,-0.19,1.55,0.0,0.0,0.0,0.0,0.0
EVT_SC_002700,2022-06-20,HDFCBANK,BEAR,1.0,0.856,-1.87,0.56,0.0,0.0,0.0,0.0,0.0
EVT_SC_002701,2022-06-20,HAL,BEAR,3.31,0.438,-0.68,0.98,-1.03,0.0,0.0,0.0,0.0
EVT_SC_002702,2022-06-20,MARUTI,BEAR,1.67,0.486,-1.03,0.41,0.0,0.0,0.0,0.0,0.0
EVT_SC_002703,2022-06-20,DRREDDY,BEAR,1.65,0.883,1.15,0.57,0.0,0.0,0.0,0.0,0.0
EVT_SC_002704,2022-06-21,SUNPHARMA,BEAR,1.57,0.316,0.72,1.67,0.0,0.0,0.0,0.0,0.0
EVT_SC_002705,2022-06-21,ADANIPORTS,BEAR,3.08,0.826,-1.09,3.99,2.993,3.115,0.0,1.85,0.0
EVT_SC_002706,2022-06-21,BEL,BEAR,4.16,0.718,-2.32,3.03,2.272,2.654,0.0,1.85,0.0
EVT_SC_002707,2022-06-21,ICICIBANK,BEAR,2.43,0.309,-1.65,0.84,0.0,0.0,0.0,0.0,0.0
EVT_SC_002708,2022-06-21,TATASTEEL,BEAR,5.08,0.419,-1.23,0.56,0.0,0.0,0.0,0.0,0.0
EVT_SC_002709,2022-06-21,NTPC,BEAR,0.93,0.623,-0.84,0.86,0.0,0.0,0.0,0.0,0.0
EVT_SC_002710,2022-06-21,PERSISTENT,BEAR,1.07,0.678,1.07,1.8,0.0,0.0,0.0,0.0,0.0
EVT_SC_002711,2022-06-21,ITC,BEAR,3.22,0.906,-1.64,4.76,3.2,3.485,0.0,1.85,0.0
EVT_SC_002712,2022-06-21,TCS,BEAR,1.13,0.631,-1.04,0.92,0.0,0.0,0.0,0.0,0.0
EVT_SC_002713,2022-06-21,ABB,BEAR,1.5,0.736,-2.18,0.77,0.0,0.0,0.0,0.0,0.0
EVT_SC_002714,2022-06-21,POWERGRID,BEAR,0.96,0.25,0.3,1.48,0.0,0.0,0.0,0.0,0.0
EVT_SC_002715,2022-06-21,CIPLA,BEAR,2.78,0.749,-1.48,4.06,3.045,0.0,0.0,0.0,0.0
EVT_SC_002716,2022-06-21,ONGC,BEAR,4.47,0.315,0.58,1.55,0.0,0.0,0.0,0.0,0.0
EVT_SC_002717,2022-06-21,BAJFINANCE,BEAR,4.89,0.612,-0.21,3.26,0.0,0.0,0.0,0.0,0.0
EVT_SC_002718,2022-06-21,BRITANNIA,BEAR,3.05,0.453,-1.07,4.21,3.157,0.0,0.0,0.0,0.0
EVT_SC_002719,2022-06-21,HINDUNILVR,BEAR,4.52,0.563,-0.9,3.14,2.355,0.0,0.0,0.0,0.0
EVT_SC_002720,2022-06-21,DLF,BEAR,1.96,0.589,0.28,1.42,0.0,0.0,0.0,0.0,0.0
EVT_SC_002721,2022-06-21,HDFCBANK,BEAR,5.49,0.331,0.79,4.29,0.0,0.0,0.0,0.0,0.0
EVT_SC_002722,2022-06-22,POWERGRID,BEAR,4.25,0.287,1.14,0.65,0.0,0.0,0.0,0.0,0.0
EVT_SC_002723,2022-06-22,PERSISTENT,BEAR,1.02,0.921,1.09,0.75,0.0,0.0,0.0,0.0,0.0
EVT_SC_002724,2022-06-22,BAJFINANCE,BEAR,3.5,0.264,0.59,4.96,0.0,0.0,0.0,0.0,0.0
EVT_SC_002725,2022-06-22,TATAMOTORS,BEAR,2.36,0.907,0.48,1.03,0.0,0.0,0.0,0.0,0.0
EVT_SC_002726,2022-06-22,HDFCBANK,BEAR,4.31,0.372,0.79,4.21,0.0,0.0,0.0,0.0,0.0
EVT_SC_002727,2022-06-22,HAL,BEAR,4.76,0.467,-2.0,3.07,2.302,0.0,0.0,0.0,0.0
EVT_SC_002728,2022-06-22,COFORGE,BEAR,1.38,0.231,0.51,0.47,0.0,0.0,0.0,0.0,0.0
EVT_SC_002729,2022-06-22,TCS,BEAR,3.22,0.634,0.37,2.58,0.0,0.0,0.0,0.0,0.0
EVT_SC_002730,2022-06-22,DLF,BEAR,1.06,0.89,0.66,0.47,0.0,0.0,0.0,0.0,0.0
EVT_SC_002731,2022-06-22,BEL,BEAR,2.66,0.359,0.71,3.52,0.0,0.0,0.0,0.0,0.0
EVT_SC_002732,2022-06-22,NTPC,BEAR,5.07,0.512,-1.93,4.86,3.2,0.0,2.958,0.0,0.0
EVT_SC_002733,2022-06-22,CHOLAFIN,BEAR,1.37,0.21,-0.26,1.4,0.0,0.0,0.0,0.0,0.0
EVT_SC_002734,2022-06-22,COALINDIA,BEAR,1.29,0.81,-0.34,0.76,0.0,0.0,0.0,0.0,0.0
EVT_SC_002735,2022-06-22,BRITANNIA,BEAR,1.03,0.31,0.12,1.61,0.0,0.0,0.0,0.0,0.0
EVT_SC_002736,2022-06-22,ABB,BEAR,4.1,0.666,-1.08,4.75,3.2,3.48,0.0,0.0,0.0
EVT_SC_002737,2022-06-22,BHARTIARTL,BEAR,3.62,0.298,0.31,3.97,0.0,0.0,0.0,0.0,0.0
EVT_SC_002738,2022-06-22,SBIN,BEAR,4.33,0.657,-1.41,4.31,3.2,3.269,2.793,0.0,0.0
EVT_SC_002739,2022-06-22,DIXON,BEAR,2.58,0.25,-2.31,1.66,0.0,0.0,0.0,0.0,0.0
EVT_SC_002740,2022-06-23,HAL,NEUTRAL,4.19,0.81,-1.55,6.79,3.2,4.459,4.709,0.0,4.844
EVT_SC_002741,2022-06-23,LTIM,NEUTRAL,2.8,0.778,-0.36,0.71,0.0,0.0,0.0,0.0,0.0
EVT_SC_002742,2022-06-23,CHOLAFIN,NEUTRAL,2.51,0.657,-1.39,3.05,2.287,0.0,0.0,0.0,0.0
EVT_SC_002743,2022-06-23,COALINDIA,NEUTRAL,1.66,0.675,-1.47,0.94,-0.91,0.0,0.0,0.0,0.0
EVT_SC_002744,2022-06-23,PERSISTENT,NEUTRAL,4.56,0.722,1.15,0.89,0.0,0.0,0.0,0.0,0.0
EVT_SC_002745,2022-06-23,DIXON,NEUTRAL,5.35,0.201,-0.3,3.09,0.0,0.0,0.0,0.0,0.0
EVT_SC_002746,2022-06-23,HDFCBANK,NEUTRAL,1.88,0.57,0.92,1.43,0.0,0.0,0.0,0.0,0.0
EVT_SC_002747,2022-06-23,BRITANNIA,NEUTRAL,3.04,0.64,-0.67,3.66,2.745,0.0,0.0,0.0,0.0
EVT_SC_002748,2022-06-23,ABB,NEUTRAL,4.29,0.731,1.17,3.03,0.0,2.654,0.0,1.85,0.0
EVT_SC_002749,2022-06-23,POWERGRID,NEUTRAL,2.68,0.747,-1.63,3.68,2.76,0.0,0.0,1.85,0.0
EVT_SC_002750,2022-06-23,TATASTEEL,NEUTRAL,3.01,0.402,1.0,4.04,0.0,0.0,0.0,0.0,0.0
EVT_SC_002751,2022-06-23,BHARTIARTL,NEUTRAL,2.35,0.899,-0.71,1.3,-0.98,0.0,0.0,0.0,0.0
EVT_SC_002752,2022-06-23,SUNPHARMA,NEUTRAL,4.27,0.707,-1.09,1.71,0.0,0.0,0.0,0.0,0.0
EVT_SC_002753,2022-06-23,RELIANCE,NEUTRAL,3.81,0.543,-0.7,0.5,0.0,0.0,0.0,0.0,0.0
EVT_SC_002754,2022-06-23,COFORGE,NEUTRAL,5.17,0.707,0.86,3.38,0.0,2.822,0.0,1.85,0.0
EVT_SC_002755,2022-06-23,TATAMOTORS,NEUTRAL,5.2,0.848,0.04,4.25,0.0,3.24,0.0,1.85,0.0
EVT_SC_002756,2022-06-23,TITAN,NEUTRAL,5.39,0.309,0.7,2.6,0.0,0.0,0.0,0.0,0.0
EVT_SC_002757,2022-06-24,HINDALCO,BEAR,1.21,0.609,-0.3,1.16,0.0,0.0,0.0,0.0,0.0
EVT_SC_002758,2022-06-24,BAJFINANCE,BEAR,4.84,0.684,-1.69,3.49,2.618,2.875,0.0,0.0,0.0
EVT_SC_002759,2022-06-24,HINDUNILVR,BEAR,3.45,0.6,-0.93,3.83,2.873,0.0,0.0,0.0,0.0
EVT_SC_002760,2022-06-24,DLF,BEAR,2.83,0.447,0.03,4.46,0.0,0.0,2.838,0.0,0.0
EVT_SC_002761,2022-06-24,LTIM,BEAR,3.27,0.751,0.61,3.96,0.0,3.101,0.0,1.85,0.0
EVT_SC_002762,2022-06-24,DRREDDY,BEAR,1.66,0.793,0.5,1.11,0.0,0.0,0.0,0.0,0.0
EVT_SC_002763,2022-06-24,HDFCBANK,BEAR,1.26,0.768,-1.51,1.09,-0.97,0.0,0.0,0.0,0.0
EVT_SC_002764,2022-06-24,ADANIENT,BEAR,1.04,0.442,0.74,0.67,0.0,0.0,0.0,0.0,0.0
EVT_SC_002765,2022-06-24,HAL,BEAR,5.13,0.74,-0.47,1.34,0.0,0.0,0.0,0.0,0.0
EVT_SC_002766,2022-06-24,POLYCAB,BEAR,3.76,0.589,-0.06,4.14,0.0,0.0,0.0,0.0,0.0
EVT_SC_002767,2022-06-24,JSWSTEEL,BEAR,2.22,0.437,-1.32,3.37,2.527,0.0,0.0,0.0,0.0
EVT_SC_002768,2022-06-24,ADANIPORTS,BEAR,3.65,0.339,0.11,4.5,0.0,0.0,0.0,0.0,0.0
EVT_SC_002769,2022-06-24,SIEMENS,BEAR,2.0,0.352,1.02,2.88,0.0,0.0,1.008,0.0,0.0
EVT_SC_002770,2022-06-24,CHOLAFIN,BEAR,4.66,0.259,1.08,1.31,0.0,0.0,0.0,0.0,0.0
