event_id,slot_id,session_date,trigger_time,symbol,sector,regime,bear_days,rvol,clv,oi_delta_pct,entry_price_rs,sl_price_rs,risk_rs,target_1_rs,target_2_rs,target_3_rs,mfe_price_rs,mfe_r,realized_r,realized_pnl_per_share_rs,time_to_mfe_min
EVT_750_0008541,BULL_SLOT_2,2024-02-01,09:28:00,GODREJPROP_270,NIFTY_MEDIA,BULL,6,3.67,0.837,-0.83,3100.0,3082.95,17.05,3151.15,3185.25,3270.5,3213.89,6.68,4.805,81.93,56
EVT_750_0008666,BULL_SLOT_2,2024-02-05,09:47:00,CUMMINSIND_586,NIFTY_ENERGY,BULL,3,3.51,0.806,-0.56,3650.0,3629.93,20.07,3710.21,3750.35,3850.7,3850.7,10.0,6.0,120.42,17
EVT_750_0008742,BULL_SLOT_2,2024-02-06,09:59:00,BANDHANBNK,NIFTY_ENERGY,BULL,6,3.42,0.876,-0.65,190.0,188.5,1.5,194.5,197.5,205.0,208.64,12.43,6.875,10.31,30
EVT_750_0008795,BULL_SLOT_2,2024-02-07,09:48:00,KOTAKBANK,NIFTY_CONSUMPTION,BULL,4,5.05,0.878,-2.03,1780.0,1770.21,9.79,1809.37,1828.95,1877.9,1856.26,7.79,5.204,50.95,15
EVT_750_0008879,BULL_SLOT_2,2024-02-09,10:11:00,NESTLEIND,NIFTY_INFRA,BULL,5,3.73,0.943,-1.15,2450.0,2436.53,13.47,2490.41,2517.35,2584.7,2484.75,2.58,1.032,13.9,79
EVT_750_0008895,BULL_SLOT_2,2024-02-09,10:03:00,BRITANNIA_636,NIFTY_CONSUMPTION,BULL,5,3.4,0.861,-1.82,5800.0,5768.1,31.9,5895.7,5959.5,6119.0,5902.08,3.2,3.08,98.25,102
EVT_750_0009045,BULL_SLOT_2,2024-02-14,09:33:00,SWIGGY_651,NIFTY_FIN_SERVICE,BULL,3,4.79,0.801,-2.03,420.0,417.69,2.31,426.93,431.55,443.1,441.25,9.2,5.712,13.19,41
EVT_750_0009052,BULL_SLOT_2,2024-02-14,09:33:00,INOWIND_701,NIFTY_IT,BULL,5,4.04,0.951,-1.16,215.0,213.5,1.5,219.5,222.5,230.0,225.26,6.84,4.862,7.29,47
EVT_750_0009202,BULL_SLOT_2,2024-02-16,09:18:00,NESTLEIND_755,NIFTY_INFRA,BULL,3,4.8,0.826,-0.93,2450.0,2436.53,13.47,2490.41,2517.35,2584.7,2508.33,4.33,3.532,47.58,26
EVT_750_0009237,BULL_SLOT_2,2024-02-19,10:13:00,INDUSINDBK,NIFTY_INFRA,BULL,6,4.93,0.834,-2.16,1420.0,1412.19,7.81,1443.43,1459.05,1498.1,1468.27,6.18,4.625,36.12,29
EVT_750_0009243,BULL_SLOT_2,2024-02-19,10:04:00,BANDHANBNK_562,NIFTY_ENERGY,BULL,6,5.23,0.956,-0.74,190.0,188.5,1.5,194.5,197.5,205.0,202.6,8.4,5.424,8.14,64
EVT_750_0009321,BULL_SLOT_2,2024-02-20,09:33:00,ZOMATO_290,NIFTY_BANK,BULL,5,5.25,0.944,-0.92,265.0,263.5,1.5,269.5,272.5,280.0,275.57,7.05,4.938,7.41,49
EVT_750_0009443,BULL_SLOT_2,2024-02-22,10:02:00,YESBANK_205,NIFTY_AUTO,BULL,5,4.71,0.976,-0.55,22.0,20.5,1.5,26.5,29.5,37.0,39.57,11.71,6.616,9.92,50
EVT_750_0009483,BULL_SLOT_2,2024-02-23,09:45:00,ZOMATO,NIFTY_BANK,BULL,6,4.56,0.927,-1.2,265.0,263.5,1.5,269.5,272.5,280.0,272.06,4.71,3.684,5.53,82
EVT_750_0009524,BULL_SLOT_2,2024-02-26,09:51:00,SUZLON_460,NIFTY_FMCG,BULL,3,3.03,0.928,-1.31,75.0,73.5,1.5,79.5,82.5,90.0,84.69,6.46,4.726,7.09,24
EVT_750_0009627,BULL_SLOT_2,2024-02-27,09:25:00,INOWIND_221,NIFTY_IT,BULL,6,5.39,0.955,-0.56,215.0,213.5,1.5,219.5,222.5,230.0,220.0,3.33,3.132,4.7,54
EVT_750_0009663,BULL_SLOT_2,2024-02-28,09:57:00,GODREJPROP_390,NIFTY_MEDIA,BULL,3,4.12,0.912,-1.59,3100.0,3082.95,17.05,3151.15,3185.25,3270.5,3305.28,12.04,6.734,114.81,64
EVT_750_0009712,BULL_SLOT_2,2024-02-29,09:20:00,NTPC_261,NIFTY_REALTY,BULL,5,3.79,0.826,-1.7,395.0,392.83,2.17,401.51,405.85,416.7,424.49,13.59,7.292,15.82,20
EVT_750_0009887,BULL_SLOT_2,2024-03-05,09:29:00,ABB_404,NIFTY_PHARMA,BULL,4,4.89,0.899,-1.31,7800.0,7757.1,42.9,7928.7,8014.5,8229.0,8127.76,7.64,5.15,220.94,59
EVT_750_0009901,BULL_SLOT_2,2024-03-05,09:22:00,BEL_398,NIFTY_BANK,BULL,6,3.9,0.957,-2.27,295.0,293.38,1.62,299.86,303.1,311.2,304.23,5.7,4.452,7.21,36
EVT_750_0010034,BULL_SLOT_2,2024-03-07,10:02:00,SJVN_218,NIFTY_BANK,BULL,4,5.31,0.81,-2.3,115.0,113.5,1.5,119.5,122.5,130.0,119.23,2.82,1.128,1.69,33
EVT_750_0010100,BULL_SLOT_2,2024-03-11,09:36:00,MAXHEALTH_297,NIFTY_REALTY,BULL,5,4.1,0.942,-1.11,940.0,934.83,5.17,955.51,965.85,991.7,975.41,6.85,4.866,25.16,36
EVT_750_0010282,BULL_SLOT_2,2024-03-13,09:56:00,BANDHANBNK_562,NIFTY_ENERGY,BULL,6,3.63,0.839,-1.34,190.0,188.5,1.5,194.5,197.5,205.0,208.36,12.24,6.806,10.21,23
EVT_750_0010298,BULL_SLOT_2,2024-03-14,09:54:00,CROMPTON_470,NIFTY_BANK,BULL,4,3.45,0.979,-2.06,410.0,407.75,2.25,416.75,421.25,432.5,433.11,10.27,6.097,13.72,43
EVT_750_0010356,BULL_SLOT_2,2024-03-14,09:53:00,PNB_436,NIFTY_FMCG,BULL,4,3.09,0.838,-2.46,102.0,100.5,1.5,106.5,109.5,117.0,108.64,4.43,3.572,5.36,101
EVT_750_0010454,BULL_SLOT_2,2024-03-18,09:24:00,SBIN_128,NIFTY_PHARMA,BULL,3,5.0,0.966,-2.34,825.0,820.46,4.54,838.62,847.7,870.4,866.63,9.17,5.701,25.88,32
EVT_750_0010551,BULL_SLOT_2,2024-03-19,09:29:00,AMBER_472,NIFTY_FMCG,BULL,4,4.07,0.844,-1.18,4850.0,4823.33,26.67,4930.01,4983.35,5116.7,5034.56,6.92,4.891,130.44,50
EVT_750_0010614,BULL_SLOT_2,2024-03-20,09:49:00,INDIGO_295,NIFTY_METAL,BULL,4,5.34,0.973,-2.15,4500.0,4475.25,24.75,4574.25,4623.75,4747.5,4696.27,7.93,5.255,130.06,39
EVT_750_0010700,BULL_SLOT_2,2024-03-21,09:27:00,FEDERALBNK_200,NIFTY_PHARMA,BULL,6,4.88,0.866,-1.03,185.0,183.5,1.5,189.5,192.5,200.0,190.59,3.73,3.292,4.94,104
EVT_750_0010943,BULL_SLOT_2,2024-03-27,09:20:00,PRESTIGE_632,NIFTY_PHARMA,BULL,3,4.56,0.917,-0.5,1720.0,1710.54,9.46,1748.38,1767.3,1814.6,1835.79,12.24,6.806,64.38,42
EVT_750_0010949,BULL_SLOT_2,2024-03-27,09:46:00,WIPRO,NIFTY_INFRA,BULL,5,5.28,0.957,-2.3,520.0,517.14,2.86,528.58,534.3,548.6,544.48,8.56,5.482,15.68,44
EVT_750_0010972,BULL_SLOT_2,2024-03-28,09:53:00,MCX_208,NIFTY_FMCG,BULL,5,4.41,0.961,-0.63,5400.0,5370.3,29.7,5489.1,5548.5,5697.0,5500.98,3.4,3.16,93.85,72
EVT_750_0011065,BULL_SLOT_2,2024-03-29,09:37:00,KPITTECH_716,NIFTY_PHARMA,BULL,3,4.91,0.886,-0.79,1650.0,1640.93,9.07,1677.21,1695.35,1740.7,1761.92,12.34,6.842,62.06,57
EVT_750_0011126,BULL_SLOT_2,2024-04-02,10:02:00,BHARTIARTL_604,NIFTY_FMCG,BULL,6,5.27,0.842,-1.47,1560.0,1551.42,8.58,1585.74,1602.9,1645.8,1672.66,13.13,7.127,61.15,49
EVT_750_0011144,BULL_SLOT_2,2024-04-02,09:33:00,MARUTI_613,NIFTY_AUTO,BULL,3,4.68,0.84,-0.9,1556.0,1547.44,8.56,1581.68,1598.8,1641.6,1651.1,11.11,6.4,54.78,46
EVT_750_0011145,BULL_SLOT_2,2024-04-02,09:44:00,MOTILALOFS_331,NIFTY_METAL,BULL,3,3.24,0.934,-1.93,840.0,835.38,4.62,853.86,863.1,886.2,852.98,2.81,1.124,5.19,30
EVT_750_0011151,BULL_SLOT_2,2024-04-02,10:06:00,COFORGE_720,NIFTY_CONSUMPTION,BULL,6,3.28,0.839,-2.44,7200.0,7160.4,39.6,7318.8,7398.0,7596.0,7548.48,8.8,5.568,220.49,63
EVT_750_0011222,BULL_SLOT_2,2024-04-03,09:28:00,TATAPOWER_572,NIFTY_PHARMA,BULL,4,3.44,0.905,-2.13,420.0,417.69,2.31,426.93,431.55,443.1,426.21,2.69,1.076,2.49,58
EVT_750_0011509,BULL_SLOT_2,2024-04-10,10:02:00,CHOLAFIN_378,NIFTY_MEDIA,BULL,5,3.7,0.886,-1.78,1480.0,1471.86,8.14,1504.42,1520.7,1561.4,1507.51,3.38,3.152,25.66,114
EVT_750_0011524,BULL_SLOT_2,2024-04-10,10:15:00,SBIN_368,NIFTY_PHARMA,BULL,5,3.05,0.957,-0.77,825.0,820.46,4.54,838.62,847.7,870.4,850.7,5.66,4.438,20.15,33
EVT_750_0011526,BULL_SLOT_2,2024-04-10,09:56:00,RELIANCE_245,NIFTY_IT,BULL,5,5.22,0.97,-1.23,2950.0,2933.78,16.22,2998.66,3031.1,3112.2,3135.23,11.42,6.511,105.61,31
EVT_750_0011572,BULL_SLOT_2,2024-04-11,10:00:00,WIPRO_407,NIFTY_INFRA,BULL,3,4.28,0.959,-0.8,520.0,517.14,2.86,528.58,534.3,548.6,531.7,4.09,3.436,9.83,36
EVT_750_0011598,BULL_SLOT_2,2024-04-11,09:27:00,DLF_269,NIFTY_IT,BULL,3,4.45,0.979,-1.57,830.0,825.44,4.56,843.68,852.8,875.6,871.72,9.15,5.694,25.96,27
EVT_750_0011608,BULL_SLOT_2,2024-04-11,09:51:00,HINDALCO_505,NIFTY_AUTO,BULL,5,3.12,0.966,-1.67,665.0,661.34,3.66,675.98,683.3,701.6,696.22,8.53,5.471,20.02,17
EVT_750_0011643,BULL_SLOT_2,2024-04-12,09:33:00,JUBLFOOD_654,NIFTY_MEDIA,BULL,6,5.39,0.968,-1.15,580.0,576.81,3.19,589.57,595.95,611.9,591.64,3.65,3.26,10.4,118
EVT_750_0011658,BULL_SLOT_2,2024-04-12,09:55:00,RECLTD_551,NIFTY_INFRA,BULL,5,4.35,0.869,-0.92,480.0,477.36,2.64,487.92,493.2,506.4,512.5,12.31,6.832,18.04,63
EVT_750_0011677,BULL_SLOT_2,2024-04-15,09:29:00,ZYDUSLIFE,NIFTY_AUTO,BULL,4,4.53,0.874,-1.48,1050.0,1044.23,5.77,1067.31,1078.85,1107.7,1072.79,3.95,3.38,19.5,31
EVT_750_0011732,BULL_SLOT_2,2024-04-16,09:33:00,KOTAKBANK_444,NIFTY_CONSUMPTION,BULL,5,4.69,0.882,-0.96,1780.0,1770.21,9.79,1809.37,1828.95,1877.9,1898.07,12.06,6.742,66.0,62
EVT_750_0012019,BULL_SLOT_2,2024-04-23,09:53:00,IEX,NIFTY_MEDIA,BULL,6,5.06,0.882,-0.58,195.0,193.5,1.5,199.5,202.5,210.0,206.56,7.71,5.176,7.76,43
EVT_750_0012059,BULL_SLOT_2,2024-04-24,09:28:00,KPITTECH_236,NIFTY_PHARMA,BULL,3,3.75,0.81,-2.34,1650.0,1640.93,9.07,1677.21,1695.35,1740.7,1768.91,13.11,7.12,64.58,46
EVT_750_0012105,BULL_SLOT_2,2024-04-25,10:09:00,HUDCO_433,NIFTY_AUTO,BULL,4,4.57,0.915,-1.98,220.0,218.5,1.5,224.5,227.5,235.0,224.92,3.28,3.112,4.67,40
EVT_750_0012149,BULL_SLOT_2,2024-04-25,10:14:00,ICICIBANK,NIFTY_METAL,BULL,6,4.72,0.806,-1.3,1220.0,1213.29,6.71,1240.13,1253.55,1287.1,1244.16,3.6,3.24,21.74,87
EVT_750_0012193,BULL_SLOT_2,2024-04-26,09:53:00,CYIENT_595,NIFTY_METAL,BULL,4,3.01,0.838,-1.69,1850.0,1839.83,10.17,1880.51,1900.85,1951.7,1938.28,8.68,5.525,56.19,42
EVT_750_0012220,BULL_SLOT_2,2024-04-26,09:52:00,SJVN_458,NIFTY_BANK,BULL,3,5.37,0.801,-0.5,115.0,113.5,1.5,119.5,122.5,130.0,119.96,3.31,3.124,4.69,87
EVT_750_0012224,BULL_SLOT_2,2024-04-26,09:37:00,HINDUNILVR_394,NIFTY_ENERGY,BULL,4,4.66,0.862,-0.7,2690.0,2675.21,14.79,2734.37,2763.95,2837.9,2763.36,4.96,3.784,55.97,31
EVT_750_0012278,BULL_SLOT_2,2024-04-29,09:19:00,VEDL_628,NIFTY_FMCG,BULL,3,3.37,0.929,-2.19,460.0,457.47,2.53,467.59,472.65,485.3,480.06,7.93,5.255,13.3,23
EVT_750_0012487,BULL_SLOT_2,2024-05-03,09:44:00,JIOFIN_674,NIFTY_BANK,BULL,4,5.29,0.824,-2.07,2902.0,2886.04,15.96,2949.88,2981.8,3061.6,3073.73,10.76,6.274,100.13,47
EVT_750_0012497,BULL_SLOT_2,2024-05-03,09:40:00,IDFCFIRSTB_439,NIFTY_METAL,BULL,3,5.27,0.912,-0.56,72.0,70.5,1.5,76.5,79.5,87.0,90.29,12.19,6.788,10.18,20
EVT_750_0012557,BULL_SLOT_2,2024-05-06,09:53:00,CANBK_435,NIFTY_FIN_SERVICE,BULL,6,3.71,0.975,-0.85,105.0,103.5,1.5,109.5,112.5,120.0,115.1,6.73,4.823,7.23,41
EVT_750_0012779,BULL_SLOT_2,2024-05-10,09:30:00,HDFCBANK,NIFTY_MEDIA,BULL,5,4.32,0.975,-0.96,1650.0,1640.93,9.07,1677.21,1695.35,1740.7,1724.92,8.26,5.374,48.74,61
EVT_750_0012858,BULL_SLOT_2,2024-05-14,09:33:00,CESC_339,NIFTY_FIN_SERVICE,BULL,6,4.16,0.891,-2.38,185.0,183.5,1.5,189.5,192.5,200.0,191.72,4.48,3.592,5.39,39
EVT_750_0012860,BULL_SLOT_2,2024-05-14,10:09:00,MPHASIS_599,NIFTY_INFRA,BULL,5,3.49,0.812,-1.67,2950.0,2933.78,16.22,2998.66,3031.1,3112.2,3100.2,9.26,5.734,93.01,47
EVT_750_0012932,BULL_SLOT_2,2024-05-15,09:19:00,CIPLA_375,NIFTY_FIN_SERVICE,BULL,5,4.32,0.819,-1.76,1540.0,1531.53,8.47,1565.41,1582.35,1624.7,1652.23,13.25,7.17,60.73,46
EVT_750_0012958,BULL_SLOT_2,2024-05-15,09:48:00,HAL_159,NIFTY_FIN_SERVICE,BULL,3,3.21,0.857,-2.37,4650.0,4624.43,25.57,4726.71,4777.85,4905.7,4991.1,13.34,7.202,184.16,55
EVT_750_0012981,BULL_SLOT_2,2024-05-15,09:38:00,GODREJPROP_630,NIFTY_MEDIA,BULL,5,3.56,0.902,-0.86,3100.0,3082.95,17.05,3151.15,3185.25,3270.5,3299.14,11.68,6.605,112.62,29
EVT_750_0013183,BULL_SLOT_2,2024-05-21,09:36:00,DIXON,NIFTY_BANK,BULL,5,4.72,0.876,-0.68,12400.0,12331.8,68.2,12604.6,12741.0,13082.0,12695.99,4.34,3.536,241.16,75
EVT_750_0013245,BULL_SLOT_2,2024-05-22,09:37:00,TORNTPOWER_336,NIFTY_CONSUMPTION,BULL,5,3.57,0.925,-1.99,1650.0,1640.93,9.07,1677.21,1695.35,1740.7,1679.66,3.27,3.108,28.19,83
EVT_750_0013259,BULL_SLOT_2,2024-05-22,09:23:00,BAJFINANCE,NIFTY_IT,BULL,3,4.83,0.87,-1.96,7150.0,7110.68,39.32,7267.96,7346.6,7543.2,7679.64,13.47,7.249,285.03,20
EVT_750_0013332,BULL_SLOT_2,2024-05-23,09:49:00,KPITTECH,NIFTY_PHARMA,BULL,5,3.43,0.923,-2.1,1650.0,1640.93,9.07,1677.21,1695.35,1740.7,1692.18,4.65,3.66,33.2,52
EVT_750_0013336,BULL_SLOT_2,2024-05-23,09:23:00,BANDHANBNK_322,NIFTY_ENERGY,BULL,3,5.45,0.938,-1.98,190.0,188.5,1.5,194.5,197.5,205.0,194.89,3.26,3.104,4.66,105
EVT_750_0013350,BULL_SLOT_2,2024-05-23,09:40:00,CHOLAFIN_738,NIFTY_MEDIA,BULL,4,3.05,0.82,-2.27,1480.0,1471.86,8.14,1504.42,1520.7,1561.4,1540.15,7.39,5.06,41.19,64
EVT_750_0013371,BULL_SLOT_2,2024-05-24,09:40:00,POWERGRID_382,NIFTY_ENERGY,BULL,6,3.34,0.959,-0.65,315.0,313.27,1.73,320.19,323.65,332.3,331.45,9.51,5.824,10.08,32
EVT_750_0013461,BULL_SLOT_2,2024-05-28,10:00:00,OBEROIRLTY_391,NIFTY_METAL,BULL,3,4.68,0.861,-2.48,1780.0,1770.21,9.79,1809.37,1828.95,1877.9,1894.93,11.74,6.626,64.87,38
EVT_750_0013467,BULL_SLOT_2,2024-05-28,10:11:00,BSE_206,NIFTY_BANK,BULL,5,3.66,0.837,-2.23,2650.0,2635.43,14.57,2693.71,2722.85,2795.7,2785.79,9.32,5.755,83.85,33
EVT_750_0013469,BULL_SLOT_2,2024-05-28,10:08:00,HAVELLS_469,NIFTY_AUTO,BULL,3,4.22,0.934,-1.09,1820.0,1809.99,10.01,1850.03,1870.05,1920.1,1962.44,14.23,7.523,75.31,24
EVT_750_0013507,BULL_SLOT_2,2024-05-28,09:43:00,IREDA_552,NIFTY_CONSUMPTION,BULL,5,5.47,0.928,-2.45,195.0,193.5,1.5,199.5,202.5,210.0,200.05,3.37,3.148,4.72,49
EVT_750_0013621,BULL_SLOT_2,2024-05-30,09:19:00,AMBER_712,NIFTY_FMCG,BULL,4,4.08,0.975,-1.93,4850.0,4823.33,26.67,4930.01,4983.35,5116.7,4942.28,3.46,3.184,84.92,116
EVT_750_0013743,BULL_SLOT_2,2024-06-03,09:38:00,MARUTI_493,NIFTY_AUTO,BULL,4,4.7,0.866,-0.6,1975.0,1964.14,10.86,2007.58,2029.3,2083.6,2113.68,12.77,6.997,75.99,45
EVT_750_0013764,BULL_SLOT_2,2024-06-04,09:19:00,ZYDUSLIFE_661,NIFTY_AUTO,BULL,4,3.79,0.927,-1.54,1050.0,1044.23,5.77,1067.31,1078.85,1107.7,1070.14,3.49,3.196,18.44,111
EVT_750_0013775,BULL_SLOT_2,2024-06-04,09:52:00,MOTILALOFS_211,NIFTY_METAL,BULL,4,4.97,0.801,-0.9,840.0,835.38,4.62,853.86,863.1,886.2,853.17,2.85,1.14,5.27,25
EVT_750_0013949,BULL_SLOT_2,2024-06-07,09:32:00,CIPLA_615,NIFTY_FIN_SERVICE,BULL,3,5.31,0.938,-1.65,1540.0,1531.53,8.47,1565.41,1582.35,1624.7,1623.6,9.87,5.953,50.42,34
EVT_750_0014094,BULL_SLOT_2,2024-06-11,09:31:00,HINDALCO_745,NIFTY_AUTO,BULL,3,3.55,0.868,-1.27,665.0,661.34,3.66,675.98,683.3,701.6,679.46,3.95,3.38,12.37,107
EVT_750_0014157,BULL_SLOT_2,2024-06-12,10:03:00,ADANIENT_139,NIFTY_METAL,BULL,5,3.64,0.895,-0.53,2920.0,2903.94,16.06,2968.18,3000.3,3080.6,2991.79,4.47,3.588,57.62,90
EVT_750_0014250,BULL_SLOT_2,2024-06-13,10:08:00,ADANIPORTS_740,NIFTY_PHARMA,BULL,3,4.17,0.844,-0.61,1420.0,1412.19,7.81,1443.43,1459.05,1498.1,1467.64,6.1,4.596,35.89,29
EVT_750_0014388,BULL_SLOT_2,2024-06-17,10:08:00,ZOMATO_170,NIFTY_BANK,BULL,4,3.89,0.94,-1.29,265.0,263.5,1.5,269.5,272.5,280.0,283.48,12.32,6.835,10.25,49
EVT_750_0014602,BULL_SLOT_2,2024-06-21,09:18:00,HUDCO_193,NIFTY_AUTO,BULL,6,3.34,0.918,-0.91,220.0,218.5,1.5,224.5,227.5,235.0,238.62,12.41,6.868,10.3,52
EVT_750_0014605,BEAR_SLOT_1,2022-01-03,09:52:00,HAVELLS_469,NIFTY_AUTO,BEAR,5,4.67,0.901,-1.02,1820.0,1809.99,10.01,1850.03,1870.05,1920.1,1914.09,9.4,5.784,57.9,65
EVT_750_0014607,BEAR_SLOT_1,2022-01-03,09:26:00,BSE_566,NIFTY_BANK,BEAR,5,5.16,0.89,-1.62,2650.0,2635.43,14.57,2693.71,2722.85,2795.7,2780.4,8.95,5.622,81.91,15
EVT_750_0014669,BEAR_SLOT_1,2022-01-04,09:34:00,AUROPHARMA_660,NIFTY_CONSUMPTION,BEAR,6,5.0,0.885,-1.47,1420.0,1412.19,7.81,1443.43,1459.05,1498.1,1469.2,6.3,4.668,36.46,38
EVT_750_0014691,BEAR_SLOT_1,2022-01-04,09:49:00,TORNTPOWER,NIFTY_CONSUMPTION,BEAR,4,4.06,0.829,-1.35,1650.0,1640.93,9.07,1677.21,1695.35,1740.7,1769.18,13.14,7.13,64.67,34
EVT_750_0014744,BEAR_SLOT_1,2022-01-05,10:00:00,DRREDDY_496,NIFTY_FMCG,BEAR,5,5.29,0.853,-2.22,6450.0,6414.52,35.48,6556.44,6627.4,6804.8,6631.66,5.12,4.243,150.54,27
EVT_750_0014761,BEAR_SLOT_1,2022-01-05,09:43:00,VBL_157,NIFTY_AUTO,BEAR,6,5.03,0.965,-1.97,1520.0,1511.64,8.36,1545.08,1561.8,1603.6,1599.75,9.54,5.834,48.77,52
EVT_750_0014860,BEAR_SLOT_1,2022-01-07,10:05:00,ONGC,NIFTY_CONSUMPTION,BEAR,6,3.18,0.824,-2.48,295.0,293.38,1.62,299.86,303.1,311.2,313.44,11.38,6.497,10.53,21
EVT_750_0014886,BEAR_SLOT_1,2022-01-07,09:27:00,GODREJPROP_390,NIFTY_MEDIA,BEAR,6,4.12,0.926,-0.81,3100.0,3082.95,17.05,3151.15,3185.25,3270.5,3174.34,4.36,3.544,60.43,27
EVT_750_0014887,BEAR_SLOT_1,2022-01-07,09:27:00,PRESTIGE_152,NIFTY_PHARMA,BEAR,4,4.55,0.868,-1.61,1720.0,1710.54,9.46,1748.38,1767.3,1814.6,1784.8,6.85,4.866,46.03,26
EVT_750_0014925,BEAR_SLOT_1,2022-01-10,09:48:00,HDFCBANK_606,NIFTY_MEDIA,BEAR,4,3.79,0.913,-1.74,1650.0,1640.93,9.07,1677.21,1695.35,1740.7,1700.07,5.52,4.387,39.79,62
EVT_750_0015050,BEAR_SLOT_1,2022-01-12,09:57:00,ADANIENT_619,NIFTY_METAL,BEAR,4,5.24,0.836,-2.46,2920.0,2903.94,16.06,2968.18,3000.3,3080.6,2982.63,3.9,3.36,53.96,86
EVT_750_0015092,BEAR_SLOT_1,2022-01-12,10:15:00,BAJFINANCE_377,NIFTY_IT,BEAR,4,3.5,0.917,-0.75,7150.0,7110.68,39.32,7267.96,7346.6,7543.2,7516.86,9.33,5.759,226.44,28
EVT_750_0015138,BEAR_SLOT_1,2022-01-13,10:14:00,HAVELLS_229,NIFTY_AUTO,BEAR,6,4.63,0.886,-2.19,1820.0,1809.99,10.01,1850.03,1870.05,1920.1,1884.56,6.45,4.722,47.27,40
EVT_750_0015172,BEAR_SLOT_1,2022-01-14,09:26:00,NHPC_577,NIFTY_AUTO,BEAR,6,5.31,0.881,-2.46,88.0,86.5,1.5,92.5,95.5,103.0,103.12,10.08,6.029,9.04,31
EVT_750_0015244,BEAR_SLOT_1,2022-01-17,10:10:00,LTIM_525,NIFTY_REALTY,BEAR,4,3.88,0.93,-1.91,5850.0,5817.83,32.17,5946.51,6010.85,6171.7,6258.24,12.69,6.968,224.16,18
EVT_750_0015253,BEAR_SLOT_1,2022-01-17,10:04:00,IEX_570,NIFTY_MEDIA,BEAR,3,3.0,0.884,-0.68,195.0,193.5,1.5,199.5,202.5,210.0,200.88,3.92,3.368,5.05,82
EVT_750_0015266,BEAR_SLOT_1,2022-01-17,09:43:00,TCS,NIFTY_ENERGY,BEAR,5,5.42,0.839,-1.91,4280.0,4256.46,23.54,4350.62,4397.7,4515.4,4392.05,4.76,3.704,87.19,54
EVT_750_0015276,BEAR_SLOT_1,2022-01-17,09:25:00,TECHM_646,NIFTY_ENERGY,BEAR,5,3.16,0.823,-0.8,1560.0,1551.42,8.58,1585.74,1602.9,1645.8,1637.65,9.05,5.658,48.55,39
EVT_750_0015293,BEAR_SLOT_1,2022-01-17,10:05:00,DIVISLAB_426,NIFTY_MEDIA,BEAR,4,4.38,0.946,-0.77,5100.0,5071.95,28.05,5184.15,5240.25,5380.5,5354.41,9.07,5.665,158.9,36
EVT_750_0015358,BEAR_SLOT_1,2022-01-18,09:43:00,SUZLON_700,NIFTY_FMCG,BEAR,3,3.4,0.912,-1.22,75.0,73.5,1.5,79.5,82.5,90.0,92.91,11.94,6.698,10.05,21
EVT_750_0015664,BEAR_SLOT_1,2022-01-25,09:44:00,PNB_436,NIFTY_FMCG,BEAR,5,4.95,0.826,-0.91,102.0,100.5,1.5,106.5,109.5,117.0,107.99,3.99,3.396,5.09,119
EVT_750_0015715,BEAR_SLOT_1,2022-01-26,09:39:00,SBIN_368,NIFTY_PHARMA,BEAR,6,3.93,0.933,-1.27,825.0,820.46,4.54,838.62,847.7,870.4,844.2,4.23,3.492,15.85,111
EVT_750_0015746,BEAR_SLOT_1,2022-01-26,10:06:00,MUTHOOTFIN_187,NIFTY_METAL,BEAR,4,3.86,0.919,-1.12,1850.0,1839.83,10.17,1880.51,1900.85,1951.7,1889.87,3.92,3.368,34.25,96
EVT_750_0015750,BEAR_SLOT_1,2022-01-26,09:56:00,BSE_566,NIFTY_BANK,BEAR,3,3.25,0.895,-0.97,2650.0,2635.43,14.57,2693.71,2722.85,2795.7,2840.28,13.06,7.102,103.48,28
EVT_750_0015782,BEAR_SLOT_1,2022-01-27,09:54:00,NESTLEIND_635,NIFTY_INFRA,BEAR,4,3.8,0.945,-1.69,2450.0,2436.53,13.47,2490.41,2517.35,2584.7,2552.64,7.62,5.143,69.28,53
EVT_750_0015924,BEAR_SLOT_1,2022-01-31,10:11:00,ZOMATO_410,NIFTY_BANK,BEAR,3,3.8,0.974,-1.7,265.0,263.5,1.5,269.5,272.5,280.0,270.8,3.87,3.348,5.02,54
EVT_750_0016144,BEAR_SLOT_1,2022-02-04,10:11:00,DRREDDY_616,NIFTY_FMCG,BEAR,5,4.69,0.846,-2.21,6450.0,6414.52,35.48,6556.44,6627.4,6804.8,6550.05,2.82,1.128,40.02,87
EVT_750_0016153,BEAR_SLOT_1,2022-02-07,09:44:00,KALYANKJIL_413,NIFTY_IT,BEAR,4,4.9,0.801,-1.6,680.0,676.26,3.74,691.22,698.7,717.4,694.32,3.83,3.332,12.46,85
EVT_750_0016187,BEAR_SLOT_1,2022-02-07,10:12:00,BIOCON_663,NIFTY_FIN_SERVICE,BEAR,4,3.57,0.808,-0.51,345.0,343.1,1.9,350.7,354.5,364.0,369.83,13.07,7.105,13.5,27
EVT_750_0016265,BEAR_SLOT_1,2022-02-08,09:24:00,FEDERALBNK_440,NIFTY_PHARMA,BEAR,5,5.5,0.954,-2.21,185.0,183.5,1.5,189.5,192.5,200.0,201.26,10.84,6.302,9.45,62
