Original_Symbol,Clean_Symbol,Session_Date,Trigger_Time,Outcome,Failing_Gate,Score,Reason
HINDALCO_745,HINDALCO,2024-06-11,09:31:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ADANIENT_139,ADANIENT,2024-06-12,10:03:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ADANIPORTS_740,ADANIPORTS,2024-06-13,10:08:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ZOMATO_170,ZOMATO,2024-06-17,10:08:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
HUDCO_193,HUDCO,2024-06-21,09:18:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
HAVELLS_469,HAVELLS,2022-01-03,09:52:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
BSE_566,BSE,2022-01-03,09:26:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
AUROPHARMA_660,AUROPHARMA,2022-01-04,09:34:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
TORNTPOWER,TORNTPOWER,2022-01-04,09:49:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
DRREDDY_496,DRREDDY,2022-01-05,10:00:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
VBL_157,VBL,2022-01-05,09:43:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ONGC,ONGC,2022-01-07,10:05:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
GODREJPROP_390,GODREJPROP,2022-01-07,09:27:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
PRESTIGE_152,PRESTIGE,2022-01-07,09:27:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
HDFCBANK_606,HDFCBANK,2022-01-10,09:48:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ADANIENT_619,ADANIENT,2022-01-12,09:57:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
BAJFINANCE_377,BAJFINANCE,2022-01-12,10:15:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
HAVELLS_229,HAVELLS,2022-01-13,10:14:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
NHPC_577,NHPC,2022-01-14,09:26:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
LTIM_525,LTIM,2022-01-17,10:10:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
IEX_570,IEX,2022-01-17,10:04:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
TCS,TCS,2022-01-17,09:43:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
TECHM_646,TECHM,2022-01-17,09:25:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
DIVISLAB_426,DIVISLAB,2022-01-17,10:05:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
SUZLON_700,SUZLON,2022-01-18,09:43:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
PNB_436,PNB,2022-01-25,09:44:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
SBIN_368,SBIN,2022-01-26,09:39:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
MUTHOOTFIN_187,MUTHOOTFIN,2022-01-26,10:06:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
BSE_566,BSE,2022-01-26,09:56:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
NESTLEIND_635,NESTLEIND,2022-01-27,09:54:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ZOMATO_410,ZOMATO,2022-01-31,10:11:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
DRREDDY_616,DRREDDY,2022-02-04,10:11:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
KALYANKJIL_413,KALYANKJIL,2022-02-07,09:44:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
BIOCON_663,BIOCON,2022-02-07,10:12:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
FEDERALBNK_440,FEDERALBNK,2022-02-08,09:24:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
DRREDDY_496,DRREDDY,2022-02-09,09:43:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
TECHM_406,TECHM,2022-02-09,09:24:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
INOWIND_701,INOWIND,2022-02-10,09:40:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
THERMAX_343,THERMAX,2022-02-10,09:57:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
PERSISTENT_408,PERSISTENT,2022-02-10,09:44:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
IREDA_192,IREDA,2022-02-10,09:38:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
DRREDDY_736,DRREDDY,2022-02-14,09:28:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
IEX_450,IEX,2022-02-14,09:56:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
BIOCON_423,BIOCON,2022-02-15,09:52:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
DIXON_722,DIXON,2022-02-16,09:28:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
KEC_704,KEC,2022-02-17,09:43:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
CDSL,CDSL,2022-02-18,09:59:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
GLENMARK_542,GLENMARK,2022-02-21,10:10:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
UNIONBANK_198,UNIONBANK,2022-02-23,09:34:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
BRITANNIA_156,BRITANNIA,2022-02-23,10:11:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
HAVELLS_589,HAVELLS,2022-03-07,09:55:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
DMART,DMART,2022-03-09,09:41:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
SUNPHARMA_734,SUNPHARMA,2022-03-09,09:43:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
MAXHEALTH_537,MAXHEALTH,2022-03-11,09:28:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
JUBLFOOD_654,JUBLFOOD,2022-03-14,09:43:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
JSWSTEEL_387,JSWSTEEL,2022-03-16,09:38:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
DIVISLAB_426,DIVISLAB,2022-03-17,09:42:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
PERSISTENT_648,PERSISTENT,2022-03-17,09:33:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
KOTAKBANK_684,KOTAKBANK,2022-03-22,10:00:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
SYRMA_714,SYRMA,2022-03-23,09:21:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ITC_513,ITC,2022-03-24,09:57:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
WIPRO_167,WIPRO,2022-03-25,09:38:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
SBIN_248,SBIN,2022-03-30,09:18:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
PNB,PNB,2022-04-01,09:25:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
DIXON_591,DIXON,2022-04-04,09:34:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
TATAMOTORS_611,TATAMOTORS,2022-04-05,10:04:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
BHARTIARTL_244,BHARTIARTL,2022-04-07,09:27:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
AUBANK_681,AUBANK,2022-04-12,10:01:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ALKEM_185,ALKEM,2022-04-13,09:32:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ITC_753,ITC,2022-04-14,10:07:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
CUMMINSIND_466,CUMMINSIND,2022-04-18,09:22:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
PERSISTENT_168,PERSISTENT,2022-04-20,09:24:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
LTIM_645,LTIM,2022-04-21,09:56:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
CUMMINSIND_466,CUMMINSIND,2022-04-25,10:15:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
JSWSTEEL_387,JSWSTEEL,2022-04-26,09:34:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
SHRIRAMFIN_309,SHRIRAMFIN,2022-04-27,10:13:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
PIDILITIND_642,PIDILITIND,2022-05-03,09:22:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ICICIBANK_727,ICICIBANK,2022-05-03,10:12:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
HDFCBANK_366,HDFCBANK,2022-05-03,09:53:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
TRENT,TRENT,2022-05-03,10:13:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
TITAN_400,TITAN,2022-05-03,09:27:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
COFORGE,COFORGE,2022-05-03,09:47:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
KEC,KEC,2022-05-05,09:33:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
BAJFINANCE_497,BAJFINANCE,2022-05-09,09:45:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
SUZLON_460,SUZLON,2022-05-10,09:32:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
YESBANK_685,YESBANK,2022-05-12,10:06:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
FORTIS,FORTIS,2022-05-13,10:05:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
MAXHEALTH_177,MAXHEALTH,2022-05-17,09:23:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
DIVISLAB_186,DIVISLAB,2022-05-18,10:09:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
INDUSINDBK_683,INDUSINDBK,2022-05-23,10:04:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
IDFCFIRSTB_319,IDFCFIRSTB,2022-05-27,09:25:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
HAVELLS_229,HAVELLS,2022-05-30,09:37:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ASIANPAINT_521,ASIANPAINT,2022-05-31,09:52:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ABB_404,ABB,2022-05-31,10:02:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
TORNTPOWER_216,TORNTPOWER,2022-06-01,09:32:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
TATAMOTORS_131,TATAMOTORS,2022-06-02,10:07:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
JIOFIN_194,JIOFIN,2022-06-03,10:00:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
CANBK_555,CANBK,2022-06-08,09:32:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
SIEMENS_283,SIEMENS,2022-06-16,10:01:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
BRITANNIA_396,BRITANNIA,2022-06-17,09:30:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
POLYCAB,POLYCAB,2022-06-17,09:49:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
MUTHOOTFIN_307,MUTHOOTFIN,2022-06-23,10:11:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
LTTS_718,LTTS,2022-06-23,09:24:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
JSWENERGY_695,JSWENERGY,2022-06-23,09:56:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
DLF_629,DLF,2022-07-04,09:22:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
COFORGE_720,COFORGE,2022-07-05,09:29:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
JIOFIN,JIOFIN,2022-07-07,09:53:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
BHEL_222,BHEL,2022-07-08,10:06:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
COFORGE_720,COFORGE,2022-07-11,09:44:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ZYDUSLIFE_181,ZYDUSLIFE,2022-07-15,09:21:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
TRENT_721,TRENT,2022-07-15,09:50:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
TRENT_241,TRENT,2022-07-18,09:32:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
KALPATPOWR,KALPATPOWR,2022-07-19,09:46:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
KPITTECH,KPITTECH,2022-07-19,09:50:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
INOWIND_581,INOWIND,2022-07-20,09:41:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
RELIANCE_125,RELIANCE,2022-07-20,09:30:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ASIANPAINT_521,ASIANPAINT,2022-07-21,09:48:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
HAL_639,HAL,2022-07-25,09:57:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
CIPLA_495,CIPLA,2022-07-26,09:29:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
HUDCO_673,HUDCO,2022-08-01,09:29:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
HINDALCO_745,HINDALCO,2022-08-04,09:51:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
GLENMARK_542,GLENMARK,2022-08-04,09:36:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
JIOFIN_314,JIOFIN,2022-08-05,10:12:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
KALYANKJIL_653,KALYANKJIL,2022-08-05,09:28:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
DIXON_722,DIXON,2022-08-05,09:48:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
SUNPHARMA,SUNPHARMA,2022-08-09,09:37:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
MCX_208,MCX,2022-08-10,09:31:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
OBEROIRLTY_751,OBEROIRLTY,2022-08-11,09:48:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
RECLTD_551,RECLTD,2022-08-11,09:47:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
BAJFINANCE_137,BAJFINANCE,2022-08-12,09:57:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
IEX_570,IEX,2022-08-12,09:46:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
PFC_550,PFC,2022-08-17,09:55:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ADANIPORTS_500,ADANIPORTS,2022-08-17,09:27:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
SIEMENS_283,SIEMENS,2022-08-18,09:56:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
CDSL_327,CDSL,2022-08-18,09:27:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ZOMATO_290,ZOMATO,2022-08-19,09:25:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
KPITTECH_596,KPITTECH,2022-08-19,09:20:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ALKEM_665,ALKEM,2022-08-22,10:02:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ADANIGREEN_693,ADANIGREEN,2022-08-24,09:20:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
TATASTEEL_266,TATASTEEL,2022-08-24,10:14:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
GODREJPROP_510,GODREJPROP,2022-08-24,09:43:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
TRENT_481,TRENT,2022-08-26,09:45:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
MARUTI_253,MARUTI,2022-08-29,09:51:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
M&M_252,M&M,2022-08-31,09:37:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
IEX_210,IEX,2022-09-01,09:37:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
MCX_448,MCX,2022-09-05,10:02:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
MOTILALOFS_571,MOTILALOFS,2022-09-12,09:49:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
YESBANK_565,YESBANK,2022-09-14,09:29:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
OBEROIRLTY_631,OBEROIRLTY,2022-09-14,09:52:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
VOLTAS_467,VOLTAS,2022-09-14,10:03:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
FEDERALBNK_320,FEDERALBNK,2022-09-14,10:10:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
GODREJPROP,GODREJPROP,2022-09-15,09:30:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
FORTIS_538,FORTIS,2022-09-19,09:52:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ICICIBANK_127,ICICIBANK,2022-09-19,09:44:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
JSWSTEEL_267,JSWSTEEL,2022-09-19,10:01:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
SWIGGY_291,SWIGGY,2022-09-20,09:20:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
MANAPPURAM_188,MANAPPURAM,2022-09-20,10:07:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
PIDILITIND_402,PIDILITIND,2022-09-22,10:15:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
SBIN_248,SBIN,2022-09-23,09:36:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
PERSISTENT_408,PERSISTENT,2022-09-26,10:08:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
KOTAKBANK_324,KOTAKBANK,2022-09-30,09:40:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
TATAMOTORS_611,TATAMOTORS,2022-10-04,09:27:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
SUNPHARMA_614,SUNPHARMA,2022-10-07,09:53:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
SUNPHARMA_734,SUNPHARMA,2022-10-07,09:27:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
TITAN_640,TITAN,2022-10-10,09:58:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
HAVELLS_589,HAVELLS,2022-10-10,09:56:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
CROMPTON_350,CROMPTON,2022-10-11,09:51:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
INDUSINDBK_563,INDUSINDBK,2022-10-11,09:18:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
DLF_749,DLF,2022-10-14,09:50:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
DMART_172,DMART,2022-10-14,10:14:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
VEDL_748,VEDL,2022-10-18,09:47:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
TRENT_721,TRENT,2022-10-21,09:45:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
BIOCON_423,BIOCON,2022-10-25,09:44:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
HAL_519,HAL,2022-10-25,09:54:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
PIDILITIND_162,PIDILITIND,2022-10-26,09:37:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
ITC,ITC,2022-11-01,09:35:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
OBEROIRLTY_751,OBEROIRLTY,2022-11-02,09:58:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
SYRMA_354,SYRMA,2022-11-04,09:55:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
TATASTEEL,TATASTEEL,2022-11-08,09:27:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
VEDL_148,VEDL,2022-11-14,09:42:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
MPHASIS_719,MPHASIS,2022-11-14,09:27:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
SUZLON_460,SUZLON,2022-11-15,09:35:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
SIEMENS_403,SIEMENS,2022-11-16,09:27:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
GODREJPROP_150,GODREJPROP,2022-11-16,09:31:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
POLYCAB_123,POLYCAB,2022-11-16,09:34:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
TCS_610,TCS,2022-11-17,10:10:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
BANKBARODA_437,BANKBARODA,2022-11-18,09:50:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
SIEMENS_643,SIEMENS,2022-11-22,09:38:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
MARUTI_733,MARUTI,2022-11-23,10:13:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
IDFCFIRSTB_439,IDFCFIRSTB,2022-11-28,09:32:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
KPITTECH_596,KPITTECH,2022-11-29,09:45:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
LTTS_718,LTTS,2022-11-29,09:38:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
KALYANKJIL,KALYANKJIL,2022-12-01,09:30:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
NHPC_337,NHPC,2022-12-07,09:50:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
AUBANK_681,AUBANK,2022-12-15,10:02:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
CDSL_567,CDSL,2022-12-15,09:59:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
JSWSTEEL_387,JSWSTEEL,2022-12-16,09:59:00,REJECT,DATA_INSUFFICIENT,0.0,Missing or insufficient 5m bars (< 2)
