sample_name,event_id,symbol,sector,session_date,decision_timestamp,regime,v529_rank,v530_rank,v529_selected,v530_selected,v529_r,v530_r,cause,paired_delta_r,entry_price,stop_loss,target_price
SAMPLE_A,EVT_SAMPLE_A_005495,M&M,NIFTY_AUTO,2023-08-10,2023-08-10T15:30:00,CHOPPY_RANGE,,1,0,1,0.0,2.465,VETO_PRUNING,2.465,671.23,647.23,722.59
SAMPLE_A,EVT_SAMPLE_A_005497,CHOLAFIN,NIFTY_FIN_SERVICE,2023-08-10,2023-08-10T15:30:00,CHOPPY_RANGE,1,4,1,0,-0.06,0.0,DYNAMIC_CAPACITY,0.06,1734.02,1671.33,1876.77
SAMPLE_A,EVT_SAMPLE_A_005517,NTPC,NIFTY_ENERGY,2023-08-10,2023-08-10T15:30:00,CHOPPY_RANGE,2,6,1,0,-0.967,0.0,45M_CONFIRMATION,0.967,2462.98,2385.38,2619.69
SAMPLE_A,EVT_SAMPLE_A_005518,PRESTIGE,NIFTY_REALTY,2023-08-10,2023-08-10T15:30:00,CHOPPY_RANGE,,2,0,1,0.0,1.324,VETO_PRUNING,1.324,745.31,731.86,818.9
SAMPLE_A,EVT_SAMPLE_A_005520,VEDL,NIFTY_METAL,2023-08-10,2023-08-10T15:30:00,CHOPPY_RANGE,4,9,1,0,1.352,0.0,DYNAMIC_CAPACITY,-1.352,805.86,782.65,864.76
SAMPLE_A,EVT_SAMPLE_A_005545,RELIANCE,NIFTY_ENERGY,2023-08-11,2023-08-11T15:30:00,STRONG_BULL,2,8,1,0,-0.492,0.0,45M_CONFIRMATION,0.492,2653.72,2601.96,2932.0
SAMPLE_A,EVT_SAMPLE_A_005571,JIOFIN,NIFTY_FIN_SERVICE,2023-08-14,2023-08-14T15:30:00,CHOPPY_RANGE,4,6,1,0,3.529,0.0,DYNAMIC_CAPACITY,-3.529,1770.27,1711.39,1945.78
SAMPLE_A,EVT_SAMPLE_A_005585,HINDALCO,NIFTY_METAL,2023-08-14,2023-08-14T15:30:00,CHOPPY_RANGE,5,12,1,0,-0.814,0.0,DYNAMIC_CAPACITY,0.814,3492.91,3403.99,3767.14
SAMPLE_A,EVT_SAMPLE_A_005636,NESTLEIND,NIFTY_FMCG,2023-08-16,2023-08-16T15:30:00,STRONG_BULL,5,13,1,0,-0.078,0.0,FOCUSED_MODEL_G,0.078,2307.16,2238.24,2515.57
SAMPLE_A,EVT_SAMPLE_A_005653,TRENT,NIFTY_CONSUMPTION,2023-08-16,2023-08-16T15:30:00,STRONG_BULL,3,4,1,0,-0.975,0.0,45M_CONFIRMATION,0.975,1923.34,1887.6,2089.35
SAMPLE_A,EVT_SAMPLE_A_005668,PRESTIGE,NIFTY_REALTY,2023-08-17,2023-08-17T15:30:00,NEUTRAL_BULL,3,7,1,0,0.814,0.0,DYNAMIC_CAPACITY,-0.814,2216.45,2150.75,2429.44
SAMPLE_A,EVT_SAMPLE_A_005674,VBL,NIFTY_FMCG,2023-08-17,2023-08-17T15:30:00,NEUTRAL_BULL,,2,0,1,0.0,0.371,VETO_PRUNING,0.371,720.21,697.73,826.82
SAMPLE_A,EVT_SAMPLE_A_005697,HINDUNILVR,NIFTY_FMCG,2023-08-17,2023-08-17T15:30:00,NEUTRAL_BULL,,4,0,1,0.0,-0.376,VETO_PRUNING,-0.376,1040.78,1019.55,1169.5
SAMPLE_A,EVT_SAMPLE_A_005720,JIOFIN,NIFTY_FIN_SERVICE,2023-08-18,2023-08-18T15:30:00,CHOPPY_RANGE,,2,0,1,0.0,4.398,VETO_PRUNING,4.398,2675.07,2630.06,2849.15
SAMPLE_A,EVT_SAMPLE_A_005722,SBIN,NIFTY_BANK,2023-08-18,2023-08-18T15:30:00,CHOPPY_RANGE,2,9,1,0,0.363,0.0,DYNAMIC_CAPACITY,-0.363,1586.57,1559.57,1782.56
SAMPLE_A,EVT_SAMPLE_A_005730,DRREDDY,NIFTY_PHARMA,2023-08-18,2023-08-18T15:30:00,CHOPPY_RANGE,5,17,1,0,-0.214,0.0,DYNAMIC_CAPACITY,0.214,3042.71,2961.02,3467.76
SAMPLE_A,EVT_SAMPLE_A_005734,DRREDDY,NIFTY_PHARMA,2023-08-21,2023-08-21T15:30:00,NEUTRAL_BULL,,1,0,1,0.0,2.286,VETO_PRUNING,2.286,3170.13,3059.73,3474.43
SAMPLE_A,EVT_SAMPLE_A_005754,ONGC,NIFTY_ENERGY,2023-08-21,2023-08-21T15:30:00,NEUTRAL_BULL,4,5,1,0,0.731,0.0,DYNAMIC_CAPACITY,-0.731,2331.88,2256.13,2552.73
SAMPLE_A,EVT_SAMPLE_A_005761,PIDILITIND,NIFTY_CONSUMPTION,2023-08-22,2023-08-22T15:30:00,STRONG_BULL,4,7,1,0,0.629,0.0,FOCUSED_MODEL_G,-0.629,2675.48,2608.59,2844.52
SAMPLE_A,EVT_SAMPLE_A_005765,BHARTIARTL,NIFTY_INFRA,2023-08-22,2023-08-22T15:30:00,STRONG_BULL,,1,0,1,0.0,1.752,VETO_PRUNING,1.752,1931.37,1870.86,2110.11
SAMPLE_A,EVT_SAMPLE_A_005774,TATASTEEL,NIFTY_METAL,2023-08-22,2023-08-22T15:30:00,STRONG_BULL,5,9,1,0,-0.345,0.0,45M_CONFIRMATION,0.345,2919.97,2843.93,3149.43
SAMPLE_A,EVT_SAMPLE_A_005783,DRREDDY,NIFTY_PHARMA,2023-08-22,2023-08-22T15:30:00,STRONG_BULL,,5,0,1,0.0,0.643,VETO_PRUNING,0.643,1944.6,1887.24,2117.32
SAMPLE_A,EVT_SAMPLE_A_005791,VEDL,NIFTY_METAL,2023-08-23,2023-08-23T15:30:00,NEUTRAL_BULL,,2,0,1,0.0,-0.412,VETO_PRUNING,-0.412,3067.18,2991.63,3525.34
SAMPLE_A,EVT_SAMPLE_A_005802,DIXON,NIFTY_IT,2023-08-23,2023-08-23T15:30:00,NEUTRAL_BULL,2,8,1,0,0.445,0.0,DYNAMIC_CAPACITY,-0.445,603.18,587.35,689.46
SAMPLE_A,EVT_SAMPLE_A_005808,GODREJPROP,NIFTY_REALTY,2023-08-23,2023-08-23T15:30:00,NEUTRAL_BULL,4,7,1,0,2.782,0.0,DYNAMIC_CAPACITY,-2.782,1588.13,1541.91,1814.54
SAMPLE_A,EVT_SAMPLE_A_005816,DLF,NIFTY_REALTY,2023-08-24,2023-08-24T15:30:00,STRONG_BULL,4,25,1,0,-0.656,0.0,FOCUSED_MODEL_G,0.656,1283.82,1249.06,1452.43
SAMPLE_A,EVT_SAMPLE_A_005833,ITC,NIFTY_FMCG,2023-08-24,2023-08-24T15:30:00,STRONG_BULL,,4,0,1,0.0,1.411,VETO_PRUNING,1.411,2535.41,2491.86,2913.01
SAMPLE_A,EVT_SAMPLE_A_005838,BHARTIARTL,NIFTY_INFRA,2023-08-24,2023-08-24T15:30:00,STRONG_BULL,,3,0,1,0.0,-0.857,VETO_PRUNING,-0.857,2890.76,2840.21,3179.01
SAMPLE_A,EVT_SAMPLE_A_005841,SUNPHARMA,NIFTY_PHARMA,2023-08-24,2023-08-24T15:30:00,STRONG_BULL,3,14,1,0,-0.783,0.0,45M_CONFIRMATION,0.783,2085.0,2041.18,2348.97
SAMPLE_A,EVT_SAMPLE_A_005853,GODREJPROP,NIFTY_REALTY,2023-08-25,2023-08-25T15:30:00,NEUTRAL_BULL,5,6,1,0,1.426,0.0,DYNAMIC_CAPACITY,-1.426,1383.51,1348.27,1558.1
SAMPLE_A,EVT_SAMPLE_A_005878,SBIN,NIFTY_BANK,2023-08-28,2023-08-28T15:30:00,NEUTRAL_BULL,4,5,1,0,-0.684,0.0,45M_CONFIRMATION,0.684,3405.26,3318.75,3660.72
SAMPLE_A,EVT_SAMPLE_A_005888,BHARTIARTL,NIFTY_INFRA,2023-08-28,2023-08-28T15:30:00,NEUTRAL_BULL,5,4,1,0,-0.293,0.0,45M_CONFIRMATION,0.293,568.11,549.74,648.01
SAMPLE_A,EVT_SAMPLE_A_005922,DIXON,NIFTY_IT,2023-08-29,2023-08-29T15:30:00,STRONG_BULL,3,9,1,0,1.362,0.0,FOCUSED_MODEL_G,-1.362,758.45,737.91,842.17
SAMPLE_A,EVT_SAMPLE_A_005929,ICICIBANK,NIFTY_BANK,2023-08-29,2023-08-29T15:30:00,STRONG_BULL,,2,0,1,0.0,4.151,VETO_PRUNING,4.151,1863.21,1816.84,2046.89
SAMPLE_A,EVT_SAMPLE_A_005930,TITAN,NIFTY_CONSUMPTION,2023-08-29,2023-08-29T15:30:00,STRONG_BULL,2,5,1,0,-0.454,0.0,45M_CONFIRMATION,0.454,1415.33,1385.5,1549.32
SAMPLE_A,EVT_SAMPLE_A_005932,INFY,NIFTY_IT,2023-08-29,2023-08-29T15:30:00,STRONG_BULL,4,11,1,0,0.373,0.0,FOCUSED_MODEL_G,-0.373,1145.94,1121.96,1269.03
SAMPLE_A,EVT_SAMPLE_A_005937,ADANIPORTS,NIFTY_INFRA,2023-08-29,2023-08-29T15:30:00,STRONG_BULL,,3,0,1,0.0,-0.909,VETO_PRUNING,-0.909,3055.18,2933.81,3352.82
SAMPLE_A,EVT_SAMPLE_A_005940,ONGC,NIFTY_ENERGY,2023-08-29,2023-08-29T15:30:00,STRONG_BULL,5,6,1,0,4.362,0.0,FOCUSED_MODEL_G,-4.362,1728.63,1688.81,1956.17
SAMPLE_A,EVT_SAMPLE_A_005975,PIDILITIND,NIFTY_CONSUMPTION,2023-08-30,2023-08-30T15:30:00,CHOPPY_RANGE,4,5,1,0,1.397,0.0,DYNAMIC_CAPACITY,-1.397,2184.02,2109.86,2492.67
SAMPLE_A,EVT_SAMPLE_A_005979,HINDUNILVR,NIFTY_FMCG,2023-08-30,2023-08-30T15:30:00,CHOPPY_RANGE,5,9,1,0,0.22,0.0,DYNAMIC_CAPACITY,-0.22,1997.41,1935.93,2181.47
SAMPLE_A,EVT_SAMPLE_A_005985,JIOFIN,NIFTY_FIN_SERVICE,2023-08-31,2023-08-31T15:30:00,NEUTRAL_BULL,4,9,1,0,0.112,0.0,DYNAMIC_CAPACITY,-0.112,1976.7,1944.22,2160.93
SAMPLE_A,EVT_SAMPLE_A_005986,CHOLAFIN,NIFTY_FIN_SERVICE,2023-08-31,2023-08-31T15:30:00,NEUTRAL_BULL,3,4,1,0,-0.241,0.0,45M_CONFIRMATION,0.241,3213.19,3149.71,3515.39
SAMPLE_A,EVT_SAMPLE_A_005989,TATAMOTORS,NIFTY_AUTO,2023-08-31,2023-08-31T15:30:00,NEUTRAL_BULL,5,5,1,0,0.161,0.0,DYNAMIC_CAPACITY,-0.161,3338.07,3215.4,3598.58
SAMPLE_A,EVT_SAMPLE_A_005997,NTPC,NIFTY_ENERGY,2023-08-31,2023-08-31T15:30:00,NEUTRAL_BULL,2,2,1,0,-0.48,0.0,45M_CONFIRMATION,0.48,1717.89,1650.97,1825.05
SAMPLE_A,EVT_SAMPLE_A_006014,PRESTIGE,NIFTY_REALTY,2023-09-01,2023-09-01T15:30:00,NEUTRAL_BULL,,3,0,1,0.0,1.912,VETO_PRUNING,1.912,630.92,610.56,701.32
SAMPLE_A,EVT_SAMPLE_A_006027,NTPC,NIFTY_ENERGY,2023-09-01,2023-09-01T15:30:00,NEUTRAL_BULL,,1,0,1,0.0,2.349,VETO_PRUNING,2.349,1159.14,1133.75,1246.36
SAMPLE_A,EVT_SAMPLE_A_006042,PERSISTENT,NIFTY_IT,2023-09-01,2023-09-01T15:30:00,NEUTRAL_BULL,3,8,1,0,0.305,0.0,DYNAMIC_CAPACITY,-0.305,1385.22,1332.84,1567.37
SAMPLE_A,EVT_SAMPLE_A_006044,ICICIBANK,NIFTY_BANK,2023-09-01,2023-09-01T15:30:00,NEUTRAL_BULL,5,10,1,0,0.993,0.0,DYNAMIC_CAPACITY,-0.993,1154.0,1130.07,1320.19
SAMPLE_A,EVT_SAMPLE_A_006050,TCS,NIFTY_IT,2023-09-01,2023-09-01T15:30:00,NEUTRAL_BULL,1,2,1,0,-0.95,0.0,45M_CONFIRMATION,0.95,2667.95,2624.38,2951.3
SAMPLE_A,EVT_SAMPLE_A_006061,VBL,NIFTY_FMCG,2023-09-04,2023-09-04T15:30:00,STRONG_BULL,,2,0,1,0.0,1.76,VETO_PRUNING,1.76,3470.26,3372.39,3863.53
SAMPLE_A,EVT_SAMPLE_A_006072,HDFCBANK,NIFTY_BANK,2023-09-04,2023-09-04T15:30:00,STRONG_BULL,2,7,1,0,-0.754,0.0,FOCUSED_MODEL_G,0.754,2184.24,2101.48,2400.42
SAMPLE_A,EVT_SAMPLE_A_006081,ITC,NIFTY_FMCG,2023-09-04,2023-09-04T15:30:00,STRONG_BULL,,5,0,1,0.0,-0.176,VETO_PRUNING,-0.176,2481.06,2385.77,2759.09
SAMPLE_A,EVT_SAMPLE_A_006090,POWERGRID,NIFTY_ENERGY,2023-09-04,2023-09-04T15:30:00,STRONG_BULL,5,8,1,0,1.732,0.0,FOCUSED_MODEL_G,-1.732,2941.61,2850.97,3234.05
SAMPLE_A,EVT_SAMPLE_A_006106,PERSISTENT,NIFTY_IT,2023-09-05,2023-09-05T15:30:00,SHARP_SELLOFF,1,9,1,0,-0.394,0.0,DYNAMIC_CAPACITY,0.394,1351.46,1308.4,1490.33
SAMPLE_A,EVT_SAMPLE_A_006146,LTIM,NIFTY_IT,2023-09-06,2023-09-06T15:30:00,CHOPPY_RANGE,3,7,1,0,0.585,0.0,DYNAMIC_CAPACITY,-0.585,3240.3,3183.34,3624.71
SAMPLE_A,EVT_SAMPLE_A_006150,DLF,NIFTY_REALTY,2023-09-06,2023-09-06T15:30:00,CHOPPY_RANGE,5,13,1,0,-0.895,0.0,DYNAMIC_CAPACITY,0.895,1345.52,1322.57,1545.17
SAMPLE_A,EVT_SAMPLE_A_006154,M&M,NIFTY_AUTO,2023-09-06,2023-09-06T15:30:00,CHOPPY_RANGE,2,4,1,0,-0.613,0.0,45M_CONFIRMATION,0.613,2701.12,2619.87,2867.91
SAMPLE_A,EVT_SAMPLE_A_006160,CIPLA,NIFTY_PHARMA,2023-09-06,2023-09-06T15:30:00,CHOPPY_RANGE,4,9,1,0,0.384,0.0,DYNAMIC_CAPACITY,-0.384,2151.58,2091.28,2407.08
SAMPLE_A,EVT_SAMPLE_A_006186,MARUTI,NIFTY_AUTO,2023-09-07,2023-09-07T15:30:00,NEUTRAL_BEAR,3,6,1,0,-0.83,0.0,DYNAMIC_CAPACITY,0.83,1668.75,1631.94,1844.1
SAMPLE_A,EVT_SAMPLE_A_006207,BRITANNIA,NIFTY_FMCG,2023-09-07,2023-09-07T15:30:00,NEUTRAL_BEAR,,1,0,1,0.0,0.041,VETO_PRUNING,0.041,624.82,610.81,689.14
SAMPLE_A,EVT_SAMPLE_A_006217,INFY,NIFTY_IT,2023-09-08,2023-09-08T15:30:00,NEUTRAL_BULL,,3,0,1,0.0,-0.768,VETO_PRUNING,-0.768,2030.92,1982.89,2240.72
SAMPLE_A,EVT_SAMPLE_A_006220,CHOLAFIN,NIFTY_FIN_SERVICE,2023-09-08,2023-09-08T15:30:00,NEUTRAL_BULL,,4,0,1,0.0,-0.856,VETO_PRUNING,-0.856,728.56,711.82,832.03
SAMPLE_A,EVT_SAMPLE_A_006226,KALYANKJIL,NIFTY_CONSUMPTION,2023-09-08,2023-09-08T15:30:00,NEUTRAL_BULL,,1,0,1,0.0,3.17,VETO_PRUNING,3.17,2331.01,2270.07,2495.16
SAMPLE_A,EVT_SAMPLE_A_006227,SBIN,NIFTY_BANK,2023-09-08,2023-09-08T15:30:00,NEUTRAL_BULL,4,9,1,0,1.311,0.0,DYNAMIC_CAPACITY,-1.311,3311.16,3189.51,3759.97
SAMPLE_A,EVT_SAMPLE_A_006233,NESTLEIND,NIFTY_FMCG,2023-09-08,2023-09-08T15:30:00,NEUTRAL_BULL,3,6,1,0,0.627,0.0,DYNAMIC_CAPACITY,-0.627,2384.21,2293.08,2639.35
SAMPLE_A,EVT_SAMPLE_A_006244,WIPRO,NIFTY_IT,2023-09-11,2023-09-11T15:30:00,CHOPPY_RANGE,1,1,1,0,-0.812,0.0,45M_CONFIRMATION,0.812,2003.42,1947.99,2231.09
SAMPLE_A,EVT_SAMPLE_A_006247,PRESTIGE,NIFTY_REALTY,2023-09-11,2023-09-11T15:30:00,CHOPPY_RANGE,5,14,1,0,0.266,0.0,DYNAMIC_CAPACITY,-0.266,2057.31,2008.02,2290.49
SAMPLE_A,EVT_SAMPLE_A_006248,BAJFINANCE,NIFTY_FIN_SERVICE,2023-09-11,2023-09-11T15:30:00,CHOPPY_RANGE,4,9,1,0,0.366,0.0,DYNAMIC_CAPACITY,-0.366,1132.01,1102.45,1215.42
SAMPLE_A,EVT_SAMPLE_A_006256,PIDILITIND,NIFTY_CONSUMPTION,2023-09-11,2023-09-11T15:30:00,CHOPPY_RANGE,3,4,1,0,-0.388,0.0,DYNAMIC_CAPACITY,0.388,3389.34,3307.19,3623.4
SAMPLE_A,EVT_SAMPLE_A_006262,HDFCBANK,NIFTY_BANK,2023-09-11,2023-09-11T15:30:00,CHOPPY_RANGE,,2,0,1,0.0,0.984,VETO_PRUNING,0.984,1330.45,1306.55,1424.76
SAMPLE_A,EVT_SAMPLE_A_006266,RELIANCE,NIFTY_ENERGY,2023-09-12,2023-09-12T15:30:00,NEUTRAL_BEAR,4,8,1,0,1.476,0.0,DYNAMIC_CAPACITY,-1.476,2165.35,2098.37,2456.95
SAMPLE_A,EVT_SAMPLE_A_006275,SUNPHARMA,NIFTY_PHARMA,2023-09-12,2023-09-12T15:30:00,NEUTRAL_BEAR,1,2,1,0,0.439,0.0,DYNAMIC_CAPACITY,-0.439,2808.52,2704.06,3129.76
SAMPLE_A,EVT_SAMPLE_A_006279,SBIN,NIFTY_BANK,2023-09-12,2023-09-12T15:30:00,NEUTRAL_BEAR,3,6,1,0,-0.527,0.0,DYNAMIC_CAPACITY,0.527,2812.02,2719.71,3130.12
SAMPLE_A,EVT_SAMPLE_A_006284,TECHM,NIFTY_IT,2023-09-12,2023-09-12T15:30:00,NEUTRAL_BEAR,2,3,1,0,0.726,0.0,DYNAMIC_CAPACITY,-0.726,2685.93,2636.24,2970.37
SAMPLE_A,EVT_SAMPLE_A_006287,PIDILITIND,NIFTY_CONSUMPTION,2023-09-12,2023-09-12T15:30:00,NEUTRAL_BEAR,5,9,1,0,-0.968,0.0,DYNAMIC_CAPACITY,0.968,2381.68,2336.67,2695.14
SAMPLE_A,EVT_SAMPLE_A_006297,BHARTIARTL,NIFTY_INFRA,2023-09-13,2023-09-13T15:30:00,SHARP_SELLOFF,4,5,1,0,-0.201,0.0,45M_CONFIRMATION,0.201,1913.36,1856.39,2153.48
SAMPLE_A,EVT_SAMPLE_A_006302,TCS,NIFTY_IT,2023-09-13,2023-09-13T15:30:00,SHARP_SELLOFF,2,3,1,0,0.804,0.0,DYNAMIC_CAPACITY,-0.804,3315.9,3203.05,3587.12
SAMPLE_A,EVT_SAMPLE_A_006308,CHOLAFIN,NIFTY_FIN_SERVICE,2023-09-13,2023-09-13T15:30:00,SHARP_SELLOFF,5,11,1,0,-0.046,0.0,DYNAMIC_CAPACITY,0.046,2206.61,2153.98,2512.98
SAMPLE_A,EVT_SAMPLE_A_006319,ABB,NIFTY_INFRA,2023-09-13,2023-09-13T15:30:00,SHARP_SELLOFF,1,2,1,0,-0.778,0.0,45M_CONFIRMATION,0.778,1390.11,1362.12,1479.89
SAMPLE_A,EVT_SAMPLE_A_006336,BEL,NIFTY_INFRA,2023-09-14,2023-09-14T15:30:00,NEUTRAL_BULL,,1,0,1,0.0,1.215,VETO_PRUNING,1.215,1292.65,1264.26,1436.13
SAMPLE_A,EVT_SAMPLE_A_006341,DLF,NIFTY_REALTY,2023-09-14,2023-09-14T15:30:00,NEUTRAL_BULL,5,11,1,0,-0.68,0.0,45M_CONFIRMATION,0.68,795.23,766.35,883.12
SAMPLE_A,EVT_SAMPLE_A_006351,PIDILITIND,NIFTY_CONSUMPTION,2023-09-14,2023-09-14T15:30:00,NEUTRAL_BULL,4,9,1,0,-0.215,0.0,DYNAMIC_CAPACITY,0.215,1250.43,1224.14,1354.83
SAMPLE_A,EVT_SAMPLE_A_006352,SUNPHARMA,NIFTY_PHARMA,2023-09-14,2023-09-14T15:30:00,NEUTRAL_BULL,3,5,1,0,1.708,0.0,DYNAMIC_CAPACITY,-1.708,3497.24,3420.9,3900.95
SAMPLE_A,EVT_SAMPLE_A_006361,JIOFIN,NIFTY_FIN_SERVICE,2023-09-15,2023-09-15T15:30:00,STRONG_BULL,5,8,1,0,-0.903,0.0,45M_CONFIRMATION,0.903,3210.66,3109.53,3405.14
SAMPLE_A,EVT_SAMPLE_A_006363,HINDALCO,NIFTY_METAL,2023-09-15,2023-09-15T15:30:00,STRONG_BULL,3,13,1,0,-0.588,0.0,45M_CONFIRMATION,0.588,3267.67,3206.03,3605.18
SAMPLE_A,EVT_SAMPLE_A_006364,JSWSTEEL,NIFTY_METAL,2023-09-15,2023-09-15T15:30:00,STRONG_BULL,4,9,1,0,-0.521,0.0,FOCUSED_MODEL_G,0.521,653.89,632.22,730.05
SAMPLE_A,EVT_SAMPLE_A_006371,ABB,NIFTY_INFRA,2023-09-15,2023-09-15T15:30:00,STRONG_BULL,2,6,1,0,-0.825,0.0,FOCUSED_MODEL_G,0.825,1972.09,1934.99,2161.93
SAMPLE_A,EVT_SAMPLE_A_006381,PRESTIGE,NIFTY_REALTY,2023-09-15,2023-09-15T15:30:00,STRONG_BULL,,2,0,1,0.0,1.754,VETO_PRUNING,1.754,1642.72,1591.39,1798.73
SAMPLE_A,EVT_SAMPLE_A_006407,HDFCBANK,NIFTY_BANK,2023-09-18,2023-09-18T15:30:00,CHOPPY_RANGE,4,8,1,0,1.743,0.0,DYNAMIC_CAPACITY,-1.743,1205.1,1161.19,1370.11
SAMPLE_A,EVT_SAMPLE_A_006420,POWERGRID,NIFTY_ENERGY,2023-09-18,2023-09-18T15:30:00,CHOPPY_RANGE,3,6,1,0,-0.624,0.0,DYNAMIC_CAPACITY,0.624,1870.75,1825.5,1991.41
SAMPLE_A,EVT_SAMPLE_A_006426,POLYCAB,NIFTY_INFRA,2023-09-19,2023-09-19T15:30:00,CHOPPY_RANGE,5,17,1,0,0.575,0.0,DYNAMIC_CAPACITY,-0.575,2943.73,2840.8,3353.29
SAMPLE_A,EVT_SAMPLE_A_006432,TITAN,NIFTY_CONSUMPTION,2023-09-19,2023-09-19T15:30:00,CHOPPY_RANGE,4,4,1,0,0.549,0.0,DYNAMIC_CAPACITY,-0.549,530.79,510.9,576.08
SAMPLE_A,EVT_SAMPLE_A_006453,HAL,NIFTY_INFRA,2023-09-19,2023-09-19T15:30:00,CHOPPY_RANGE,,2,0,1,0.0,0.708,VETO_PRUNING,0.708,1517.43,1480.21,1632.42
SAMPLE_A,EVT_SAMPLE_A_006465,HINDALCO,NIFTY_METAL,2023-09-19,2023-09-19T15:30:00,CHOPPY_RANGE,3,5,1,0,-0.703,0.0,DYNAMIC_CAPACITY,0.703,3477.57,3398.8,3947.53
SAMPLE_A,EVT_SAMPLE_A_006472,BEL,NIFTY_INFRA,2023-09-20,2023-09-20T15:30:00,NEUTRAL_BULL,,1,0,1,0.0,3.776,VETO_PRUNING,3.776,962.15,942.8,1038.5
SAMPLE_A,EVT_SAMPLE_A_006502,M&M,NIFTY_AUTO,2023-09-20,2023-09-20T15:30:00,NEUTRAL_BULL,2,5,1,0,1.956,0.0,DYNAMIC_CAPACITY,-1.956,3060.41,2991.98,3427.7
SAMPLE_A,EVT_SAMPLE_A_006519,PRESTIGE,NIFTY_REALTY,2023-09-21,2023-09-21T15:30:00,STRONG_BULL,3,4,1,0,-0.513,0.0,45M_CONFIRMATION,0.513,580.09,561.62,664.96
SAMPLE_A,EVT_SAMPLE_A_006523,GODREJPROP,NIFTY_REALTY,2023-09-21,2023-09-21T15:30:00,STRONG_BULL,4,6,1,0,-0.081,0.0,FOCUSED_MODEL_G,0.081,2496.02,2408.0,2829.05
SAMPLE_A,EVT_SAMPLE_A_006533,POLYCAB,NIFTY_INFRA,2023-09-22,2023-09-22T15:30:00,NEUTRAL_BULL,2,3,1,0,-0.864,0.0,45M_CONFIRMATION,0.864,1602.42,1577.04,1736.04
SAMPLE_A,EVT_SAMPLE_A_006549,SUNPHARMA,NIFTY_PHARMA,2023-09-22,2023-09-22T15:30:00,NEUTRAL_BULL,3,5,1,0,-0.561,0.0,45M_CONFIRMATION,0.561,3111.44,3060.31,3382.9
SAMPLE_A,EVT_SAMPLE_A_006566,ADANIPORTS,NIFTY_INFRA,2023-09-22,2023-09-22T15:30:00,NEUTRAL_BULL,4,10,1,0,0.753,0.0,DYNAMIC_CAPACITY,-0.753,2490.47,2449.02,2802.48
SAMPLE_A,EVT_SAMPLE_A_006567,DIXON,NIFTY_IT,2023-09-22,2023-09-22T15:30:00,NEUTRAL_BULL,,2,0,1,0.0,1.255,VETO_PRUNING,1.255,1108.45,1069.73,1205.81
SAMPLE_A,EVT_SAMPLE_A_006598,POWERGRID,NIFTY_ENERGY,2023-09-25,2023-09-25T15:30:00,NEUTRAL_BULL,,4,0,1,0.0,4.479,VETO_PRUNING,4.479,2220.66,2165.62,2514.48
SAMPLE_A,EVT_SAMPLE_A_006643,JSWSTEEL,NIFTY_METAL,2023-09-26,2023-09-26T15:30:00,NEUTRAL_BULL,,4,0,1,0.0,3.126,VETO_PRUNING,3.126,601.13,579.94,651.18
SAMPLE_A,EVT_SAMPLE_A_006648,TRENT,NIFTY_CONSUMPTION,2023-09-26,2023-09-26T15:30:00,NEUTRAL_BULL,3,12,1,0,-0.287,0.0,DYNAMIC_CAPACITY,0.287,1316.85,1271.03,1473.75
SAMPLE_A,EVT_SAMPLE_A_006651,PIDILITIND,NIFTY_CONSUMPTION,2023-09-26,2023-09-26T15:30:00,NEUTRAL_BULL,,3,0,1,0.0,0.053,VETO_PRUNING,0.053,3352.36,3247.48,3796.57
SAMPLE_A,EVT_SAMPLE_A_006673,KALYANKJIL,NIFTY_CONSUMPTION,2023-09-27,2023-09-27T15:30:00,STRONG_BULL,,1,0,1,0.0,0.047,VETO_PRUNING,0.047,2537.15,2462.2,2844.74
SAMPLE_A,EVT_SAMPLE_A_006675,ICICIBANK,NIFTY_BANK,2023-09-27,2023-09-27T15:30:00,STRONG_BULL,,5,0,1,0.0,0.165,VETO_PRUNING,0.165,1938.54,1886.21,2162.34
SAMPLE_A,EVT_SAMPLE_A_006683,LTIM,NIFTY_IT,2023-09-27,2023-09-27T15:30:00,STRONG_BULL,3,13,1,0,0.941,0.0,FOCUSED_MODEL_G,-0.941,1277.87,1240.97,1456.81
SAMPLE_A,EVT_SAMPLE_A_006694,BAJFINANCE,NIFTY_FIN_SERVICE,2023-09-28,2023-09-28T15:30:00,STRONG_BULL,,3,0,1,0.0,3.421,VETO_PRUNING,3.421,3119.58,3069.37,3308.97
SAMPLE_A,EVT_SAMPLE_A_006706,DRREDDY,NIFTY_PHARMA,2023-09-28,2023-09-28T15:30:00,STRONG_BULL,4,12,1,0,0.493,0.0,FOCUSED_MODEL_G,-0.493,2148.71,2085.9,2432.51
SAMPLE_A,EVT_SAMPLE_A_006732,BRITANNIA,NIFTY_FMCG,2023-09-29,2023-09-29T15:30:00,STRONG_BULL,2,1,1,0,-0.698,0.0,45M_CONFIRMATION,0.698,3335.61,3243.52,3800.79
SAMPLE_A,EVT_SAMPLE_A_006753,SIEMENS,NIFTY_INFRA,2023-10-02,2023-10-02T15:30:00,STRONG_BULL,2,1,1,0,-0.987,0.0,45M_CONFIRMATION,0.987,1622.52,1592.27,1740.19
