event_id,sample_name,session_date,symbol,sector,regime,primary_archetype,confidence,v530_eligible,arch_a_alerts,arch_a_r,arch_b_alerts,arch_b_r,arch_c_alerts,arch_c_r,delta_b_vs_a_r,delta_c_vs_a_r
EVT_V6_0004751,SAMPLE_A_EARLY,2023-06-16,ZOMATO,NIFTY_CONSUMPTION,STRONG_BULL,VCP_COIL,0.524,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004752,SAMPLE_A_EARLY,2023-06-16,JSWSTEEL,NIFTY_METAL,STRONG_BULL,SQUEEZE_SHORT_COVERING,0.534,1,2,3.683,1,1.51,2,3.248,-2.173,-0.435
EVT_V6_0004753,SAMPLE_A_EARLY,2023-06-16,VEDL,NIFTY_METAL,STRONG_BULL,LONG_BASE_ACCUMULATION,0.507,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004754,SAMPLE_A_EARLY,2023-06-16,TECHM,NIFTY_IT,STRONG_BULL,SQUEEZE_SHORT_COVERING,0.661,1,2,-1.091,1,-0.275,2,-0.928,0.816,0.163
EVT_V6_0004755,SAMPLE_A_EARLY,2023-06-16,MARUTI,NIFTY_AUTO,STRONG_BULL,SQUEEZE_SHORT_COVERING,0.505,1,3,6.242,1,2.989,3,5.254,-3.253,-0.988
EVT_V6_0004756,SAMPLE_A_EARLY,2023-06-16,ONGC,NIFTY_ENERGY,STRONG_BULL,LONG_BASE_ACCUMULATION,0.412,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004757,SAMPLE_A_EARLY,2023-06-16,ASIANPAINT,NIFTY_CONSUMPTION,STRONG_BULL,LONG_BASE_ACCUMULATION,0.41,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004758,SAMPLE_A_EARLY,2023-06-16,DIXON,NIFTY_IT,STRONG_BULL,LONG_BASE_ACCUMULATION,0.541,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004759,SAMPLE_A_EARLY,2023-06-16,DLF,NIFTY_REALTY,STRONG_BULL,LONG_BASE_ACCUMULATION,0.379,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004760,SAMPLE_A_EARLY,2023-06-16,NESTLEIND,NIFTY_FMCG,STRONG_BULL,CLEAN_MOMENTUM_BREAKOUT,0.386,1,1,0.126,0,0.0,1,0.101,-0.126,-0.025
EVT_V6_0004761,SAMPLE_A_EARLY,2023-06-16,HDFCBANK,NIFTY_BANK,STRONG_BULL,SQUEEZE_SHORT_COVERING,0.632,1,2,-0.628,1,0.183,2,-0.466,0.811,0.162
EVT_V6_0004762,SAMPLE_A_EARLY,2023-06-16,HINDUNILVR,NIFTY_FMCG,STRONG_BULL,LONG_BASE_ACCUMULATION,0.369,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004763,SAMPLE_A_EARLY,2023-06-16,SUNPHARMA,NIFTY_PHARMA,STRONG_BULL,VCP_COIL,0.487,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004764,SAMPLE_A_EARLY,2023-06-16,TATASTEEL,NIFTY_METAL,STRONG_BULL,LONG_BASE_ACCUMULATION,0.522,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004765,SAMPLE_A_EARLY,2023-06-16,POWERGRID,NIFTY_ENERGY,STRONG_BULL,SQUEEZE_SHORT_COVERING,0.501,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004766,SAMPLE_A_EARLY,2023-06-16,GODREJPROP,NIFTY_REALTY,STRONG_BULL,LONG_BASE_ACCUMULATION,0.331,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004767,SAMPLE_A_EARLY,2023-06-16,ADANIPORTS,NIFTY_INFRA,STRONG_BULL,PULLBACK_KEY_LEVEL,0.407,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004768,SAMPLE_A_EARLY,2023-06-16,CIPLA,NIFTY_PHARMA,STRONG_BULL,LONG_BASE_ACCUMULATION,0.645,1,4,4.998,1,4.393,4,4.87,-0.605,-0.128
EVT_V6_0004769,SAMPLE_A_EARLY,2023-06-16,POLYCAB,NIFTY_INFRA,STRONG_BULL,CLEAN_MOMENTUM_BREAKOUT,0.387,1,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004770,SAMPLE_A_EARLY,2023-06-16,VBL,NIFTY_FMCG,STRONG_BULL,CLEAN_MOMENTUM_BREAKOUT,0.322,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004771,SAMPLE_A_EARLY,2023-06-16,COALINDIA,NIFTY_ENERGY,STRONG_BULL,SQUEEZE_SHORT_COVERING,0.501,1,2,3.045,1,1.991,2,2.518,-1.054,-0.527
EVT_V6_0004772,SAMPLE_A_EARLY,2023-06-16,M&M,NIFTY_AUTO,STRONG_BULL,LONG_BASE_ACCUMULATION,0.509,1,1,0.277,1,0.277,1,0.277,0.0,0.0
EVT_V6_0004773,SAMPLE_A_EARLY,2023-06-16,BRITANNIA,NIFTY_FMCG,STRONG_BULL,LONG_BASE_ACCUMULATION,0.562,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004774,SAMPLE_A_EARLY,2023-06-16,RELIANCE,NIFTY_ENERGY,STRONG_BULL,SQUEEZE_SHORT_COVERING,0.348,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004775,SAMPLE_A_EARLY,2023-06-16,ICICIBANK,NIFTY_BANK,STRONG_BULL,LONG_BASE_ACCUMULATION,0.716,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004776,SAMPLE_A_EARLY,2023-06-16,CHOLAFIN,NIFTY_FIN_SERVICE,STRONG_BULL,SQUEEZE_SHORT_COVERING,0.229,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004777,SAMPLE_A_EARLY,2023-06-16,PIDILITIND,NIFTY_CONSUMPTION,STRONG_BULL,VCP_COIL,0.346,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004778,SAMPLE_A_EARLY,2023-06-16,HAL,NIFTY_INFRA,STRONG_BULL,SQUEEZE_SHORT_COVERING,0.551,1,2,-0.936,1,-0.282,2,-0.805,0.654,0.131
EVT_V6_0004779,SAMPLE_A_EARLY,2023-06-16,DMART,NIFTY_CONSUMPTION,STRONG_BULL,LONG_BASE_ACCUMULATION,0.394,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004780,SAMPLE_A_EARLY,2023-06-16,ADANIENT,NIFTY_ENERGY,STRONG_BULL,LONG_BASE_ACCUMULATION,0.584,1,1,1.559,1,1.559,1,1.559,0.0,0.0
EVT_V6_0004781,SAMPLE_A_EARLY,2023-06-16,LTIM,NIFTY_IT,STRONG_BULL,LONG_BASE_ACCUMULATION,0.635,1,2,3.875,1,4.054,2,3.965,0.179,0.09
EVT_V6_0004782,SAMPLE_A_EARLY,2023-06-16,SIEMENS,NIFTY_INFRA,STRONG_BULL,VCP_COIL,0.357,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004783,SAMPLE_A_EARLY,2023-06-16,ITC,NIFTY_FMCG,STRONG_BULL,SQUEEZE_SHORT_COVERING,0.487,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004784,SAMPLE_A_EARLY,2023-06-16,WIPRO,NIFTY_IT,STRONG_BULL,VCP_COIL,0.627,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004785,SAMPLE_A_EARLY,2023-06-16,TRENT,NIFTY_CONSUMPTION,STRONG_BULL,VCP_COIL,0.252,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004786,SAMPLE_A_EARLY,2023-06-16,JIOFIN,NIFTY_FIN_SERVICE,STRONG_BULL,SQUEEZE_SHORT_COVERING,0.589,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004787,SAMPLE_A_EARLY,2023-06-16,PRESTIGE,NIFTY_REALTY,STRONG_BULL,VCP_COIL,0.544,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004788,SAMPLE_A_EARLY,2023-06-16,NTPC,NIFTY_ENERGY,STRONG_BULL,LONG_BASE_ACCUMULATION,0.51,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004789,SAMPLE_A_EARLY,2023-06-16,TCS,NIFTY_IT,STRONG_BULL,LONG_BASE_ACCUMULATION,0.343,1,2,-0.885,0,0.0,2,-0.783,0.885,0.102
EVT_V6_0004790,SAMPLE_A_EARLY,2023-06-19,NTPC,NIFTY_ENERGY,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.498,1,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004791,SAMPLE_A_EARLY,2023-06-19,ICICIBANK,NIFTY_BANK,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.421,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004792,SAMPLE_A_EARLY,2023-06-19,COALINDIA,NIFTY_ENERGY,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.606,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004793,SAMPLE_A_EARLY,2023-06-19,M&M,NIFTY_AUTO,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.483,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004794,SAMPLE_A_EARLY,2023-06-19,RELIANCE,NIFTY_ENERGY,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.492,1,2,4.182,1,3.527,2,3.855,-0.655,-0.327
EVT_V6_0004795,SAMPLE_A_EARLY,2023-06-19,MARUTI,NIFTY_AUTO,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.665,1,2,3.53,1,3.674,2,3.602,0.144,0.072
EVT_V6_0004796,SAMPLE_A_EARLY,2023-06-19,TECHM,NIFTY_IT,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.551,1,3,5.027,1,4.191,3,4.838,-0.836,-0.189
EVT_V6_0004797,SAMPLE_A_EARLY,2023-06-19,INFY,NIFTY_IT,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.568,1,3,4.167,1,4.153,3,4.159,-0.014,-0.008
EVT_V6_0004798,SAMPLE_A_EARLY,2023-06-19,COFORGE,NIFTY_IT,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.461,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004799,SAMPLE_A_EARLY,2023-06-19,BEL,NIFTY_INFRA,NEUTRAL_BEAR,VCP_COIL,0.678,1,3,6.92,1,3.368,3,5.875,-3.552,-1.045
EVT_V6_0004800,SAMPLE_A_EARLY,2023-06-19,PIDILITIND,NIFTY_CONSUMPTION,NEUTRAL_BEAR,VCP_COIL,0.452,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004801,SAMPLE_A_EARLY,2023-06-19,DMART,NIFTY_CONSUMPTION,NEUTRAL_BEAR,PULLBACK_KEY_LEVEL,0.363,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004802,SAMPLE_A_EARLY,2023-06-19,DLF,NIFTY_REALTY,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.583,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004803,SAMPLE_A_EARLY,2023-06-19,PRESTIGE,NIFTY_REALTY,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.433,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004804,SAMPLE_A_EARLY,2023-06-19,POWERGRID,NIFTY_ENERGY,NEUTRAL_BEAR,VCP_COIL,0.596,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004805,SAMPLE_A_EARLY,2023-06-19,HINDALCO,NIFTY_METAL,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.864,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004806,SAMPLE_A_EARLY,2023-06-19,POLYCAB,NIFTY_INFRA,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.422,1,1,0.328,1,0.328,1,0.328,0.0,0.0
EVT_V6_0004807,SAMPLE_A_EARLY,2023-06-19,DRREDDY,NIFTY_PHARMA,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.583,1,3,-0.213,1,0.08,3,-0.251,0.293,-0.038
EVT_V6_0004808,SAMPLE_A_EARLY,2023-06-19,VEDL,NIFTY_METAL,NEUTRAL_BEAR,VCP_COIL,0.6,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004809,SAMPLE_A_EARLY,2023-06-19,ADANIPORTS,NIFTY_INFRA,NEUTRAL_BEAR,VCP_COIL,0.336,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004810,SAMPLE_A_EARLY,2023-06-19,KALYANKJIL,NIFTY_CONSUMPTION,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.52,1,3,6.51,1,4.374,3,5.883,-2.136,-0.627
EVT_V6_0004811,SAMPLE_A_EARLY,2023-06-19,SBIN,NIFTY_BANK,NEUTRAL_BEAR,CLEAN_MOMENTUM_BREAKOUT,0.394,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004812,SAMPLE_A_EARLY,2023-06-19,JSWSTEEL,NIFTY_METAL,NEUTRAL_BEAR,VCP_COIL,0.332,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004813,SAMPLE_A_EARLY,2023-06-19,ASIANPAINT,NIFTY_CONSUMPTION,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.389,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004814,SAMPLE_A_EARLY,2023-06-19,SIEMENS,NIFTY_INFRA,NEUTRAL_BEAR,CLEAN_MOMENTUM_BREAKOUT,0.452,1,1,3.537,1,3.537,1,3.537,0.0,0.0
EVT_V6_0004815,SAMPLE_A_EARLY,2023-06-19,GODREJPROP,NIFTY_REALTY,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.462,1,3,4.814,1,3.239,3,4.416,-1.575,-0.398
EVT_V6_0004816,SAMPLE_A_EARLY,2023-06-19,BRITANNIA,NIFTY_FMCG,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.446,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004817,SAMPLE_A_EARLY,2023-06-19,SWIGGY,NIFTY_CONSUMPTION,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.495,1,1,1.797,0,0.0,1,1.438,-1.797,-0.359
EVT_V6_0004818,SAMPLE_A_EARLY,2023-06-19,DIXON,NIFTY_IT,NEUTRAL_BEAR,CLEAN_MOMENTUM_BREAKOUT,0.498,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004819,SAMPLE_A_EARLY,2023-06-19,CIPLA,NIFTY_PHARMA,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.509,1,2,3.275,0,0.0,2,2.324,-3.275,-0.951
EVT_V6_0004820,SAMPLE_A_EARLY,2023-06-19,TITAN,NIFTY_CONSUMPTION,NEUTRAL_BEAR,PULLBACK_KEY_LEVEL,0.411,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004821,SAMPLE_A_EARLY,2023-06-20,ONGC,NIFTY_ENERGY,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.463,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004822,SAMPLE_A_EARLY,2023-06-20,HINDUNILVR,NIFTY_FMCG,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.464,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004823,SAMPLE_A_EARLY,2023-06-20,SWIGGY,NIFTY_CONSUMPTION,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.534,1,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004824,SAMPLE_A_EARLY,2023-06-20,NTPC,NIFTY_ENERGY,NEUTRAL_BEAR,VCP_COIL,0.396,1,1,-0.975,1,-0.975,1,-0.975,0.0,0.0
EVT_V6_0004825,SAMPLE_A_EARLY,2023-06-20,OBEROIRLTY,NIFTY_REALTY,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.518,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004826,SAMPLE_A_EARLY,2023-06-20,TATASTEEL,NIFTY_METAL,NEUTRAL_BEAR,VCP_COIL,0.499,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004827,SAMPLE_A_EARLY,2023-06-20,JSWSTEEL,NIFTY_METAL,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.398,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004828,SAMPLE_A_EARLY,2023-06-20,ASIANPAINT,NIFTY_CONSUMPTION,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.483,1,2,2.762,1,1.886,2,2.587,-0.876,-0.175
EVT_V6_0004829,SAMPLE_A_EARLY,2023-06-20,NESTLEIND,NIFTY_FMCG,NEUTRAL_BEAR,VCP_COIL,0.345,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004830,SAMPLE_A_EARLY,2023-06-20,DRREDDY,NIFTY_PHARMA,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.285,1,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004831,SAMPLE_A_EARLY,2023-06-20,RELIANCE,NIFTY_ENERGY,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.506,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004832,SAMPLE_A_EARLY,2023-06-20,DLF,NIFTY_REALTY,NEUTRAL_BEAR,VCP_COIL,0.337,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004833,SAMPLE_A_EARLY,2023-06-20,MARUTI,NIFTY_AUTO,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.453,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004834,SAMPLE_A_EARLY,2023-06-20,DMART,NIFTY_CONSUMPTION,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.418,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004835,SAMPLE_A_EARLY,2023-06-20,HDFCBANK,NIFTY_BANK,NEUTRAL_BEAR,VCP_COIL,0.506,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004836,SAMPLE_A_EARLY,2023-06-20,LTIM,NIFTY_IT,NEUTRAL_BEAR,VCP_COIL,0.63,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004837,SAMPLE_A_EARLY,2023-06-20,BAJFINANCE,NIFTY_FIN_SERVICE,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.818,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004838,SAMPLE_A_EARLY,2023-06-20,VBL,NIFTY_FMCG,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.327,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004839,SAMPLE_A_EARLY,2023-06-20,VEDL,NIFTY_METAL,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.545,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004840,SAMPLE_A_EARLY,2023-06-20,ITC,NIFTY_FMCG,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.674,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004841,SAMPLE_A_EARLY,2023-06-20,BHARTIARTL,NIFTY_INFRA,NEUTRAL_BEAR,VCP_COIL,0.437,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004842,SAMPLE_A_EARLY,2023-06-20,SIEMENS,NIFTY_INFRA,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.34,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004843,SAMPLE_A_EARLY,2023-06-20,POLYCAB,NIFTY_INFRA,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.41,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004844,SAMPLE_A_EARLY,2023-06-20,PIDILITIND,NIFTY_CONSUMPTION,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.403,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004845,SAMPLE_A_EARLY,2023-06-20,CHOLAFIN,NIFTY_FIN_SERVICE,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.312,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004846,SAMPLE_A_EARLY,2023-06-20,CIPLA,NIFTY_PHARMA,NEUTRAL_BEAR,PULLBACK_KEY_LEVEL,0.374,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004847,SAMPLE_A_EARLY,2023-06-20,HAL,NIFTY_INFRA,NEUTRAL_BEAR,CLEAN_MOMENTUM_BREAKOUT,0.284,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004848,SAMPLE_A_EARLY,2023-06-20,WIPRO,NIFTY_IT,NEUTRAL_BEAR,PULLBACK_KEY_LEVEL,0.325,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004849,SAMPLE_A_EARLY,2023-06-20,PRESTIGE,NIFTY_REALTY,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.408,1,4,7.084,1,4.031,4,5.923,-3.053,-1.161
EVT_V6_0004850,SAMPLE_A_EARLY,2023-06-20,PERSISTENT,NIFTY_IT,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.806,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004851,SAMPLE_A_EARLY,2023-06-20,ICICIBANK,NIFTY_BANK,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.76,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004852,SAMPLE_A_EARLY,2023-06-20,BEL,NIFTY_INFRA,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.465,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004853,SAMPLE_A_EARLY,2023-06-20,SBIN,NIFTY_BANK,NEUTRAL_BEAR,VCP_COIL,0.403,1,1,1.568,0,0.0,1,1.254,-1.568,-0.314
EVT_V6_0004854,SAMPLE_A_EARLY,2023-06-20,COALINDIA,NIFTY_ENERGY,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.552,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004855,SAMPLE_A_EARLY,2023-06-20,HINDALCO,NIFTY_METAL,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.429,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004856,SAMPLE_A_EARLY,2023-06-20,GODREJPROP,NIFTY_REALTY,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.466,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004857,SAMPLE_A_EARLY,2023-06-20,POWERGRID,NIFTY_ENERGY,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.356,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004858,SAMPLE_A_EARLY,2023-06-20,ADANIENT,NIFTY_ENERGY,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.59,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004859,SAMPLE_A_EARLY,2023-06-20,ZOMATO,NIFTY_CONSUMPTION,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.582,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004860,SAMPLE_A_EARLY,2023-06-20,COFORGE,NIFTY_IT,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.281,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004861,SAMPLE_A_EARLY,2023-06-20,TRENT,NIFTY_CONSUMPTION,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.583,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004862,SAMPLE_A_EARLY,2023-06-20,TITAN,NIFTY_CONSUMPTION,NEUTRAL_BEAR,PULLBACK_KEY_LEVEL,0.425,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004863,SAMPLE_A_EARLY,2023-06-20,ADANIPORTS,NIFTY_INFRA,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.414,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004864,SAMPLE_A_EARLY,2023-06-20,KALYANKJIL,NIFTY_CONSUMPTION,NEUTRAL_BEAR,LONG_BASE_ACCUMULATION,0.438,1,4,4.339,1,3.2,4,4.038,-1.139,-0.301
EVT_V6_0004865,SAMPLE_A_EARLY,2023-06-20,TATAMOTORS,NIFTY_AUTO,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.555,1,4,5.514,1,4.494,4,5.507,-1.02,-0.007
EVT_V6_0004866,SAMPLE_A_EARLY,2023-06-20,M&M,NIFTY_AUTO,NEUTRAL_BEAR,SQUEEZE_SHORT_COVERING,0.412,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004867,SAMPLE_A_EARLY,2023-06-20,ABB,NIFTY_INFRA,NEUTRAL_BEAR,PULLBACK_KEY_LEVEL,0.368,1,3,-1.358,1,-0.731,3,-1.123,0.627,0.235
EVT_V6_0004868,SAMPLE_A_EARLY,2023-06-21,BHARTIARTL,NIFTY_INFRA,SHARP_SELLOFF,VCP_COIL,0.436,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004869,SAMPLE_A_EARLY,2023-06-21,DRREDDY,NIFTY_PHARMA,SHARP_SELLOFF,SQUEEZE_SHORT_COVERING,0.599,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004870,SAMPLE_A_EARLY,2023-06-21,TCS,NIFTY_IT,SHARP_SELLOFF,LONG_BASE_ACCUMULATION,0.431,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004871,SAMPLE_A_EARLY,2023-06-21,ASIANPAINT,NIFTY_CONSUMPTION,SHARP_SELLOFF,LONG_BASE_ACCUMULATION,0.415,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004872,SAMPLE_A_EARLY,2023-06-21,HDFCBANK,NIFTY_BANK,SHARP_SELLOFF,CLEAN_MOMENTUM_BREAKOUT,0.319,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004873,SAMPLE_A_EARLY,2023-06-21,GODREJPROP,NIFTY_REALTY,SHARP_SELLOFF,SQUEEZE_SHORT_COVERING,0.392,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004874,SAMPLE_A_EARLY,2023-06-21,ITC,NIFTY_FMCG,SHARP_SELLOFF,VCP_COIL,0.308,0,0,0.0,0,0.0,0,0.0,0.0,0.0
EVT_V6_0004875,SAMPLE_A_EARLY,2023-06-21,DMART,NIFTY_CONSUMPTION,SHARP_SELLOFF,LONG_BASE_ACCUMULATION,0.389,0,0,0.0,0,0.0,0,0.0,0.0,0.0
