symbol,signal_timestamp,signal_regime,entry_timestamp,entry_price,stop_loss,target_1,target_2,target_3,target_4,exit_timestamp,exit_price,exit_reason,r_multiple,holding_period_bars_or_days,composite_score,gate_trend_stack,gate_rsi_corridor,gate_atr_tightness,gate_rvol_floor,gate_52w_proximity,gate_obv_slope,gate_triple_fault_veto,naive_baseline_fired,data_source_flags
ELECTCAST,2026-05-05 15:30:00 IST,BULL,2026-05-05 09:15:00 IST,92.14,87.53,99.05,101.35,103.66,105.96,2026-05-05 15:30:00 IST,87.53,SL_HIT,-1.0,4,82.0,True,True,False,True,True,True,True,True,NONE
ELGIEQUIP,2026-02-18 15:30:00 IST,BEAR,2026-02-18 09:15:00 IST,534.76,508.02,574.86,588.23,601.6,614.96,2026-02-18 15:30:00 IST,508.02,SL_HIT,-1.0,8,82.0,True,True,True,True,True,True,True,True,NONE
ELGIEQUIP,2026-04-16 15:30:00 IST,BULL,2026-04-16 09:15:00 IST,539.14,512.18,579.57,593.05,606.52,620.0,2026-04-16 15:30:00 IST,539.14,BE_EXIT,0.5,13,82.0,True,True,True,True,True,True,True,True,NONE
ELLEN,2025-11-21 15:30:00 IST,SIDEWAYS,2025-11-21 09:15:00 IST,1252.05,1189.45,1345.95,1377.25,1408.55,1439.85,2025-11-21 15:30:00 IST,1329.15,TIMEOUT,1.1159,15,82.0,True,True,True,True,True,True,True,True,NONE
ELLEN,2026-04-24 15:30:00 IST,BULL,2026-04-24 09:15:00 IST,1600.65,1520.62,1720.71,1760.72,1800.74,1840.76,2026-04-24 15:30:00 IST,1680.65,TIMEOUT,0.9998,15,82.0,True,True,False,True,True,True,True,True,NONE
ELLEN,2026-05-04 15:30:00 IST,BULL,2026-05-04 09:15:00 IST,1633.42,1551.75,1755.93,1796.77,1837.6,1878.44,2026-05-04 15:30:00 IST,1765.38,TIMEOUT,1.3078,15,82.0,True,True,False,True,True,True,True,True,NONE
EMBDL,2026-05-25 15:30:00 IST,BULL,2026-05-25 09:15:00 IST,1464.26,1391.05,1574.09,1610.69,1647.3,1683.91,2026-05-25 15:30:00 IST,1491.98,TIMEOUT,0.3786,15,82.0,True,True,False,True,True,True,True,True,NONE
EMCURE,2026-03-10 15:30:00 IST,BEAR,2026-03-10 09:15:00 IST,1567.8,1489.41,1685.39,1724.58,1763.78,1802.97,2026-03-10 15:30:00 IST,1489.41,SL_HIT,-1.0,3,82.0,True,True,True,True,True,True,True,True,NONE
EMCURE,2026-03-27 15:30:00 IST,BEAR,2026-03-27 09:15:00 IST,1652.7,1570.06,1776.66,1817.98,1859.3,1900.62,2026-03-27 15:30:00 IST,1570.06,SL_HIT,-1.0,3,82.0,True,True,False,True,True,True,True,True,NONE
EMCURE,2026-05-04 15:30:00 IST,BULL,2026-05-04 09:15:00 IST,1793.2,1703.54,1927.69,1972.52,2017.35,2062.18,2026-05-04 15:30:00 IST,1703.54,SL_HIT,-1.0,1,82.0,True,True,False,True,True,True,False,True,NONE
EMIL,2026-07-22 15:30:00 IST,BULL,2026-07-22 09:15:00 IST,1133.41,1076.73,1218.42,1246.76,1275.09,1303.43,2026-07-22 15:30:00 IST,1127.3,TIMEOUT,-0.1077,15,82.0,True,True,False,True,True,True,True,True,NONE
EMMVEE,2025-03-17 15:30:00 IST,BULL,2025-03-17 09:15:00 IST,1326.42,1260.1,1425.91,1459.07,1492.24,1525.4,2025-03-17 15:30:00 IST,1313.38,TIMEOUT,-0.1966,15,82.0,True,True,False,True,True,True,True,True,NONE
EMMVEE,2025-12-04 15:30:00 IST,SIDEWAYS,2025-12-04 09:15:00 IST,1694.79,1610.05,1821.9,1864.27,1906.64,1949.02,2025-12-04 15:30:00 IST,1843.23,TIMEOUT,1.3758,15,82.0,True,True,False,True,True,True,True,True,NONE
EMMVEE,2025-12-11 15:30:00 IST,SIDEWAYS,2025-12-11 09:15:00 IST,1720.89,1634.85,1849.96,1892.98,1936.01,1979.03,2025-12-11 15:30:00 IST,1896.5,TIMEOUT,1.5204,15,82.0,True,True,False,True,True,True,True,True,NONE
EMMVEE,2025-12-12 15:30:00 IST,SIDEWAYS,2025-12-12 09:15:00 IST,1740.87,1653.83,1871.43,1914.95,1958.47,2001.99,2025-12-12 15:30:00 IST,1850.16,TIMEOUT,1.1278,15,82.0,True,True,True,True,True,True,True,True,NONE
ENDURANCE,2026-08-10 15:30:00 IST,SIDEWAYS,2026-08-10 09:15:00 IST,2969.0,2820.55,3191.68,3265.9,3340.12,3414.35,2026-08-10 15:30:00 IST,2871.2,TIMEOUT,-0.6588,15,82.0,True,True,True,True,True,True,True,True,NONE
ENGINERSIN,2025-04-18 15:30:00 IST,BULL,2025-04-18 09:15:00 IST,785.48,746.21,844.39,864.03,883.67,903.3,2025-04-18 15:30:00 IST,841.28,TIMEOUT,1.2103,15,82.0,True,True,True,True,True,True,True,True,NONE
ENRIN,2026-04-17 15:30:00 IST,BULL,2026-04-17 09:15:00 IST,3019.6,2868.62,3246.07,3321.56,3397.05,3472.54,2026-04-17 15:30:00 IST,3183.2,TIMEOUT,1.0418,15,82.0,True,True,False,True,True,True,True,True,NONE
ENRIN,2026-04-20 15:30:00 IST,BULL,2026-04-20 09:15:00 IST,3138.4,2981.48,3373.78,3452.24,3530.7,3609.16,2026-04-20 15:30:00 IST,3138.4,BE_EXIT,0.5,13,82.0,True,True,True,True,True,True,True,True,NONE
ENRIN,2026-05-20 15:30:00 IST,BULL,2026-05-20 09:15:00 IST,3459.6,3286.62,3719.07,3805.56,3892.05,3978.54,2026-05-20 15:30:00 IST,3459.6,BE_EXIT,0.5,3,82.0,True,True,False,True,True,True,True,True,NONE
ENRIN,2026-05-27 15:30:00 IST,BULL,2026-05-27 09:15:00 IST,3766.1,3577.8,4048.55,4142.7,4236.85,4331.0,2026-05-27 15:30:00 IST,3766.1,BE_EXIT,0.5,3,82.0,True,True,True,True,True,True,True,True,NONE
ENRIN,2026-08-07 15:30:00 IST,SIDEWAYS,2026-08-07 09:15:00 IST,3648.8,3466.36,3922.46,4013.68,4104.9,4196.12,2026-08-07 15:30:00 IST,3466.36,SL_HIT,-1.0,8,82.0,True,True,True,True,True,True,True,True,NONE
EPL,2026-02-17 15:30:00 IST,BEAR,2026-02-17 09:15:00 IST,1699.79,1614.8,1827.28,1869.77,1912.27,1954.77,2026-02-17 15:30:00 IST,1656.72,TIMEOUT,-0.5068,15,82.0,True,True,False,True,True,True,True,True,NONE
EPL,2026-02-24 15:30:00 IST,BEAR,2026-02-24 09:15:00 IST,1737.34,1650.47,1867.65,1911.08,1954.52,1997.96,2026-02-24 15:30:00 IST,1650.47,SL_HIT,-1.0,10,82.0,True,True,False,True,True,True,True,True,NONE
EQUITASBNK,2025-04-09 15:30:00 IST,BULL,2025-04-09 09:15:00 IST,1810.71,1720.18,1946.52,1991.78,2037.05,2082.32,2025-04-09 15:30:00 IST,1906.79,TIMEOUT,1.0306,15,82.0,True,True,True,True,True,True,True,True,NONE
EQUITASBNK,2025-05-28 15:30:00 IST,BULL,2025-05-28 09:15:00 IST,2081.99,1977.89,2238.14,2290.19,2342.24,2394.29,2025-05-28 15:30:00 IST,1989.52,TIMEOUT,-0.8883,15,82.0,True,True,False,True,True,True,True,True,NONE
ETERNAL,2025-04-22 15:30:00 IST,BULL,2025-04-22 09:15:00 IST,2376.95,2258.1,2555.21,2614.64,2674.06,2733.48,2025-04-22 15:30:00 IST,2437.02,TIMEOUT,0.5055,15,82.0,True,True,True,True,True,True,True,True,NONE
ETHOSLTD,2025-10-23 15:30:00 IST,BEAR,2025-10-23 09:15:00 IST,1603.88,1523.69,1724.17,1764.27,1804.37,1844.47,2025-10-23 15:30:00 IST,1512.85,SL_HIT,-1.1351,14,82.0,True,True,True,True,True,True,True,True,NONE
ETHOSLTD,2026-08-06 15:30:00 IST,SIDEWAYS,2026-08-06 09:15:00 IST,1836.46,1744.64,1974.19,2020.09,2066.0,2111.91,2026-08-06 15:30:00 IST,2863.95,FULL_TARGET,1.75,11,82.0,True,True,True,True,True,True,True,True,NONE
EUREKAFORB,2025-11-19 15:30:00 IST,SIDEWAYS,2025-11-19 09:15:00 IST,1414.05,1343.35,1520.11,1555.46,1590.81,1626.16,2025-11-19 15:30:00 IST,1525.23,TIMEOUT,1.2862,15,82.0,True,True,True,True,True,True,True,True,NONE
EUREKAFORB,2025-11-25 15:30:00 IST,SIDEWAYS,2025-11-25 09:15:00 IST,1471.24,1397.67,1581.59,1618.37,1655.15,1691.94,2025-11-25 15:30:00 IST,1512.52,TIMEOUT,0.7806,15,82.0,True,True,False,True,True,True,True,True,NONE
EUREKAFORB,2025-12-04 15:30:00 IST,SIDEWAYS,2025-12-04 09:15:00 IST,1561.3,1483.23,1678.4,1717.43,1756.46,1795.49,2025-12-04 15:30:00 IST,1483.23,SL_HIT,-1.0,5,82.0,True,True,False,True,True,True,True,True,NONE
EXIDEIND,2026-05-27 15:30:00 IST,BULL,2026-05-27 09:15:00 IST,392.27,372.66,421.69,431.49,441.3,451.1,2026-05-27 15:30:00 IST,386.55,TIMEOUT,-0.2918,15,82.0,True,True,True,True,True,True,True,True,NONE
EXIDEIND,2026-06-02 15:30:00 IST,BULL,2026-06-02 09:15:00 IST,404.31,384.1,434.63,444.74,454.84,464.95,2026-06-02 15:30:00 IST,384.1,SL_HIT,-1.0,4,82.0,True,True,True,True,True,True,True,True,NONE
EXIDEIND,2026-07-02 15:30:00 IST,BULL,2026-07-02 09:15:00 IST,417.35,396.48,448.66,459.09,469.53,479.96,2026-07-02 15:30:00 IST,439.75,TIMEOUT,1.0367,15,82.0,True,True,False,True,True,True,True,True,NONE
EXIDEIND,2026-07-17 15:30:00 IST,BULL,2026-07-17 09:15:00 IST,435.2,413.44,467.84,478.72,489.6,500.48,2026-07-17 15:30:00 IST,489.6,FULL_TARGET,1.75,15,82.0,True,True,True,True,True,True,True,True,NONE
FACT,2026-05-12 15:30:00 IST,BULL,2026-05-12 09:15:00 IST,1726.77,1640.43,1856.27,1899.44,1942.6,1985.77,2026-05-12 15:30:00 IST,1783.35,TIMEOUT,0.8277,15,82.0,True,True,True,True,True,True,True,True,NONE
FACT,2026-05-13 15:30:00 IST,BULL,2026-05-13 09:15:00 IST,1757.67,1669.79,1889.5,1933.44,1977.38,2021.32,2026-05-13 15:30:00 IST,1792.28,TIMEOUT,0.3938,15,82.0,True,True,True,True,True,True,True,True,NONE
FDC,2026-05-27 15:30:00 IST,BULL,2026-05-27 09:15:00 IST,429.55,408.07,461.77,472.51,483.25,493.99,2026-05-27 15:30:00 IST,408.07,SL_HIT,-1.0,2,82.0,True,True,False,True,True,True,False,True,NONE
FEDFINA,2026-03-16 15:30:00 IST,BEAR,2026-03-16 09:15:00 IST,2101.95,1996.86,2259.6,2312.14,2364.69,2417.24,2026-03-16 15:30:00 IST,2328.11,TIMEOUT,1.576,15,82.0,True,True,True,True,True,True,True,True,NONE
FIEMIND,2025-12-18 15:30:00 IST,SIDEWAYS,2025-12-18 09:15:00 IST,1603.44,1523.27,1723.69,1763.78,1803.86,1843.94,2025-12-18 15:30:00 IST,1665.19,TIMEOUT,0.7703,15,82.0,True,True,True,True,True,True,True,True,NONE
FIVESTAR,2026-06-18 15:30:00 IST,BULL,2026-06-18 09:15:00 IST,518.85,492.91,557.76,570.73,583.7,596.67,2026-06-18 15:30:00 IST,492.91,SL_HIT,-1.0,3,82.0,True,True,True,True,True,True,True,True,NONE
FIVESTAR,2026-07-02 15:30:00 IST,BULL,2026-07-02 09:15:00 IST,543.9,516.71,584.69,598.28,611.88,625.47,2026-07-02 15:30:00 IST,543.9,BE_EXIT,0.5,14,82.0,True,True,True,True,True,True,True,True,NONE
FLUOROCHEM,2026-04-30 15:30:00 IST,BULL,2026-04-30 09:15:00 IST,3602.0,3421.9,3872.15,3962.2,4052.25,4142.3,2026-04-30 15:30:00 IST,3602.0,BE_EXIT,0.5,8,82.0,True,True,True,True,True,True,True,True,NONE
FLUOROCHEM,2026-06-30 15:30:00 IST,BULL,2026-06-30 09:15:00 IST,3964.0,3765.8,4261.3,4360.4,4459.5,4558.6,2026-06-30 15:30:00 IST,4459.5,FULL_TARGET,1.75,15,82.0,True,True,True,True,True,True,True,True,NONE
FLUOROCHEM,2026-07-15 15:30:00 IST,BULL,2026-07-15 09:15:00 IST,4131.6,3925.02,4441.47,4544.76,4648.05,4751.34,2026-07-15 15:30:00 IST,4653.2,FULL_TARGET,1.75,8,82.0,True,True,False,True,True,True,True,True,NONE
FLUOROCHEM,2026-07-20 15:30:00 IST,BULL,2026-07-20 09:15:00 IST,4316.2,4100.39,4639.92,4747.82,4855.73,4963.63,2026-07-20 15:30:00 IST,4484.0,TIMEOUT,0.8888,15,82.0,True,True,False,True,True,True,True,True,NONE
FLUOROCHEM,2026-07-21 15:30:00 IST,BULL,2026-07-21 09:15:00 IST,4607.1,4376.75,4952.63,5067.8,5182.98,5298.15,2026-07-21 15:30:00 IST,4376.75,SL_HIT,-1.0,7,82.0,True,True,True,True,True,True,True,True,NONE
FORCEMOT,2026-02-17 15:30:00 IST,BEAR,2026-02-17 09:15:00 IST,25776.0,24487.2,27709.2,28353.6,28998.0,29642.4,2026-02-17 15:30:00 IST,24487.2,SL_HIT,-1.0,2,82.0,True,True,True,True,True,True,False,True,NONE
FSL,2026-07-13 15:30:00 IST,BULL,2026-07-13 09:15:00 IST,265.06,251.81,284.93,291.56,298.18,304.81,2026-07-13 15:30:00 IST,251.81,SL_HIT,-1.0,9,82.0,True,True,True,True,True,True,True,True,NONE
FSL,2026-07-29 15:30:00 IST,BULL,2026-07-29 09:15:00 IST,293.58,278.9,315.6,322.94,330.28,337.62,2026-07-29 15:30:00 IST,330.28,FULL_TARGET,1.75,3,82.0,True,True,False,True,True,True,True,True,NONE
FSL,2026-07-30 15:30:00 IST,BULL,2026-07-30 09:15:00 IST,299.62,284.64,322.09,329.58,337.07,344.56,2026-07-30 15:30:00 IST,337.07,FULL_TARGET,1.75,4,82.0,True,True,True,True,True,True,True,True,NONE
FSL,2026-07-31 15:30:00 IST,BULL,2026-07-31 09:15:00 IST,302.12,287.01,324.78,332.34,339.89,347.45,2026-07-31 15:30:00 IST,339.89,FULL_TARGET,1.75,3,82.0,True,True,False,True,True,True,True,True,NONE
FSL,2026-08-03 15:30:00 IST,SIDEWAYS,2026-08-03 09:15:00 IST,324.35,308.13,348.68,356.79,364.9,373.01,2026-08-03 15:30:00 IST,324.35,BE_EXIT,0.5,3,82.0,True,True,False,True,True,True,True,True,NONE
GABRIEL,2026-05-07 15:30:00 IST,BULL,2026-05-07 09:15:00 IST,1126.6,1070.27,1211.09,1239.26,1267.42,1295.59,2026-05-07 15:30:00 IST,1070.27,SL_HIT,-1.0,7,82.0,True,True,False,True,True,True,True,True,NONE
GABRIEL,2026-06-19 15:30:00 IST,BULL,2026-06-19 09:15:00 IST,1197.4,1137.53,1287.21,1317.14,1347.08,1377.01,2026-06-19 15:30:00 IST,1250.8,TIMEOUT,0.946,15,82.0,True,True,True,True,True,True,True,True,NONE
GABRIEL,2026-06-22 15:30:00 IST,BULL,2026-06-22 09:15:00 IST,1241.9,1179.81,1335.04,1366.08,1397.13,1428.17,2026-06-22 15:30:00 IST,1265.0,TIMEOUT,0.372,15,82.0,True,True,True,True,True,True,True,True,NONE
GABRIEL,2026-06-29 15:30:00 IST,BULL,2026-06-29 09:15:00 IST,1275.2,1211.44,1370.84,1402.72,1434.6,1466.48,2026-06-29 15:30:00 IST,1434.6,FULL_TARGET,1.75,15,82.0,True,True,False,True,True,True,True,True,NONE
GABRIEL,2026-07-15 15:30:00 IST,BULL,2026-07-15 09:15:00 IST,1354.5,1286.77,1456.1,1489.96,1523.83,1557.69,2026-07-15 15:30:00 IST,1354.5,BE_EXIT,0.5,7,82.0,True,True,False,True,True,True,True,True,NONE
GABRIEL,2026-07-21 15:30:00 IST,BULL,2026-07-21 09:15:00 IST,1488.5,1414.08,1600.13,1637.34,1674.55,1711.76,2026-07-21 15:30:00 IST,1414.08,SL_HIT,-1.0,1,82.0,True,True,True,True,True,True,False,True,NONE
GAEL,2025-03-18 15:30:00 IST,BULL,2025-03-18 09:15:00 IST,1006.58,956.25,1082.07,1107.24,1132.4,1157.57,2025-03-18 15:30:00 IST,1011.16,TIMEOUT,0.091,15,82.0,True,True,False,True,True,True,True,True,NONE
GAEL,2025-03-19 15:30:00 IST,BULL,2025-03-19 09:15:00 IST,1014.82,964.08,1090.93,1116.31,1141.68,1167.05,2025-03-19 15:30:00 IST,1019.01,TIMEOUT,0.0825,15,82.0,True,True,False,True,True,True,True,True,NONE
GAEL,2025-09-03 15:30:00 IST,BEAR,2025-09-03 09:15:00 IST,1259.99,1196.99,1354.5,1386.0,1417.5,1449.0,2025-09-03 15:30:00 IST,1314.57,TIMEOUT,0.9331,15,82.0,True,True,False,True,True,True,True,True,NONE
GAIL,2025-04-15 15:30:00 IST,BULL,2025-04-15 09:15:00 IST,1490.02,1415.52,1601.77,1639.02,1676.27,1713.52,2025-04-15 15:30:00 IST,1463.69,TIMEOUT,-0.3534,15,82.0,True,True,True,True,True,True,True,True,NONE
GAIL,2026-05-22 15:30:00 IST,BULL,2026-05-22 09:15:00 IST,1352.38,1284.76,1453.8,1487.61,1521.41,1555.22,2026-05-22 15:30:00 IST,1278.43,SL_HIT,-1.0936,13,82.0,True,True,True,True,True,True,True,True,NONE
GALAPREC,2026-05-26 15:30:00 IST,BULL,2026-05-26 09:15:00 IST,930.2,883.69,999.97,1023.22,1046.48,1069.73,2026-05-26 15:30:00 IST,883.69,SL_HIT,-1.0,6,82.0,True,True,True,True,True,True,True,True,NONE
GALAPREC,2026-06-22 15:30:00 IST,BULL,2026-06-22 09:15:00 IST,1173.1,1114.44,1261.09,1290.42,1319.75,1349.08,2026-06-22 15:30:00 IST,1114.44,SL_HIT,-1.0,1,82.0,True,True,False,True,True,True,False,True,NONE
GALAXYSURF,2026-08-14 15:30:00 IST,SIDEWAYS,2026-08-14 09:15:00 IST,2508.4,2382.98,2696.53,2759.24,2821.95,2884.66,2026-08-14 15:30:00 IST,2403.0,BE_EXIT,0.0798,2,82.0,True,True,True,True,True,True,True,True,NONE
GALLANTT,2025-08-08 15:30:00 IST,BEAR,2025-08-08 09:15:00 IST,1426.67,1355.34,1533.67,1569.33,1605.0,1640.66,2025-08-08 15:30:00 IST,1435.99,TIMEOUT,0.1307,15,82.0,True,True,True,True,True,True,True,True,NONE
GALLANTT,2025-09-15 15:30:00 IST,BEAR,2025-09-15 09:15:00 IST,1505.41,1430.14,1618.31,1655.94,1693.57,1731.21,2025-09-15 15:30:00 IST,1582.49,TIMEOUT,1.0121,15,82.0,True,True,True,True,True,True,True,True,NONE
GALLANTT,2026-06-24 15:30:00 IST,BULL,2026-06-24 09:15:00 IST,2750.68,2613.14,2956.99,3025.76,3094.53,3163.29,2026-06-24 15:30:00 IST,2613.14,SL_HIT,-1.0,9,82.0,True,True,False,True,True,True,True,True,NONE
GARFIBRES,2026-06-19 15:30:00 IST,BULL,2026-06-19 09:15:00 IST,796.4,756.58,856.13,876.04,895.95,915.86,2026-06-19 15:30:00 IST,756.58,SL_HIT,-1.0,3,82.0,True,True,True,True,True,True,True,True,NONE
GARFIBRES,2026-08-05 15:30:00 IST,SIDEWAYS,2026-08-05 09:15:00 IST,797.35,757.48,857.15,877.09,897.02,916.96,2026-08-05 15:30:00 IST,797.35,BE_EXIT,0.5,3,82.0,True,True,False,True,True,True,True,True,NONE
GARFIBRES,2026-08-06 15:30:00 IST,SIDEWAYS,2026-08-06 09:15:00 IST,838.85,796.91,901.76,922.73,943.7,964.67,2026-08-06 15:30:00 IST,796.91,SL_HIT,-1.0,2,82.0,True,True,True,True,True,True,False,True,NONE
GARUDA,2026-05-05 15:30:00 IST,BULL,2026-05-05 09:15:00 IST,196.62,186.79,211.36,216.28,221.19,226.11,2026-05-05 15:30:00 IST,186.79,SL_HIT,-1.0,5,82.0,True,True,True,True,True,True,True,True,NONE
GENUSPOWER,2026-05-06 15:30:00 IST,BULL,2026-05-06 09:15:00 IST,335.05,318.3,360.17,368.55,376.92,385.3,2026-05-06 15:30:00 IST,318.3,SL_HIT,-1.0,4,82.0,True,True,True,True,True,True,True,True,NONE
GESHIP,2026-03-12 15:30:00 IST,BEAR,2026-03-12 09:15:00 IST,1476.36,1402.55,1587.09,1623.99,1660.9,1697.81,2026-03-12 15:30:00 IST,1402.55,SL_HIT,-1.0,2,82.0,True,True,True,True,True,True,False,True,NONE
GESHIP,2026-05-18 15:30:00 IST,BULL,2026-05-18 09:15:00 IST,1684.93,1600.69,1811.3,1853.42,1895.54,1937.66,2026-05-18 15:30:00 IST,1684.93,BE_EXIT,0.5,2,82.0,True,True,True,True,True,True,True,True,NONE
GIPCL,2026-06-02 15:30:00 IST,BULL,2026-06-02 09:15:00 IST,173.76,165.07,186.79,191.14,195.48,199.83,2026-06-02 15:30:00 IST,165.07,SL_HIT,-1.0,4,82.0,True,True,False,True,True,True,True,True,NONE
GIPCL,2026-08-25 15:30:00 IST,SIDEWAYS,2026-08-25 09:15:00 IST,190.72,181.18,205.03,209.8,214.57,219.34,2026-08-25 15:30:00 IST,201.3,TIMEOUT,1.0545,11,82.0,True,True,False,True,True,True,True,True,NONE
GIPCL,2026-08-26 15:30:00 IST,SIDEWAYS,2026-08-26 09:15:00 IST,201.47,191.4,216.58,221.61,226.65,231.68,2026-08-26 15:30:00 IST,201.47,BE_EXIT,0.5,8,82.0,True,True,True,True,True,True,True,True,NONE
GLAND,2026-05-18 15:30:00 IST,BULL,2026-05-18 09:15:00 IST,2156.6,2048.77,2318.35,2372.26,2426.18,2480.09,2026-05-18 15:30:00 IST,2247.8,TIMEOUT,0.9229,15,82.0,True,True,False,True,True,True,True,True,NONE
GLAND,2026-05-19 15:30:00 IST,BULL,2026-05-19 09:15:00 IST,2251.1,2138.55,2419.93,2476.2,2532.48,2588.75,2026-05-19 15:30:00 IST,2251.1,BE_EXIT,0.5,8,82.0,True,True,True,True,True,True,True,True,NONE
GLAND,2026-05-21 15:30:00 IST,BULL,2026-05-21 09:15:00 IST,2331.0,2214.45,2505.82,2564.1,2622.38,2680.65,2026-05-21 15:30:00 IST,2214.45,SL_HIT,-1.0,10,82.0,True,True,True,True,True,True,True,True,NONE
GLAND,2026-06-30 15:30:00 IST,BULL,2026-06-30 09:15:00 IST,2495.0,2370.25,2682.12,2744.5,2806.88,2869.25,2026-06-30 15:30:00 IST,2482.4,TIMEOUT,-0.101,15,82.0,True,True,True,True,True,True,True,True,NONE
GLAND,2026-07-07 15:30:00 IST,BULL,2026-07-07 09:15:00 IST,2550.0,2422.5,2741.25,2805.0,2868.75,2932.5,2026-07-07 15:30:00 IST,2422.5,SL_HIT,-1.0,4,82.0,True,True,True,True,True,True,True,True,NONE
GLAND,2026-08-10 15:30:00 IST,SIDEWAYS,2026-08-10 09:15:00 IST,2647.3,2514.94,2845.84,2912.02,2978.2,3044.38,2026-08-10 15:30:00 IST,2978.2,FULL_TARGET,1.75,1,82.0,True,True,True,True,True,True,True,True,NONE
GLAXO,2026-08-18 15:30:00 IST,SIDEWAYS,2026-08-18 09:15:00 IST,2877.4,2733.53,3093.2,3165.14,3237.07,3309.01,2026-08-18 15:30:00 IST,2875.1,BE_EXIT,0.492,4,82.0,True,True,True,True,True,True,True,True,NONE
GLAXO,2026-08-19 15:30:00 IST,SIDEWAYS,2026-08-19 09:15:00 IST,3032.4,2880.78,3259.83,3335.64,3411.45,3487.26,2026-08-19 15:30:00 IST,2880.78,SL_HIT,-1.0,2,82.0,True,True,True,True,True,True,False,True,NONE
GLENMARK,2026-03-10 15:30:00 IST,BEAR,2026-03-10 09:15:00 IST,2225.8,2114.51,2392.74,2448.38,2504.03,2559.67,2026-03-10 15:30:00 IST,2114.51,SL_HIT,-1.0,7,82.0,True,True,True,True,True,True,True,True,NONE
GLENMARK,2026-04-28 15:30:00 IST,BULL,2026-04-28 09:15:00 IST,2403.7,2283.51,2583.98,2644.08,2704.17,2764.27,2026-04-28 15:30:00 IST,2283.51,SL_HIT,-1.0,10,82.0,True,True,False,True,True,True,True,True,NONE
GMDCLTD,2026-04-16 15:30:00 IST,BULL,2026-04-16 09:15:00 IST,746.75,709.41,802.76,821.43,840.1,858.77,2026-04-16 15:30:00 IST,709.41,SL_HIT,-1.0,2,82.0,True,True,False,True,True,True,False,True,NONE
GMMPFAUDLR,2026-03-30 15:30:00 IST,BEAR,2026-03-30 09:15:00 IST,1779.01,1690.06,1912.44,1956.92,2001.4,2045.88,2026-03-30 15:30:00 IST,1796.61,TIMEOUT,0.1978,15,82.0,True,True,False,True,True,True,True,True,NONE
GMMPFAUDLR,2026-06-09 15:30:00 IST,BULL,2026-06-09 09:15:00 IST,1951.48,1853.9,2097.85,2146.64,2195.43,2244.21,2026-06-09 15:30:00 IST,1843.78,SL_HIT,-1.1037,10,82.0,True,True,False,True,True,True,True,True,NONE
GNA,2026-07-13 15:30:00 IST,BULL,2026-07-13 09:15:00 IST,529.25,502.79,568.94,582.17,595.4,608.63,2026-07-13 15:30:00 IST,595.4,FULL_TARGET,1.75,3,82.0,True,True,True,True,True,True,True,True,NONE
GNA,2026-07-14 15:30:00 IST,BULL,2026-07-14 09:15:00 IST,555.7,527.92,597.37,611.26,625.15,639.04,2026-07-14 15:30:00 IST,555.7,BE_EXIT,0.5,3,82.0,True,True,True,True,True,True,True,True,NONE
GNA,2026-07-16 15:30:00 IST,BULL,2026-07-16 09:15:00 IST,592.0,562.4,636.4,651.2,666.0,680.8,2026-07-16 15:30:00 IST,562.4,SL_HIT,-1.0,1,82.0,True,True,True,True,True,True,False,True,NONE
GNFC,2026-05-14 15:30:00 IST,BULL,2026-05-14 09:15:00 IST,519.95,493.95,558.95,571.95,584.95,597.95,2026-05-14 15:30:00 IST,519.95,BE_EXIT,0.5,4,82.0,True,True,False,True,True,True,True,True,NONE
GNFC,2026-05-19 15:30:00 IST,BULL,2026-05-19 09:15:00 IST,545.95,518.65,586.9,600.55,614.2,627.85,2026-05-19 15:30:00 IST,518.65,SL_HIT,-1.0,2,82.0,True,True,False,True,True,True,False,True,NONE
GNFC,2026-06-17 15:30:00 IST,BULL,2026-06-17 09:15:00 IST,559.25,531.29,601.19,615.17,629.15,643.13,2026-06-17 15:30:00 IST,559.25,BE_EXIT,0.5,4,82.0,True,True,True,True,True,True,True,True,NONE
GODREJAGRO,2025-07-21 15:30:00 IST,BEAR,2025-07-21 09:15:00 IST,1010.53,960.01,1086.32,1111.58,1136.84,1162.1,2025-07-21 15:30:00 IST,1052.02,TIMEOUT,0.9106,15,82.0,True,True,True,True,True,True,True,True,NONE
GODREJAGRO,2025-07-29 15:30:00 IST,BEAR,2025-07-29 09:15:00 IST,1032.61,980.98,1110.06,1135.88,1161.69,1187.51,2025-07-29 15:30:00 IST,1101.28,TIMEOUT,1.1649,15,82.0,True,True,False,True,True,True,True,True,NONE
GODREJPROP,2026-07-03 15:30:00 IST,BULL,2026-07-03 09:15:00 IST,1986.8,1887.46,2135.8,2185.47,2235.14,2284.81,2026-07-03 15:30:00 IST,1986.8,BE_EXIT,0.5,15,82.0,True,True,True,True,True,True,True,True,NONE
GODREJPROP,2026-07-06 15:30:00 IST,BULL,2026-07-06 09:15:00 IST,2036.56,1934.73,2189.29,2240.21,2291.12,2342.03,2026-07-06 15:30:00 IST,2036.56,BE_EXIT,0.5,13,82.0,True,True,True,True,True,True,True,True,NONE
GODREJPROP,2026-07-13 15:30:00 IST,BULL,2026-07-13 09:15:00 IST,2152.2,2044.59,2313.61,2367.41,2421.21,2475.02,2026-07-13 15:30:00 IST,2044.59,SL_HIT,-1.0,8,82.0,True,True,True,True,True,True,True,True,NONE
