scanner,evaluation_type,symbol,signal_timestamp,signal_regime,entry_timestamp,entry_price,stop_loss,target_1,target_2,target_3,target_4,exit_timestamp,exit_price,exit_reason,r_multiple,holding_period_bars_or_days,composite_score,gate_details,naive_baseline_fired,data_source_flags
EOD,HISTORICAL_REPLAY,SKMEGGPROD,2026-06-29 15:30:00 IST,BULL,2026-06-29 09:15:00 IST,304.05,288.85,326.85,334.45,342.05,349.65,2026-06-29 15:30:00 IST,304.05,BE_EXIT,0.5,4.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": true, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,SKMEGGPROD,2026-07-13 15:30:00 IST,BULL,2026-07-13 09:15:00 IST,360.9,342.85,387.97,397.0,406.02,415.05,2026-07-13 15:30:00 IST,342.85,SL_HIT,-1.0,2.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": false, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": false}",True,NONE
EOD,HISTORICAL_REPLAY,SKYGOLD,2026-04-15 15:30:00 IST,BULL,2026-04-15 09:15:00 IST,419.6,398.62,451.07,461.56,472.05,482.54,2026-04-15 15:30:00 IST,472.05,FULL_TARGET,1.75,15.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": true, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,SKYGOLD,2026-04-29 15:30:00 IST,BULL,2026-04-29 09:15:00 IST,458.55,435.62,492.94,504.41,515.87,527.34,2026-04-29 15:30:00 IST,515.87,FULL_TARGET,1.75,7.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": false, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,SKYGOLD,2026-05-06 15:30:00 IST,BULL,2026-05-06 09:15:00 IST,479.0,455.05,514.92,526.9,538.88,550.85,2026-05-06 15:30:00 IST,538.88,FULL_TARGET,1.75,2.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": true, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,SKYGOLD,2026-05-08 15:30:00 IST,BULL,2026-05-08 09:15:00 IST,541.25,514.19,581.84,595.37,608.9,622.43,2026-05-08 15:30:00 IST,501.95,SL_HIT,-1.4523,1.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": true, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": false}",True,NONE
EOD,HISTORICAL_REPLAY,SKYGOLD,2026-06-02 15:30:00 IST,BULL,2026-06-02 09:15:00 IST,559.7,531.72,601.67,615.66,629.65,643.64,2026-06-02 15:30:00 IST,559.7,BE_EXIT,0.5,3.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": true, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,SKYGOLD,2026-07-09 15:30:00 IST,BULL,2026-07-09 09:15:00 IST,623.3,592.13,670.05,685.64,701.22,716.81,2026-07-09 15:30:00 IST,638.25,TIMEOUT,0.7398,15.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": false, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,SKYGOLD,2026-08-07 15:30:00 IST,SIDEWAYS,2026-08-07 09:15:00 IST,719.4,683.43,773.36,791.34,809.33,827.31,2026-08-07 15:30:00 IST,809.33,FULL_TARGET,1.75,1.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": true, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,SKYGOLD,2026-08-12 15:30:00 IST,SIDEWAYS,2026-08-12 09:15:00 IST,833.1,791.44,895.59,916.42,937.25,958.08,2026-08-12 15:30:00 IST,791.44,SL_HIT,-1.0,1.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": false, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": false}",True,NONE
EOD,HISTORICAL_REPLAY,SMARTWORKS,2025-10-24 15:30:00 IST,BEAR,2025-10-24 09:15:00 IST,983.15,933.99,1056.89,1081.47,1106.05,1130.63,2025-10-24 15:30:00 IST,968.91,TIMEOUT,-0.2896,15.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": false, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,SMARTWORKS,2025-11-19 15:30:00 IST,SIDEWAYS,2025-11-19 09:15:00 IST,1000.72,950.69,1075.77,1100.79,1125.81,1150.82,2025-11-19 15:30:00 IST,950.69,SL_HIT,-1.0,5.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": true, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,SMLMAH,2026-02-17 15:30:00 IST,BEAR,2026-02-17 09:15:00 IST,5085.3,4831.03,5466.7,5593.83,5720.96,5848.1,2026-02-17 15:30:00 IST,4831.03,SL_HIT,-1.0,4.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": false, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,SMLMAH,2026-07-29 15:30:00 IST,BULL,2026-07-29 09:15:00 IST,4566.0,4337.7,4908.45,5022.6,5136.75,5250.9,2026-07-29 15:30:00 IST,5136.75,FULL_TARGET,1.75,1.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": true, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,SMLMAH,2026-07-30 15:30:00 IST,BULL,2026-07-30 09:15:00 IST,5479.2,5205.24,5890.14,6027.12,6164.1,6301.08,2026-07-30 15:30:00 IST,5479.2,BE_EXIT,0.5,2.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": false, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,SMSPHARMA,2026-02-17 15:30:00 IST,BEAR,2026-02-17 09:15:00 IST,367.5,349.12,395.07,404.26,413.45,422.64,2026-02-17 15:30:00 IST,367.5,BE_EXIT,0.5,9.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": false, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,SMSPHARMA,2026-03-10 15:30:00 IST,BEAR,2026-03-10 09:15:00 IST,420.3,399.28,451.83,462.34,472.85,483.36,2026-03-10 15:30:00 IST,399.28,SL_HIT,-1.0,3.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": false, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,SOBHA,2025-03-05 15:30:00 IST,BULL,2025-03-05 09:15:00 IST,1130.58,1074.05,1215.37,1243.63,1271.9,1300.16,2025-03-05 15:30:00 IST,1073.77,SL_HIT,-1.0049,6.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": true, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,SOBHA,2026-06-01 15:30:00 IST,BULL,2026-06-01 09:15:00 IST,1269.44,1205.96,1364.65,1396.39,1428.13,1459.87,2026-06-01 15:30:00 IST,1230.61,TIMEOUT,-0.6117,15.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": false, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,SOLARINDS,2026-03-04 15:30:00 IST,BEAR,2026-03-04 09:15:00 IST,14523.0,13796.85,15612.23,15975.3,16338.38,16701.45,2026-03-04 15:30:00 IST,14523.0,BE_EXIT,0.5,5.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": true, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,SOLARINDS,2026-04-15 15:30:00 IST,BULL,2026-04-15 09:15:00 IST,14886.0,14141.7,16002.45,16374.6,16746.75,17118.9,2026-04-15 15:30:00 IST,15740.0,TIMEOUT,1.0737,15.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": true, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,SOLARINDS,2026-05-14 15:30:00 IST,BULL,2026-05-14 09:15:00 IST,16665.0,15831.75,17914.88,18331.5,18748.12,19164.75,2026-05-14 15:30:00 IST,18748.12,FULL_TARGET,1.75,9.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": true, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,SOLARINDS,2026-05-15 15:30:00 IST,BULL,2026-05-15 09:15:00 IST,17314.0,16448.3,18612.55,19045.4,19478.25,19911.1,2026-05-15 15:30:00 IST,18441.0,TIMEOUT,1.1509,15.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": true, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,SOLARINDS,2026-05-18 15:30:00 IST,BULL,2026-05-18 09:15:00 IST,18019.0,17118.05,19370.42,19820.9,20271.38,20721.85,2026-05-18 15:30:00 IST,18114.0,TIMEOUT,0.1054,15.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": true, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,SOLARINDS,2026-07-20 15:30:00 IST,BULL,2026-07-20 09:15:00 IST,19028.0,18076.6,20455.1,20930.8,21406.5,21882.2,2026-07-20 15:30:00 IST,18076.6,SL_HIT,-1.0,7.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": true, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,SOLARINDS,2026-09-03 15:30:00 IST,SIDEWAYS,2026-09-03 09:15:00 IST,21500.0,20425.0,23112.5,23650.0,24187.5,24725.0,2026-09-03 15:30:00 IST,21445.0,TIMEOUT,-0.0512,1.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": true, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,SONACOMS,2025-11-19 15:30:00 IST,SIDEWAYS,2025-11-19 09:15:00 IST,503.84,478.65,541.63,554.23,566.83,579.43,2025-11-19 15:30:00 IST,478.65,SL_HIT,-1.0,14.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": false, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,SONACOMS,2026-04-10 15:30:00 IST,BULL,2026-04-10 09:15:00 IST,552.64,525.01,594.09,607.91,621.73,635.54,2026-04-10 15:30:00 IST,573.78,TIMEOUT,0.8825,15.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": false, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,SONACOMS,2026-04-13 15:30:00 IST,BULL,2026-04-13 09:15:00 IST,567.65,539.27,610.22,624.41,638.6,652.79,2026-04-13 15:30:00 IST,576.18,TIMEOUT,0.6502,15.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": true, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,SONACOMS,2026-07-02 15:30:00 IST,BULL,2026-07-02 09:15:00 IST,662.3,629.18,711.98,728.54,745.1,761.66,2026-07-02 15:30:00 IST,719.75,TIMEOUT,1.3673,15.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": false, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,SONACOMS,2026-07-16 15:30:00 IST,BULL,2026-07-16 09:15:00 IST,683.4,649.23,734.66,751.74,768.83,785.91,2026-07-16 15:30:00 IST,769.95,FULL_TARGET,1.75,11.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": true, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,SONACOMS,2026-07-17 15:30:00 IST,BULL,2026-07-17 09:15:00 IST,704.85,669.61,757.71,775.33,792.95,810.57,2026-07-17 15:30:00 IST,792.95,FULL_TARGET,1.75,12.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": true, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,SONACOMS,2026-07-20 15:30:00 IST,BULL,2026-07-20 09:15:00 IST,714.55,678.82,768.14,786.01,803.87,821.74,2026-07-20 15:30:00 IST,803.87,FULL_TARGET,1.75,12.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": false, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,SONACOMS,2026-07-21 15:30:00 IST,BULL,2026-07-21 09:15:00 IST,732.75,696.11,787.71,806.03,824.35,842.67,2026-07-21 15:30:00 IST,824.35,FULL_TARGET,1.75,12.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": false, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,SONACOMS,2026-07-30 15:30:00 IST,BULL,2026-07-30 09:15:00 IST,763.75,725.56,821.03,840.13,859.23,878.32,2026-07-30 15:30:00 IST,821.9,TIMEOUT,1.2613,15.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": false, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,SONATSOFTW,2026-06-16 15:30:00 IST,BULL,2026-06-16 09:15:00 IST,305.88,290.59,328.82,336.47,344.12,351.76,2026-06-16 15:30:00 IST,290.59,SL_HIT,-1.0,3.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": true, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,SONATSOFTW,2026-08-03 15:30:00 IST,SIDEWAYS,2026-08-03 09:15:00 IST,344.53,327.3,370.36,378.98,387.59,396.2,2026-08-03 15:30:00 IST,327.3,SL_HIT,-1.0,3.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": true, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,SOTL,2026-06-03 15:30:00 IST,BULL,2026-06-03 09:15:00 IST,510.86,485.32,549.18,561.95,574.72,587.49,2026-06-03 15:30:00 IST,574.72,FULL_TARGET,1.75,1.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": true, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,SOTL,2026-08-05 15:30:00 IST,SIDEWAYS,2026-08-05 09:15:00 IST,674.07,640.37,724.62,741.47,758.32,775.17,2026-08-05 15:30:00 IST,768.38,FULL_TARGET,1.75,1.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": true, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,SOUTHBANK,2026-03-16 15:30:00 IST,BEAR,2026-03-16 09:15:00 IST,2599.23,2469.27,2794.18,2859.16,2924.14,2989.12,2026-03-16 15:30:00 IST,2524.91,TIMEOUT,-0.5719,15.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": false, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,SOUTHBANK,2026-05-08 15:30:00 IST,BULL,2026-05-08 09:15:00 IST,2839.94,2697.94,3052.93,3123.93,3194.93,3265.93,2026-05-08 15:30:00 IST,2783.11,TIMEOUT,-0.4002,15.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": false, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,SPAL,2026-06-03 15:30:00 IST,BULL,2026-06-03 09:15:00 IST,843.9,801.71,907.19,928.28,949.38,970.47,2026-06-03 15:30:00 IST,801.71,SL_HIT,-1.0,2.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": true, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": false}",True,NONE
EOD,HISTORICAL_REPLAY,SPAL,2026-06-24 15:30:00 IST,BULL,2026-06-24 09:15:00 IST,1109.1,1053.64,1192.29,1220.02,1247.75,1275.48,2026-06-24 15:30:00 IST,1053.64,SL_HIT,-1.0,1.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": false, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": false}",True,NONE
EOD,HISTORICAL_REPLAY,SPLPETRO,2025-05-02 15:30:00 IST,BULL,2025-05-02 09:15:00 IST,1061.47,1008.4,1141.07,1167.61,1194.14,1220.68,2025-05-02 15:30:00 IST,1132.27,TIMEOUT,1.1671,15.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": true, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,SPLPETRO,2025-05-23 15:30:00 IST,BULL,2025-05-23 09:15:00 IST,1132.27,1075.66,1217.19,1245.5,1273.81,1302.11,2025-05-23 15:30:00 IST,1149.56,TIMEOUT,0.3053,15.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": true, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,SPLPETRO,2025-06-17 15:30:00 IST,BULL,2025-06-17 09:15:00 IST,1189.19,1129.73,1278.39,1308.12,1337.85,1367.58,2025-06-17 15:30:00 IST,1235.23,TIMEOUT,0.7742,15.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": false, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,SRF,2026-07-16 15:30:00 IST,BULL,2026-07-16 09:15:00 IST,2889.3,2744.84,3105.99,3178.22,3250.45,3322.68,2026-07-16 15:30:00 IST,2744.84,SL_HIT,-1.0,5.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": true, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,SSWL,2026-04-17 15:30:00 IST,BULL,2026-04-17 09:15:00 IST,220.94,209.89,237.52,243.04,248.57,254.09,2026-04-17 15:30:00 IST,209.89,SL_HIT,-1.0,5.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": false, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,SSWL,2026-06-09 15:30:00 IST,BULL,2026-06-09 09:15:00 IST,234.6,222.87,252.2,258.06,263.93,269.79,2026-06-09 15:30:00 IST,230.68,TIMEOUT,-0.3342,15.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": true, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,SSWL,2026-09-01 15:30:00 IST,SIDEWAYS,2026-09-01 09:15:00 IST,357.25,339.39,384.04,392.97,401.9,410.83,2026-09-01 15:30:00 IST,339.39,SL_HIT,-1.0,1.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": true, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": false}",True,NONE
EOD,HISTORICAL_REPLAY,STAR,2025-10-31 15:30:00 IST,BEAR,2025-10-31 09:15:00 IST,934.7,887.97,1004.8,1028.16,1051.53,1074.89,2025-10-31 15:30:00 IST,934.7,BE_EXIT,0.5,4.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": true, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,STAR,2025-12-23 15:30:00 IST,SIDEWAYS,2025-12-23 09:15:00 IST,970.85,922.31,1043.66,1067.93,1092.2,1116.47,2025-12-23 15:30:00 IST,922.31,SL_HIT,-1.0,2.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": true, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": false}",True,NONE
EOD,HISTORICAL_REPLAY,STAR,2026-04-27 15:30:00 IST,BULL,2026-04-27 09:15:00 IST,1098.55,1043.62,1180.95,1208.41,1235.88,1263.34,2026-04-27 15:30:00 IST,1043.62,SL_HIT,-1.0,3.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": false, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,STAR,2026-05-07 15:30:00 IST,BULL,2026-05-07 09:15:00 IST,1146.8,1089.46,1232.81,1261.48,1290.15,1318.82,2026-05-07 15:30:00 IST,1146.8,BE_EXIT,0.5,4.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": true, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,STARCEMENT,2026-03-06 15:30:00 IST,BEAR,2026-03-06 09:15:00 IST,2828.26,2686.85,3040.37,3111.07,3181.78,3252.48,2026-03-06 15:30:00 IST,2745.26,TIMEOUT,-0.5869,15.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": true, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,STARHEALTH,2026-02-27 15:30:00 IST,BEAR,2026-02-27 09:15:00 IST,1025.25,973.98,1102.14,1127.78,1153.41,1179.04,2026-02-27 15:30:00 IST,972.37,SL_HIT,-1.0313,11.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": false, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,STLTECH,2026-03-30 15:30:00 IST,BEAR,2026-03-30 09:15:00 IST,2162.73,2054.6,2324.93,2379.0,2433.06,2487.13,2026-03-30 15:30:00 IST,2230.85,TIMEOUT,0.815,15.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": true, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,STOVEKRAFT,2026-05-27 15:30:00 IST,BULL,2026-05-27 09:15:00 IST,603.32,573.16,648.57,663.65,678.74,693.82,2026-05-27 15:30:00 IST,678.74,FULL_TARGET,1.75,15.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": true, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,STOVEKRAFT,2026-06-09 15:30:00 IST,BULL,2026-06-09 09:15:00 IST,661.73,628.64,711.37,727.91,744.46,761.0,2026-06-09 15:30:00 IST,744.46,FULL_TARGET,1.75,9.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": false, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,STYL,2026-06-22 15:30:00 IST,BULL,2026-06-22 09:15:00 IST,304.33,289.11,327.15,334.76,342.37,349.98,2026-06-22 15:30:00 IST,342.37,FULL_TARGET,1.75,11.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": false, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,STYL,2026-07-07 15:30:00 IST,BULL,2026-07-07 09:15:00 IST,345.57,328.29,371.48,380.12,388.76,397.4,2026-07-07 15:30:00 IST,343.08,BE_EXIT,0.4281,2.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": true, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
EOD,HISTORICAL_REPLAY,STYL,2026-07-14 15:30:00 IST,BULL,2026-07-14 09:15:00 IST,389.29,369.83,418.48,428.21,437.94,447.67,2026-07-14 15:30:00 IST,369.83,SL_HIT,-1.0,5.0,82.0,"{""trend_stack"": true, ""rsi_corridor"": true, ""atr_tightness"": true, ""rvol_floor"": true, ""52w_proximity"": true, ""obv_slope"": true, ""triple_fault_veto"": true}",True,NONE
